INDEX,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
14,But he/gives all/of his/money/to/the/poor/people.,When/do/you/have/to/melt/that/ice?,She/turns/up/the/volume/before/sleeping,I don't/know/if/she'll/come/here/or/not.,"Now,/I/understandshe/doesn’t/have/to/apologize.",You had/better/touch/the/puppy/on/the/tree.,I've/seen/the/tomato/festival/that/he/saw.,I'm/not/going/to/give/you/my/money.,Isn't/he/lying/to/me/now?,"Yes, I'd/like/to/drink/a/cup/of/coffee.",How long/does it/take/to/get/to/the/Galaxy?,Do/you/have/a/kite/to/fly?,She’s/going/to/give/me/the/best/gift.,Who/will/you/play/with/tomorrow?,You don't/have to/know if/my panda/is/sick/or/not.,I/have/to/check/everything/before/going/out.,I/don't/knowYou/choose/a/good/place.,I’m going/to/stay/in/korea/for/three/days.,I’m/ready/to/give/them/a/lip/service.,That’s/O.K,There/are/seven/days/in/a/week
15,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,
19,So/poor/people/respect/him/like/God,Why/do/you/have/to/melt/that/ice?,Did/she/have/to/listen/to/him?,"If she/comes here,/I have/to/hide/my/car/key.",There was/a/book/to/read/on/the/desk.,Why/did/you/call/me/yesterday?,The/judge/will/help/a/beggar,I/can't/check/the/list,Aren't/you/chewing/gum?,Don't/you/have/to/wake/up/your/father?,Can/I/go/there/with/you?,Can/she/shake/his/golden/teeth?,Who/do/you/want/to/make/happier?,It/is/really/hard/to/explain/the/song.,"You’re/angry/at/me,/aren’t/you?",Why/do/you/really/hate/her?,Why don't/you sell/the/land/to/buy/that/house?,Is/that/white/flower/yours?,When/did/you/see/me/diving?,Though/he/cried/an/hour/ago,How/many/days/are/there/in/a/year?
20,"Also, He/is/a/really/great/teacher,/isn't/he?",I have/to melt/that/ice/to/make/cool/water?,She/had/to/listen/to/him/carefully,Is there/any reason/why you/have to/hide/your/car/key?,I/can’t/find/the/book/now,I/just/called/to/say/'I/love/you',A/beggar/will/be/helped/by/the/judge.,Let's/not/play/with/the/beautiful/gorilla!,They're/destroying/the/beautiful/ancient/city,I/don't/have/to/wake/up/my/father.,If/you/promise/me/to/be/quite,She/can't/shake/his/golden/teeth,I want/to/love/my/mother/and/father/happier.,Do/you/think/teaching/is/learning?,"Calm/down,/friend",I really/don’t know/the reason/why/I/really/hate/her.,I went/to/the/market/to/sell/duck/eggs.,"In/fact,/Mine/is/this/black/bag",I/didn’t/see/you/diving?,He/looks/happy,There are/three hundred/sixty/five/days/in/a/year.
21,Let's find/a place/for/him/to/sleep/right/now!,Is/there/anything/to/learn/here?,Why did/she/have/to/listen/to/him/carefully.,She/really/wants/to/drive/my/new/car.,Forget/it!/your/pet/goat/ate/it,Is it/easy to/cheat/a/teacher/in/the/classroom?,Can/her/bad/habit/be/changed/easily?,Can/you/fill/this/glass/with/salt/water?,Why/aren't/they/doing/their/best?,I/have/to/wake/up/my/father/now,Is there/a/piano/to/play/in/your/room?,She/can/shake/his/golden/teeth,Why/do/you/have/to/remember/the/number?,I/think/teaching/is/learning,I’ll prepare/a/lot/of/bamboo/for/your/panda.,May/I/use/your/charger?,Do you/want to/go home/early to/watch/a/soccer/match?,Do/you/want/to/make/bubbles?,It’s/on/the/tip/of/my/tongue,How/old/is/she?,We have/to do/our/best/until/we/meet/again.
22,He/always/bites/my/dog,"As you/know, the/song/is/very/hard/to/sing.",Because/he/was/telling/her/a/top/secret.,I/don’t/want/her/to/drive/my/car.,You should/have put/the/book/on/a/higher/place.,It's impossible/to/cheat/a/teacher/in/the/classroom.,Her/bad/habit/can/be/changed/easily,How/can/you/remember/his/past?,Why/isn't/he/doing/his/best/now?,Do you/have/to/go/to/the/concert/tomorrow?,There isn’t/a/piano/to/play/in/my/room,Shake/his/golden/teeth/as/hard/as/possible!,I have/to remember/the/number/to/open/the/door.,How/can/she/speak/Korean/well?,Do/you/know/pandas/like/to/eat/bamboo?,You/may/use/my/charger?,I'll/give/a/panda/bamboo/to/eat,I/don’t/know/how/to/make/bubbles,Will you/be able/to/break/my/record/next/year?,Ask/her/how/old/she/is,Excuse/meI/have/something/to/ask/you.
23,Do you/know the/reason why/he/always/bites/my/dog?,Don't/worryI'll/try.,Can/she/tell/the/top/secret/to/somebody?,"In/fact,/she/doesn't/have/a/driver's/license.",I/didn’t/make/noise/in/class/yesterday,If/you/show/me/the/picture/tomorrow,Can/you/sell/the/dishwasher/that/she/has?,I'm/going/to/fight/against/the/angry/bird.,Isn't/she/clicking/the/link/now?,I don't/have/to/go/to/the/concert/tomorrow.,Why/do/you/ask/me/such/a/question?,"You didn’t/teach me/how to/use/kakao/talk,/did/you?",Why do/you order/me/not/to/sell/my/brain?,She/learned/how/to/speak/Korean/last/year.,That's/common/sense,But/I/don’t/know/where/I/put/it.,Your/father/can’t/give/me/pocket/money/everyday.,Just/prepare/water/and/soap!,I’ll be/able/to/break/your/record/next/year.,She/never/tells/her/age,What/is/it/about?
24,Why/doesn't/she/play/cards/with/the/bear?,You/will/be/sorry/soon,"If/she/does/so,/she/will/be/arrested.",She/must/not/drive/without/a/driver's/license.,Don't/lie/to/me!,I’ll/show/you/the/same/picture,I/can/sell/the/car/that/you/have.,"Please,/don't/smoke/here!",We/aren’t/checking/the/grammar,Why do/you/have/to/prepare/the/presentation/alone?,I’m/just/wondering,What/did/you/do/wrong?,Your/brain/isn’t/yours,You/know/what?,The/balloon/in/the/living/room/isn't/mine.,You/must/not/come/here/now,There/is/water/to/drink/in/the/icebox.,Then/melt/soap/in/the/water!,I/tried/to/use/solar/energy,I don’t/want/to/learn/belly/dance/from/you.,I/borrowed/a/comic/book/last/week
25,Because/she/isn't/ready/to/play/cards,I don't/care if/I/will/be/sorry/or/not.,So/she/will/not/meet/anybody/from/now.,Does she/have/to/treat/you/like/a/king?,We/made/a/noise/together,Will you/tell/him/when/to/roll/the/ball?,Do you/meet your/son every/day/who/lives/in/Japan?,I/can/forget/you/forever,We/aren’t/feeding/the/fish,There isn't/a/friend/to/help/me/around/me.,That/nice/building/is/dancing/crazily,I/don’t/know/what/I/did/wrong,Your/brain/is/mineisn’t/it?,Her/husband/is/a/Korean,"Give me/your balloon!/Then, I/can/show/you/something/strange.",Have/you/ever/heard/about/a/machine/gun?,I/have/bad/blood/to/change,It’s really/a/piece/of/cake/to/make/bubbles.,I think/wind/power/is/better/than/solar/energy.,Before/you/teach/me/belly/dance,I/think/I/lost/the/book
26,Why/is/the/boy/following/the/ghost/now?,How/often/does/she/open/her/eyes?,Do/you/know/where/she/lives?,She doesn't/have/to/treat/me/like/a/king.,Did I/make a/noise/with/you?I/can’t/believe/it.,I told/him/not/to/make/the/same/mistake.,I/have/a/jet/that/has/ten/engines,I/give/my/right/hand/to/the/hippo.,Isn't/he/parking/his/car?,So/I/have/to/prepare/the/presentation/alone.,We have/to/get/out/of/here/right/now.,Think/carefully/what/you/did/wrong!,Rightyou/are/robots.aren’t/you?,The best/way to/learn Korean/is to/live/with/a/Korean.,The/balloon/that/I/have/isn't/mine,He promised/me/to/give/me/a/diamond/ring.,Will your/father go/to/a/busking/performance/with/them?,Do/they/always/bother/you?,Give/me/tips/to/marry/her!,You/have/to/learn/belly/dance/from/me.,What/should/I/do?
27,I/don't/knowyou/had/better/ask/him.,She/never/opens/her/eyesWhat?,Don't/ask/me/where/she/lives!,She/has/to/treat/me/like/a/king.,I understand/the/reason/why/people/call/you/‘liar’,He’ll be/able to/be a/great/president/like/my/grandfather.,It takes/only one/minute to/get/thereDo/you/envy/me?,Why don't/you go/to/the/event/with/them/tomorrow?,They/aren’t/eating/dinner/with/my/mother/now,What time/do/you/want/me/to/help/you?,Can’t/you/feel/the/street/shaking/heavily?,I’ve/never/done/wrong/to/others,I/think/you/can/change/your/brains/anytime.,"You/can/say/that/againago,/says,/may","If you/don’t listen/to/me,/I’ll/pop/the/balloon",Did you/copy my/answer/to/get/a/good/grade?,I didn‘t/have/any/reason/to/apologize/to/you.,I/can/protect/you/from/them.,I want/you to/know the/title/as/soon/as/possible.,I don’t/remember/where/I/put/my/car/key.,"Please, buy/the same/book/and/give/it/to/me."
28,,,,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
