INDEX,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
13,Can/his/mother/imagine/her/past?,Their mother/can/write/a/letter/to/my/mother.,Will her/mother/come/here/soon/to/help/you?,She/will/dance/to/relax,a/book/to/read,an/apple/to/pick,the/promise/to/keep,Two/swimming/wolves,two/pieces/of/pizza,Is there/a grandmother/to be/a/singer/in/this/city?,Is there/a cup/of coffee/to/drink/in/your/house?,Is there/a grandmother/to/marry/him/in/a/car?,Will/she/help/you/wash/your/face?,There was/a cup/of grape/juice to/drink/in/my/house.,There was/a spiderman/to/save/him/around/a/house.,Didn't/you/lose/the/hat/to/change?,I/have/a/big/goal/to/achieve,There/are/five/yellow/balloons/in/my/pocket.,There was/a daughter/to be/a/princess/in/the/palace.,Were there/eight/forks/to/use/on/the/table?,Is there/a manager/to teach/me/soccer/in/this/city?
14,How/far/can/his/father/swim?,Her/mother/can't/hit/a/solo/homerun,Will/her/father/change/her/hobby/soon?,She/will/understand/the/sleeping/students/in/class.,a/car/to/wash,the/instant/question/to/solve,the/promise/to/break,One/Flying/Fly,three/pieces/of/pizza,There/is/a/black/onion/to/cook,There/isn’t/time/to/dance/with/them,There/is/pork/to/cook/in/the/kitchen.,They/can't/come/here/tomorrow,Was/there/an/apple/tree/on/the/playground?,Was there/a/shorts/to/hang/on/the/hanger?,Aren't you/going to/buy/some/candies/to/give/him?,How did/you/find/a/playground/to/play/baseball?,There/aren’t/five/yellow/balloons/in/my/pocket.,Was there/a/mirror/to/hang/on/the/wall?,Were/there/four/bad/gods/on/the/moon?,Were there/two/spies/to/arrest/in/the/kitchen?
15,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,
19,How can/his/daughter/solve/the/non/sense/quiz?,They can/buy a/big/house/to/raise/a/dog.,Will/her/teacher/hit/a/grand/slam/tomorrow?,She/will/work/hard/to/succeed.,a/bike/to/ride,the/book/to/study,a/see-saw/to/ride,Three/dancing/flies,a/piece/of/cake,There/isn’t/a/movie/to/see/today.,There/is/something/to/do/tomorrow.,There isn’t/a fox/to/hunt/in/the/forest/today.,Your/mother/can/pick/the/leaf.,Was/there/trash/to/throw/away/outside?,There/wasn’t/a/room/to/practice/the/song.,Can't you/give me/a/glass/of/milk/to/drink?,I didn't/have/any/good/idea/to/give/you.,There/aren’t/7/big/hammers/in/his/car.,There/wasn’t/a/room/to/practice/your/speech.,There/weren’t/7/guests/to/invite.,There/isn't/a/dish/to wash/in/the/sink.
20,How/many/books/can/he/read/a/week?,She/can’t/go/up/stairs/with/her/dog.,Will/she/send/an/email/to/her/supporters?,He’ll/study/music/hard/to/pass/the/test.,a/poor/person/to/help,a/sleeping/pill/to/take,a/big/tree/to/cook,One/black/lily,some/water,There/is/8/between/7/and/9.,There ins’t/a/flower/to/pick/in/the/field.,There isn’t/a/brave/bird/to/fight/for/you.,Can/your/mother/pick/her/nose?,There/was/trash/to/throw/away/outside.,There was/a/bike/to/ride/behind/your/house.,I/have/nothing/to/do/today.,Don't give/her/any/tools/to/open/the/door.,Are/there/many/stars/in/the/sky?,Was/there/a/rose/to/sell?,Were/there/three/African/maps/to/draw?,How/many/songs/can/he/learn/a/week?
21,Can/she/change/her/voice/like/my/voice?,She can/draw/the/world/map/on/the/table.,Will the/cheerer/leader/cheer/the/ice/hockey/team?,My father/won’t/sell/my/battery/pack/to/them.,an/apple/to/eat,the/number/to/erase,trash/to/burn,Five/red/lilies.,five/pieces/of/cake,Is there/a/jacket/to/wear/on/the/desk?,There is/a/song/to/sing/for/the/girl.,Is there/any important/information/to/know/in/the/newspaper?,Can your/mother pick/her nose/in/front/of/the/teacher?,There/wasn’t/trash/to/throw/away/outside.,There/was/a/problem/to/check.,I/have/something/to/tell/you.,I/can’t/find/a/book/to/prepare.,There/aren't/many/stars/in/the/sky.,There/was/a/problem/to/discuss/with/you.,There/were/many/bad/kings/in/the/world.,Where/can/she/wash/his/smelly/sneakers?
22,How/can/you/scold/me?,Their father/can go/to a/hospital/to/cure/a/dog.,How much/pocket/money/will/she/get/from/father?,Your father’ll/quit/smoking/to/give/you/pocket/money.,a/legend/to/help,the/old/house/to/remodel,the/button/to/push,One/crying/baby,a/cup/of/tea,There/isn’t/a/big/window/to/open.,There/isn’t/a/reason/to/marry/her.,There is/a/spy/to/monitor/in/this/mountain.,My father/can pick/his nose/in/front/of/my/mother.,Was/there/a/reason/to/quit/drinking?,Wasn’t/there/time/to/lose/weight?,I/have/something/to/do/tomorrow.,I'll/give/you/something/to/do/tomorrow.,Are/there/eight/flies/around/the/window?,There/wasn’t/a/wet/puppy/to/dry.,"Once upon/a time,/there were/many deep/lakes/around/that/building.",Your/doctor’ll/cure/you/tomorrow.
23,Can/his/father/attend/the/meeting/tomorrow?,She/can/know/herself/well.,Will/her/mother/capture/this/file/to/study?,Her judge/will/not/punish/you/in/this/case.,a/tree/to/plant/in/the/garden,something/to/do,a/fool/to/be/a/king,Nine/singing/babies,much/air,There/isn’t/a/problem/between/us.,There/is/her/family/problem/to/solve.,There/isn’t/a/comic/site/to/search/today.,There isn’t/a way/to/check/her/cell/phone/number.,There/wasn’t/a/reason/to/quit/drinking.,There/wasn’t/time/to/gain/weight/last/year.,I want/to/show/you/the/tree/to/decorate.,You/have/a/lot/of/chances/to/choose.,There/are/eight/flies/around/the/window.,Wasn’t there/the/music/to/download/on/the/site?,Were/there/many/great/scientists/here?,Will her/sister/plant/that/pear/tree/with/you?
24,How can/her/mother/go/to/Japan/without/money?,My/father/can’t/change/my/mother.,Will/you/sit/next/to/me?,She’ll throw/away/the/rotten/apple/in/an/hour.,the/file/to/upload,something/to/tell/you,a/mosquito/to/be/a/queen,one/fighting/girl,three/cups/of/tea,There/is/an/instant/coffee/here.,Is there/an important/word/to/memorize/in/this/book?,There/isn’t/a/chance/to/succeed/here.,There/isn’t/a/place/to/park/around/here.,There/was/a/reason/to/quit/drinking.,There/wasn’t/a/dish/washer/to/fix.,I will/not/show/her/the/way/to/escape.,I tried/not to/show you/the/way/to/solve/it.,There aren't/nine towels/to/dry/in/the/living/room.,There was/the/music/to/download/on/the/site.,"Once upon/a time,/there were/many/snakes/in/this/mountain.",Will/you/sit/next/to/the/principal?
25,How/can/her/son/understand/your/story?,I can/go to/the/school/to/give/him/milk.,Will/you/stand/behind/me?,They’ll/buy/a/lighter/to/melt/the/ice.,a/picture/to/download,a/text/message/to/send,a/rabbit/to/be/a/teacher,One/long/yellow/bus.,three/glasses/of/milk,There/isn’t/a/cup/to/use/around/here.,Is there/an/easy/story/book/to/read/here?,"Yes, There/isn‘t/space/to/move/in/this/prison.",Your/mother/will/pay/for/dinner.,Was/there/a/chance/to/succeed/In/Japan?,Was/there/a/glass/in/the/dishwasher?,I/don't/have/any/money/to/give/her.,You didn't/have/to/give/her/water/to/drink.,There are/nine towels/to/dry/in/the/living/room.,There wasn’t/the/music/to/download/on/the/site.,"Once upon/a time,/there weren’t/many/stars/in/the/sky.",Will/the/principal/stand/behind/me?
26,How/can/you/do/it/without/water?,The/father/can’t/kick/an/angry/fly.,Will/her/daughter/invite/the/queen/next/year?,We’ll/stop/by/your/house/to/see/you.,a/brand/new/cell/phone/to/give/you,the/reason/to/meet/you,a/person/to/be/a/president,Five/smiling/girls,two/glasses/of/milk,There is/trash/to/throw/away/in/your/room.,There/isn’t/time/to/wait/for/them/now.,There isn’t/an/octopus/to/be/a/nude/model.,Your/sister/will/not/tell/me/the/reason.,There/was/a/chance/to/succeed/in/Japan.,There was/a/chance/to/lose/weight/in/England.,I didn't/want to/give/you/a/newspaper/to/read.,You had/better not/give her/a hammer/to/break/my/house.,There/aren’t/five/eyes/on/my/face.,There/wasn’t/time/to/gain/weight/last/year.,"Once upon/a time,/there were/many/suns/in/the/sky.",Will/his/principal/break/your/record?
27,How/can/she/do/it/without/asking/me?,Her/doctor/can/give/you/his/scissors.,How will/she buy/a/lot/of/gold/without/money?,Our/teacher/will/envy/my/mansion.,a/singer/to/marry/me,the/sad/memory/to/forget,a/scary/movie/to/see,Three/sleeping/frogs,much/rain,There/isn’t/a/superstar/to/invite/today.,Is/there/a/way/to/find/her/there?,Is there/a/plug/to/change/on/the/wall?,Will they/help/you/ride/a/horse/after/school?,There/wan’t/a/chance/to/succeed/in/Japan.,Wasn’t there/a chance/to lose/weight/in/the/United/States?,I/have/to/give/you/something/to/eat.,Why can't/you/find/a/chair/to/sit/on?,There/are/five/eyes/on/my/face.,Was there/a/puppet/show/to/introduce/to/me?,Were/there/nine/zebras/on/that/hill?,She’ll/not/punish/the/smelly/judge.
28,,,,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,,,,,,,,
36,,,,,,,,,,,,,,,,,,,,,
37,,,,,,,,,,,,,,,,,,,,,
38,,,,,,,,,,,,,,,,,,,,,
