INDEX,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
10,wi-fi이는 공유된다. ,그 늑대s들은 도움받는다. ,난 물린다. ,그 이야기는 출판되지 않을 것이다. ,그 음악책은 도둑맞을 수 있다. ,the 핸드백은 보관되어야만 한다.,난 그녀의 큰 입을 기억했다.,그녀는 그들을 때렸다.,그 교장선생님이 the 거지의 은반지를 훔칠 것이다.,난 the 머리핀이 네 것이라고 생각한다.,난 the 숲속에 있는 a 몰카를 훔칠 수 있다.,4명의 교장 선생님s을 가지고 있는 a 고등학교 ,서울에 갈 수 없는 the 약한 말,많은 책s을 사고 싶어 하는 a 선생님 ,난 그 유명한 노래를 불러본 적이 있어.,난 그와 같이 저 연못에서 수영해 본 적이 없다. ,만약 내가 지금 the 뱀의 다리를 가지고 있다면,만약 내가 the 마녀에게 the 지팡이를 주었더라면,난 거기서 많은 돈을 잃어버렸다. ,the 개구리가 the 노벨상을 탄 것이 틀림없다.,그가 the 책상 위에 있는 the 책을 지난주에 보았니?
11,a 뱀은 죽는다. ,많은 편지s가 보내어진다. ,난 잘린다. ,그녀의 일기는 기억될 것이다. ,the 고기는 쉽게 잡힐 수 있다. ,그들의 나쁜 점s은 변화되어야만 한다.,그녀의 큰 입은 나에게 기억되었다.,그들은 그녀에게 맞았다.,the 거지의 은반지는 the 교장선생님에게 도둑맞지 않을 것이다.,넌 the 강아지가 네 것이라고 생각하니?,난 the 숲속에 있는 a 몰카를 훔칠 수 없다.,세 개의 이가 있는 a 예쁜 입 ,개미들s과 춤을 출 수 없는 그 뚱뚱한 암소,많은 책s을 사고 싶어 하는 a 선생님은 커피를 좋아한다.,난 그 유명한 노래를 불러본 적이 없다.,넌 너의 인생에 축구해 본 적이 있니?,난 그것을 a 귀신에게 줄 텐데. ,the 마녀가 나를 구해 줄 수도 있었다.,네가 나의 주머니 속에 그 돈을 넣어두어야만 했는데.,그 개구리가 the 노벨상을 받았을지도 몰라.,그는 the 책상 위에 있는 the 책을 어제 보지 못했다.
12,나의 robot’s의 코는 수리된다. ,a 왕과 a 공주는 the 나무 뒤에 숨겨진다. ,난 팔린다. ,a 죽은 나무가 다시 심길 것이다. ,그 가면은 쓰여 질 수 있다. ,나의 집은 흰색으로 페인트칠 되어야만 한다.,그의 엄마가 the 고장난 창문을 열었다.,그는 나의 머리를 흰색으로 칠했다.,그 개구리는 매일 두 마리의 여우s를 먹는다.,난 the 춤추는 고양이가 네 것인지 아닌지 모른다. ,넌 그의 집에 있는 a 도둑을 만나고 싶어?,사람이 많은 a 조용한 파티,a 야구공을 던질 수 없는 a 연약한 돼지,여덟 송이의 장미s가 있는 the 병원,넌 일본에 가 본적이 있니?,난 내 인생에서 축구해 본 적이 있다.,난 a 귀신에게 그것을 주지 않을 텐데,만약 그가 지난달에 나에게 a 파란색 다이아몬드 반지를 주었다면,그리고 네가 그들과 놀지 말아야만 했는데.,나도 the 노벨상을 받고 싶다.,넌 the 벽 위에 있는 the 거미를 만질 수 있니?
13,그녀는 속는다. ,그들은 내 마음속에서 잊혀진다. ,난 당겨진다.,그의 정원은 a 공원으로 이용될 것이다. ,a 인기 있는 돼지는 소개될 수 있다. ,좋은 나무s들이 너의 정원에 심겨야만 한다.,the 고장난 창문은 다시 고장났다.,나의 머리는 그에게 흰색으로 색칠되었다.,두 마리의 여우s는 그 개구리에게 매일 먹힌다.,난 the 잠자는 낙타가 우리들의 것인지 아닌지 모른다.,난 그의 집에 있는 a 착한 도둑을 만나고 싶어.,3개의 다리s를 가진 나의 침대,a 토끼를 도와줄 수 없는 그 연약한 돼지,난 여덟 송이의 장미s가 있는 the 병원에 가고 싶다.,난 일본에 가 본적이 있다.,너는 전에 그것을 해 본 적이 있니?,만약 네가 5개의 머리s를 지금 가지고 있다면 ,난 그것을 그녀에게 팔 수도 있었다.,the 호랑이가 나를 물었다. ,그는 그녀를 정말로 싫어했다.,난 the 벽 위에 있는 the 거미를 만질 수 있다.
14,그 열차는 운전된다. ,그 이야기s들은 믿어진다. ,넌 버려진다.,그녀의 미래는 적혀지지 않을 것이다. ,넌 여기서 처벌받을 수 없다. ,a 패자는 a 승자에게 사랑을 받아야만 한다.,너의 아빠가 a 가난한 남자에게 도움받았다.,9자루의 초s는 그녀에게 녹여졌다.,그녀의 목숨은 나에게 구해질 수 있다.,the 욕심 많은 고양이가 그녀 것인지 아닌지 모른다.,난 그의 집에 있는 a 무서운 도둑을 만나고 싶지 않아.,비오는 날s이 많은 the 겨울,커피를 마실 수 있는 그 행복한 염소,많은 음식을 먹고 있는 그 학생s들,난 내 인생에 일본에 가본 적이 없다.,난 전에 그것을 해 본 적이 없다.,넌 a 날아다니는 여우를 발명할 거니?,만약 a 날아가는 기차를 그가 발명했었다면,네가 그 호랑이를 주먹으로 때리지 말아야만 했는데.,그녀가 또 다른 남자친구를 틀림없이 사귀고 있었을 거다.,the 벽 위에 있는 the 거미는 나에게 만져질 수 있다.
15,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,
19,a 죽은 파리는 먹힌다. ,그들은 속는다. ,넌 ‘개’로 불린다. ,그의 생일 선물은 보내질 것이다. ,그 경찰관은 도움을 받을 수 없다. ,a 깨진 창문은 내일 수리되어야만 한다.,네가 the 신비한 구름을 연구했다.,넌 그녀의 손s을 묶었다. ,그들이 그 영어질문을 설명해야만 한다.,넌 저 미소 짓는 돼지가 네 것이라고 확신하니? ,넌 the 버스 안에 있는 the 십자가를 기억해야만 하니?,7개의 눈s을 가진 그 눈사람,농구를 할 수 있는 a 키 작은 토끼,많은 음식을 먹고 있는 그 학생들은 몸무게가 늘 것이다. ,네가 그를 초대해 본 적이 있니?,넌 음주운전 해 본 적이 있니? ,만약 내가 the 세상에 있는 모든 the 금을 지금 가지고 있다면 ,그는 작년에 an E.T를 만났을 수도 있었다.,난 a 소형차가 지금 필요해. ,그녀가 썩은 바나나s 12개를 먹었다. ,만약 a 뱀이 두 손s을 가지고 있다면
20,그 노래는 불린다. ,그 호랑이s들은 죽는다. ,1넌 용서 받는다. ,the 성경책은 읽혀 질 것이다. ,너의 원수는 사랑받을 수 있다. ,a 도둑의 금반지는 도둑맞아야만 한다.,the 신비한 구름은 너에게 연구되었다.,그녀의 두 손s은 나에게 묶였다. ,그 영어문제는 그들에 의하여 설명되어야만 한다.,난 저 미소 짓는 돼지가 내 것이라고 확신해. ,난 the 버스 안에 있는 the 십자가를 기억해야만 해. ,a 아름다운 코를 가진 a 돼지,a 바나나를 먹을 수 없는 그 귀여운 개,수영을 못하는 그 수학선생님,난 그를 초대해 본 적이 있다.,난 음주운전 해 본 적이 있다. ,난 가난한 사람들을 위해 어떤 좋은 일을 할 텐데.,"만약 내가 a 결정적인 증거를 알고 있었다면, ",내가 the 소형차를 2년 전에 팔지 말아야만 했었다.,그녀가 어제 배가 고팠음이 틀림없다.,그 뱀은 a 휴대폰을 사용할 수 있을 텐데
21,그녀의 반지는 도둑맞는다. ,많은 차s들은 도둑맞는다. ,1넌 선택된다. ,그 고장 난 열차는 수리되지 않을 것이다. ,그는 a 나무 뒤에 숨겨질 수 있다. ,the 보고서는 지금 마쳐져야만 한다.,난 널 사랑하기 위해 태어났다.,그녀가 5마리의 개s를 때렸다. ,a 노란색 개미가 그의 수학책을 포장했다.,난 저 미소 짓는 돼지가 내 것이라고 확신 못해.,난 the 버스 안에 있는 the 십자가를 기억할 필요가 없다.,낡은 신발s이 많은 the 박물관,a 맛있는 쥐를 먹을 수 없는 그 아픈 고양이,난 수영을 못하는 그 수학 선생님과 a 풀장에 가지 않는다.,난 그를 초대해 본 적이 없다.,그녀는 음주운전 해 본 적이 있다. ,"만약 내가 a 개구리라면,",난 the 가장 위대한 탐정이 될 수도 있었다. ,a 더러운 개가 나의 집 안으로 들어왔다. ,그녀가 어제 배가 고팠을지도 몰라.,그 뱀이 양손s이 없기에
22,그녀의 방은 청소된다. ,우리들의 이름s은 알려진다. ,넌 발견된다. ,그의 노래는 불려 지지 않을 것이다. ,넌 잊혀 질 수 없다. ,a 종이컵은 재활용 되어야만 한다.,난 너를 명령하려고 태어났다.,5마리의 개s가 그녀에게 맞았다. ,그의 수학책은 a 노란색 개미에 의하여 포장되었다.,이 스푼이 그녀 것이었니? ,넌 the 책상 위에 있는 a 모기를 어제 잡았니?,내 아빠의 차 열쇠를 가지고 있는 나의 엄마,빨리 달릴 수 없는 한 마리의 말,the 나무 아래 있는 그의 아빠를 만나라!,네가 너의 친구를 이해해 준 적이 있니?,그녀는 지금까지 결혼 한 적이 없다. ,난 저 호랑이에게 먹힐 텐데.,난 the 가장 위대한 탐정이 되지 않을 수도 있었다. ,그가 그 문을 열지 말아야만 했다.,a 쥐가 a 고양이를 깨물었다.,그래서 그 뱀은 a 휴대폰을 사용할 수 없다.
23,그 오리의 꼬리는 잘린다. ,그 고양이s들은 키워진다. ,넌 존경받는다. ,그 빠른 개는 맞지 않을 것이다. ,너의 얼굴을 미세먼지로 덮일 수 있다. ,그들이 나의 집에 초대되어야만 한다. ,a 작은 개미가 a 큰 뱀을 죽였다.,그가 8그루의 나무s를 심었다.,내가 the 큰 창문을 부술 것이다.,이 스푼은 그녀 것이었다.,난 the 책상 위에 있는 a 모기를 어제 잡았다.,하얀 눈s을 가지고 있는 나의 삼촌,멀리 날 수 없는 새 한 마리,너와 결혼하고 싶어 하는 a 여자와 결혼하지 마라!,난 나의 친구를 이해해 준 적이 있다.,그녀는 한국에 살아 본 적이 없다. ,"만약 내가 the 뱀의 오른쪽 다리를 만진다면, ",만약 내가 작년에 the 마법사의 속내를 알고 있었다면 ,그가 그 문을 닫아야만 했다.,a 고양이가 the 쥐를 먼저 깨문 것이 틀림없다.,넌 너를 사랑하는 a 말과 결혼 할 거니?
24,a 크리스마스 선물은 보내어진다. ,연필s들은 부러진다. ,넌 사랑받는다. ,그 가짜 컴퓨터는 안 팔릴 것이다. ,넌 속을 수 있다. ,그의 아들은 구조되어야만 한다. ,a 큰 뱀은 a작은 개미에게 죽었다.,8그루의 나무s가 그에 의해 심겨졌다.,the 큰 창문은 너에게 부수어지지 않을 것이다.,"언젠가, 이 스푼은 내 것이 될 거다.",난 the 책상 위에 있는 a 모기를 어제 잡지 않았다.,a 파란 색 사과를 먹고 싶어 하는 the 왕자,한국어를 말할 수 없는 a 한국어 선생님,the 책상위에 있는 a 공을 차지 말자! ,난 영어를 한국에서 가르친 적이 있다.,그의 아빠는 영어로 a 편지를 쓴 적이 있다. ,난 the 정글의 a 왕이 될 수 있을 텐데.,난 the 마술을 그에게 보여주지 않을 수도 있었다.,그녀가 어제 the 반지를 살 수 없었다. ,그 고양이의 붉은 입을 보아라!,난 나를 사랑하는 a 말과 결혼하지 않을 거다.
25,그 책이 선택된다. ,그의 둥근 귀s가 그려진다. ,넌 공격 받는다. ,나의 힘이 저장 될 것이다.,그 파리는 잡힐 수 있다. ,the 경찰은 용서받아야만 한다.,그녀가 a 호랑이를 물었다.,a 개구리가 8마리의 호랑이s를 발로 찼다. ,그 생쥐는 나무 두 그루를 먹을 수 있다.,"또한, 이 스푼은 그녀 것이 될 수 있다.",난 그의 교실에 있는 the 자전거를 훔치려고 한다.,그 자전거를 타고 싶어 하는 a 할아버지 ,세 개의 머리s를 가진 a 여우,넌 an 사과를 먹고 싶어 하는 the 왕자를 사랑하니? ,네가 a 길 잃은 호랑이를 본 적이 있니?,그녀가 미국에서 a 인형을 산 적이 있니? ,"만약 내가 오늘 a 차가운 태양을 만든다면, ","만약 내가 어제 the 달리는 호랑이를 발로 찼었다면, ",그녀가 더 일찍 여기에 와야만 했는데.,그 고양이가 a 호랑이를 먹은 것이 틀림없다.,무슨 일이니? 너 a 눈에 멍들었다.
26,그 개는 맞는다. ,너의 손s은 묶인다. ,넌 체포된다. ,그녀의 여동생은 속게 될 것이다. ,많은 차s들이 파괴될 수 있다. ,the 차 사고는 곧 해결되어야만 한다.,a 호랑이는 그녀에게 물렸다.,8마리의 호랑이s가 a 개구리에게 차였다. ,나무 두 그루는 the 생쥐에게 먹힐 수 있다.,이 스푼은 그들 것일 수가 없다. ,넌 the 싱크대(sink)에 있는 an 사과를 언제 씻었니? ,그 나쁜 곰을 차고 싶어 하는 the 착한 소년,a 휴대폰을 가지고 있는 a 호랑이,난 매일 밤 음주운전 하는 a 소녀를 만나야만 한다.,난 a 길 잃은 호랑이를 본 적이 있다.,넌 an 영어신문을 읽어 본 적이 있니? ,난 the 노벨상을 탈 수 있을 텐데.,the 호랑이는 나를 죽였을 것이다.,그는 지금 매우 아퍼. ,그 고양이가 a 호랑이를 먹었을지도 몰라. ,무서운 두 마리 개미s가 나를 때렸다.
27,그 편지는 적힌다. ,50명의 너의 아들s은 매일 밤 꾸중을 듣는다. ,넌 잡힌다. ,상어 두 마리s가 그려질 것이다. ,너의 뇌는 전시 될 수 없다. ,a 판사는 a 교도소에 보내져야만 한다.,a 거짓말쟁이가 a 판사에게 속았다.,3명의 경찰s이 a 도둑에게 체포되었다. ,the 늑대는 그의 고양이에게 사냥당하지 않을 것이다.,"나의 의견은, 이 세상은 네 것이 될 거다.",난 the 껌 훔치는 법을 너에게 가르쳐 줄 것이다. ,나를 만나고 싶어 하는 a 가수 ,너의 생일 파티에 오지 않았던 너의 친구 ,난 매일 밤 음주운전 하는 a 소년을 만날 필요가 없다. ,당신은 당신 일생에 a 실수를 한 적이 있나요? ,그녀는 지금까지 그 노래에 대하여 생각해 본 적이 있다. ,"만약 네가 a 나무라면, ","만약 내가 10년 전에 a 고양이었다면, ",그가 찬물로 a 샤워를 하지 말아야만 했는데,저 염소가 점심으로 the 책을 먹었을지도 몰라.,네가 전에 킥복싱을 배웠어야만 했는데
28,,,,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,,,,,,,
