INDEX,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
10,어디서 the 전설을 공부해야 할지,술 끊는 법,넌 그에게 언제 세계사를 공부해야 하는지 말해줄 거니?,그녀는 나에게 무슨 모자를 사야 할지 물을 것이다.,그녀는 나에게 the 휴대폰에 있는 the 다이얼패드 사용법을 가르쳐 주지 않는다.,넌 엄마에게 the 창문을 잠가 달라고 부탁할 수 있니?,난 네가 나를 위해 죽기를 바란다.,나는 그녀에게 너에게 사과하라고 충고할 거다.,"그들은 욕심 많은 고양이s들이다, 그렇지?","그들은 너의 코를 훨씬 더 크게 만들 것이다, 그렇지?",당신은 그 노래를 부를 수 있을 겁니까? ,오늘 밤에 난 a 소방관과 춤을 추려고 한다.,난 네가 여기서 an 독수리처럼 나는 것을 보고 싶다.,나의 의자 아래에 있는 the 빈 깡통,the 불 위에서 a 춤추고 있는 개,넌 내 마음속에 있는 the 비밀을 알고 싶어?,읽을 a 책이 있다.,그녀는 the 쓰레기를 다음 주에 청소하려고 합니다.,난 그녀가 왜 나를 주먹으로 쳤는지 너에게 말하기 싫다.,내가 그녀를 만나고 싶어 하는 the 이유를 그녀는 몰라.,그녀는 일주일에 200권의 책s을 읽습니다.
11,어디서 a 다이아몬드 반지를 찾아야 할지,이 단어를 발음하는(pronounce) 법,난 그에게 세계사를 언제 공부해야 하는지 내일 말해줄 거다.,나에게 언제 a 컴퓨터를 꺼야 하는지 묻지 마라!,그녀에게 a 결정적인 증거 찾는 법을 가르치지 마라!,난 엄마에게 the 창문을 잠가 달라고 부탁할 수 있다.,난 네가 나를 위해 죽기를 바라지 않는다.,난 나의 엄마에게 완벽하게 청소하라고 충고할 수 있다.,"그들은 욕심 많은 고양이s들이 아니다, 그렇지?","그들은 너의 코를 훨씬 더 크게 만들지 않을 것이다, 그렇지?",그녀가 a 의사에게 a 주사를 놓을 수 있을까요?,난 네가 a 역사 선생님과 춤추는 것을 볼 것이다. ,넌 내가 그녀와 결혼하는 것을 곧 볼 수 있을 것이다.,너의 입속에 있는 a 칫솔 ,an 영어책 속에 있는 a 그림,난 the 교실에서 the 울고 있는 학생을 이해하고 싶다.,a 책이 어디에 있니?,그녀는 언제 the 창문 아래에 있는 a소녀를 도와줄 수 있나요?,그녀가 나를 공격하자마자 나도 그녀를 공격했다.,난 어제 the 운동장에서 네가 축구하는 것을 보았다.,그녀가 어떻게 일주일에 200권의 책s을 읽을 수 있습니까?
12,어디서 그녀에게 a 책을 주어야 할지,야구공을 멀리 던지는 법,넌 나에게 언제 a 가짜 목걸이를 팔아야 하는지 말했니?,그녀에게 어디서 a 좌석을 예약해야 하는지 물어보자!,넌 언제 나에게 the 적을 용서해 주는 법을 가르칠 거니?,난 엄마에게 그것을 비밀로 지켜달라고 부탁하려고 한다.,넌 내가 몇 시에 the 국제회의를 개최하길 원하니? ,네가 그들에게 그를 공격하라고 명령했니?,"나의 아빠는 a 완벽한 남자였어, 그렇지? ","넌 내일 서울에 갈 것이다, 그렇지?",the 영화가 나를 감동시킬 수 있을까? ,넌 내가 the 성경책을 읽고 있는 것을 들었니?,넌 그녀가 the 도박꾼 만나고 있는 걸 보았니?,그 노란 나무 뒤에서 the 춤추는 고양이,a 버스와 a 텐트 사이에 있는 The 고양이 ,넌 the 구름과 the 무지개 사이에 있는 the 밝은 해를 보았니? ,읽을 a 책이 a 의자 밑에 있다.,그녀는 the 창문 아래에 있는 the 소녀를 지금 도와 줄 수 있어.,그녀가 숙제를 마치자마자 그녀는 나에게 전화했다.,나에게 거짓말하지 마!,일주일에 200권의 책s을 읽는 것이 가능하다고 생각합니까?
13,축구를 어디서 할지,수영을 잘하는 법,난 너에게 a 가짜 목걸이를 언제 팔아야 하는지 말했다.,그들에게 무슨 약을 먹어야 하는지 묻지 마라!,난 내일 너에게 너의 아빠를 용서해 주는 법을 가르칠 것이다.,난 엄마에게 그것을 비밀로 지켜달라고 부탁하려고 하지 않는다.,난 네가 내년에 the 국제회의를 개최하길 원해.,난 그들에게 그를 공격하라고 명령했다.,나의 아빠는 a 완벽한 남자가 아니었다. 그렇지?,"넌 내일 서울에 가지 않을 것이다, 그렇지?",그가 그 못생긴 여우를 신뢰(trust)할 수 있을까요?,난 네가 the 교회에서 the 성경 읽는 것을 들었다.,난 그녀가 그 도박꾼 만나고 있는 걸 보았다.,a 마이크 없이 the 노래하는 호랑이,나의 창문 아래에 있는 a 불쌍한 소녀,"나에게 말하고 싶은 게 뭔데, 지금, 나에게 말해봐라!",어제 any물이 있었니?,봐! a 도둑이 너의 양말s을 훔치려고 the 창문으로 들어가고 있어.,넌 왜 그녀가 the 달 아래서 울고 있었는지 알고 있니?,나는 어제 the 운동장에 가지 않았다.,나는 일주일에 200권의 책s을 읽는 것이 불가능하다고 생각합니다.
14,어디서 동영상을 찍어야 할지,a 고장 난 세탁기를 수리하는 법,넌 그에게 언제 the 에어콘을 틀어야 하는지 말했니?,그는 그들에게 무엇을 해야 할지 말해주었다.,넌 화장하는 법을 알고 있니?,넌 아빠에게 a 소형차를 사 달라고 부탁할 수 있니?,난 네가 내일 the 국제회의 개최하는 것을 원하지 않는다.,난 그들에게 그를 공격하라고 명령하지 않았다.,"우리는 하나였다, 그렇지?","그는 나의 목숨을 구해 줄 수 있어, 그렇지?",그가 술을 끊을 수 있을까요?,난 어제 the 교회에 가지 않았어.,그녀가 그에게 얼마를 주었는데?,이 강과 저 산 사이에 있는 the 학교 ,the 하늘에 있는 하나의 별,난 the 식탁 위에 있는 the 하얀색 사과를 먹고 싶어.,어제 some물이 있었다.,넌 너의 마음속에 있는 the추억들s을 나에게 말해 줄 거니?,왜냐하면 그녀가 나와 싸웠기 때문이지.,난 네가 사람들 앞에서 우는 것을 보고 싶지 않아.,넌 내일 나에게 무엇을 주려고 하니?
15,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,
19,무엇을 사야 할지 ,언제 미끄러져야 할지,넌 그에게 언제 the 사무실에 들어가야 하는지 말할 수 있니?,나는 그에게 어디에서 an 화살을 쏘아야 하는지 말할 수 있다. ,나는 화장하는 법을 몰라.,넌 그들에게 그 사실을 증명하라고 말했니?,넌 내가 아점으로 무엇을 먹기를 원하니?,난 그에게 더 빨리 뛰라고 명령할 거다.,"우리는 a 무지개가 아니었다, 그렇지?","그는 나의 목숨을 구해 줄 수 없어, 그렇지?",나의 개가 a 판사를 깨물 수 있을까요?,넌 그녀가 비명 지르는 걸 듣고 싶니? ,난 그녀가 그에게 얼마를 주었는지 모른다.,a 싱크대 속에서 the 미소 짓는 돼지,내 마음속에 많은 좋은 추억s들,the버스 주위에 있는 the 운전수를 기억하지 마! ,마실 물이 the 부엌에 있었다.,난 나의 마음속에 있는 the 추억들s을 너에게 말해 줄 거다.,난 그녀가 왜 the 달 아래서 울고 있었는지 관심 없어.,걱정 마! 다시는 나는 울지 않을 것이다.,넌 왜 아침밥을 먹지 않았니?
20,어디서 내려야 할지,the 미끄럼틀을 언제 타야 할지,넌 그녀에게 언제 a 코스프레를 해야 하는지 말했니?,그는 나에게 언제 a 방독면을 써야 하는지는 말할 수 없다.,그녀가 시간과 돈을 절약하는 법을 알고 있니?,난 그들에게 그 사실을 증명하라고 말했다.,난 네가 아점으로 해파리 먹기를 원한다.,넌 그들에게 나를 주먹으로 치라고 명령할 수 있니?,"그들은 나쁜 도박꾼들이었다, 그렇지?","그녀는 너의 이름을 잊어버릴 것이다, 그렇지?",우리가 a 새처럼 높이 날 수 있을까요?,난 그녀가 비명 지르는 것을 듣고 싶어.,넌 그녀가 나의집 앞에서 돈 꺼내는 것을 보았니?,그의 침대 옆에서 a 춤을 추고 있는 아기,나무 하나 없는 a 산,그의 머릿속에 있는 지식(knowledge)을 사라!,나는 마실 물을 찾으려고 노력했다.,나는 지난밤 너를 오랫동안 기다리고 있었다.,나는 지금 내가 무엇을 하고 있는지 몰라.,나는 어제 네가 수업 중에 물 마시는 것을 보았다.,왜냐하면 내가 해야 할 일이 많아서 
21,무엇을 공부해야 할지,그녀의 가정교사를 언제 만나야 할지,난 그녀에게 a 코스프레를 언제 해야 하는지 말하지 않았다.,그녀는 나에게 어디서 그 노래를 반복해야 하는지 말할 수 있었다.,그녀는 나를 불행하게 만드는 법을 알고 있다.,난 그들에게 그 기록을 증명하라고 말하지 않았다.,난 네가 아점으로 바비큐 먹는 걸 원치 않는다.,넌 어제 그녀에게 the책을 꺼내라고 명령할 수 있었니?,나의 엄마는 좋았다. 그렇지?,"그녀는 너의 이름을 잊어버릴 수 없어, 그렇지?",그들이 그 비밀을 알 수 있을까요?,난 그녀가 비명 지르는 것을 듣고 싶지 않아.,난 그녀가 너의 집 앞에서 돈 꺼내는 것을 못 보았다.,엄마와 아빠사이의 a 문제 ,a 돼지 옆에 있는 a 큰 원숭이,a 모기를 a 야구방망이로 잡지 말자!,그러나 난 물을 찾을 수 없었다.,그녀는 나의 아픔을 이해할 수 있다.,그녀가 지금 어디에 가고 있지?,난 내일 그것을 다시 할 것이다.,난 우리 사이에 a 골칫거리를 만들지 않았다.
22,어디서 그녀에게 a 편지를 써야 할지,저 늑대와 언제 결혼해야 할지,넌 그들에게 무료 wi-fi를 어디서 이용해야 하는지 말해줄 수 없어. ,그는 the 정보를 수집하는 법을 말할 수 없었다.,그녀는 a 커브 공을 멀리 치는 법을 모른다.,넌 그녀에게 조용히 하라고 부탁했니?,넌 내가 완벽하길 원하니?,넌 그에게 핵무기s를 빌려달라고 부탁할 필요가 없다.,"넌 a 패배자가 아니었다, 그렇지?","우리는 마약을 끊을 것이다, 그렇지?",그 선생님이 the 숨겨진 보물을 찾을 수 있을까요?,난 그가 꽃s에 물 주는 것을 보고 싶다. ,난 너의 개가 the 창문을 통해서 너의 방에 들어가는 것을 보았다. ,a 축구공 앞에 있는 a 스키 감독,a 꽃 주위에 있는 한 마리의 벌,넌 the꽃 위에 있는 the 나비를 사랑했니?,나랑 지옥에 노래하러 가는 것이 어때?,그러나 난 a 게으른 직원을 해고할 것이다.,그녀가 지금 어디에 가고 있는지 그녀에게 물어봐라!,넌 어떤 종류의 커피를 좋아하니?,넌 내가 너에게 먹을 것을 주기를 원하니?
23,무슨 잡지를 팔아야 할지 ,the 훌륭한 스승을 언제 초대해야 할지,난 그에게 an 엘리베이터를 언제 타야 하는지 말해줄 거야.,그녀는 나에게 언제 the 문을 노크해야 하는지 말할 수 있다.,넌 그가 화가 난 the 이유를 알고 있니?,난 그녀에게 조용히 하라고 공손하게 부탁했다.,난 네가 완벽하길 원한다.,난 a 넘어진 달팽이를 그녀가 차는 걸 원하지 않는다.,".그녀는 a 웃기는 소녀였다, 그렇지?",그는 그 철길을 건너지 않을 것이다. 그렇지?,당신이 the 노래의 the 제목을 알 수 있을까요? ,난 네가 a 죽은 귀신처럼 행동하는 것을 보기 싫다.,난 그녀가 the 터널을 통해 도망가는 것을 보았다. ,the 책 위에 있는 the 더러운 파리s들 ,a 개집 속에 a 고양이,넌 the 터널을 통과해서 너의 공장에 갈 거니?,그녀가 노래 부르고 춤추는 것을 좋아하니?,"그렇지 않으면, 하나님은 그들을 꾸중할 것이다.",그녀는 지금 아주 빨리 걷고 있다.,난 커피를 전혀 마시지 않는다.,난 집에서 엄마랑 치킨을 먹을 거야.
24,어디서 a 자전거를 사야 할지,언제 a 휴식을 취해야 할지,난 그녀에게 어디서 커피값을 내야 하는지 말해주고 싶다.,네가 그녀에게 커피 거르는 법을 가르쳐 주는 편이 낫다.,난 그가 너보다 더 빠르다는 것을 몰라.,난 그녀에게 조용히 하라고 전혀 부탁하지 않았다.,넌 내가 그 틀린 답을 다시 확인하기를 원하니?,난 네가 너의 부모님s을 진정으로 사랑하길 원한다.,"그는 a 거짓말쟁이가 아니었다, 그렇지?",그녀는 매일 울 것이다. 그렇지?,그녀가 그 돌을 저 산으로 옮길 수 없을 것이다.,넌 내가 수업 중 자는 걸 보고 싶니?,무슨 일이 있니? 너 우울하게 보인다.,축구공s 사이에 있는 the 야구공,a 교도소에 있는 a 판사,네가 너의 입속에 있는 the 껌을 다시 씹는 편이 낫겠다.,그녀는 그녀의 개 앞에서 노래 부르는 것을 좋아하지 않는다.,결과적으로 그는 그 문제를 쉽게 해결했다.,그래서 난 그녀가 지금 어디에 가고 있는지 그녀에게 물어 볼 수 없다.,넌 하루에 몇 잔s의 블랙커피를 마시니?,그녀가 너의 이름을 알고 있니?
25,너에게 무엇을 말해야 할지 ,the 버릇없는 늑대를 언제 꾸중해야 할지,난 the 의사에게 a 좋은 비타민을 어디서 사야 하는지 말했다.,그가 내일 무엇을 해야만 되는지를 너에게 말해주었니?,넌 요즈음 그녀가 어디에서 도박하는지 알고 있니?,넌 나에게 어디서 이것을 해야 하는지 말해줄 수 있니?,난 네가 그 틀린 답을 다시 확인하기를 원하지 않는다.,the 의사는 나에게 일찍 자지 말라고 충고했다.,"그는 a 손재주가 있는 남자였다, 그렇지?",그녀는 매일 울지 않을 것이다. 그렇지?,그가 a 훌륭한 대통령이 될 수 있을까?,난 네가 수업 중 코고는 소리를 듣고 싶다.,난 어제 나의 안경s을 잃어버렸다.,a 동굴 속에 있는 the 금,두 다리가 없는 a 도마뱀,우리들 사이에 a 강한 우정이 있다고 생각한다.,난 그 선생님을 학생s들 앞에서 꾸중할 필요가 없다.,그들은 나의 결혼을 축하하려고 지금 여기로 뛰어오고 있다.,넌 저녁으로 무엇을 먹고 싶니?,넌 누구랑 the 영화 구경 가고 싶니?,어떻게 그녀가 너의 이름을 기억할 수 없지?
26,어디서 a 자전거를 타야 할지,너의 잔을 언제 다시 채워야 할지,난 그들에게 언제 그녀를 응원해야 하는지 말할 수 있다.,그가 내일 무엇을 해야만 되는지 나에게 말해주지 않았다.,그녀는 내가 매일 밤 어디서 도박하는지 몰라.,넌 그에게 내일 무엇을 해야 하는지 말해줄 거니?,넌 그가 어제 a 바나나보트를 설계하길 원했니?,넌 내가 그의 책을 훔치지 않길 원하니?,"그는 a 손재주가 있는 남자가 아니었다, 그렇지?",너의 엄마는 여기에 올 것이다. 그렇지?,그가 a 훌륭한 대통령이 될 수 없을 것이다.,난 네가 나에게 미소 짓는 것을 보았다.,넌 내가 너에게 입에 발린 말 하길 원하니?,나의 집과 너의 집 사이에 있는 the 낮은 언덕 ,바퀴가 9개인 a 자전거 ,그녀가 어제 a 레몬 나무를 심고 있었다. 그렇지?,난 그녀를 보러 어제 서울에 가야만 했다.,"만약 네가 그 책상 위에 있는 the 물을 나에게 준다면, ",난 저녁으로 물고기를 먹고 싶어.,난 혼자 영화 구경 가고 싶다.,그녀는 매일 너를 보기 때문에 
27,그녀에게 무슨 과목을 가르쳐야만 할지,너를 언제 화나게 해야 할지,난 그 호랑이에게 어디서 a 사자와 싸워야 하는지를 말해야만 한다.,난 그녀에게 a 홈런공 잡는 법을 가르쳐 줄 것이다.,넌 그녀가 나의 남동생을 도와주는 the 이유를 알고 있니?,난 엄마에게 the 창문 잠가 달라고 부탁할 수 없다.,난 그가 어제 a 바나나보트를 설계하는 것을 원하지 않았다.,난 그녀가 너와 춤추는 걸 원하지 않아.,"그의 엄마는 아팠다, 그렇지?",너의 엄마는 여기에 오지 않을 것이다. 그렇지?,넌 그녀와 행복하게 살 수 있을 것이다.,넌 지난밤 너의 개가 짖는 것을 들었다.,난 나의 아빠가 지금 당장 담배 끊기를 원해.,저 산 뒤에 있는 the 호랑이s들,눈s이 없는 a 귀신,안경s없이 a 책 읽기가 쉽니?,난 그녀를 보러 어제 서울에 갈 필요가 없었다.,난 너에게 많은 소금을 줄 것이다. ,그녀가 아점으로 무엇을 먹기를 원하니?,난 야구를 농구보다 좋아한다.,그녀는 너의 이름을 기억해야만 해.
28,,,,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,,,,,,,
