INDEX,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
10,My/mother/is/very/angry,The/mountain/is/very/high,My/mother/was/very/angry/yesterday,My/room/is/warmer/than/yours,My/face/is/warmer/than/yours,"Long time/ago, this/hill/was/lower/than/that/hill.",That/river/is/more/dangerous/than/this/beach.,This is/the/most/interesting/book/in/this/library.,I'm/sleepy/now,"That/place/is/much/deeper/than/this/place,",I/think/my/room/is/better/than/yours.,I don’t/want to/know what/you did/with/them/last/night.,The/reason/why/I/fix/makeup/every/night,How/I/help/my/mother,I/don't/know/how/old/you/are,I know/if/he/made/a/mistake/or/not.,Where/do/you/think/he/stole/the/book?,My/mother/is/strong,I don't/know if/she's swimming/in that/giant/kettle/or/not.,What do/you/want/to/do/with/them/tomorrow?,I/don’t/know/what/time/I/slept/yesterday.
11,My/mother/isn't/angry,The/mountain/isn't/very/high,My/mother/wasn't/angry/yesterday,My/room/isn’t/warmer/than/yours,My/face/isn’t/warmer/than/yours,This/hill/wasn't/lower/than/that/hill,That river/isn’t/more/dangerous/than/this/beach,This isn’t/the/most/interesting/book/in/this/library.,I'm/not/sleepy/now,That/place/isn't/much/deeper/than/this/place.,I don't/think/my/room/is/better/than/yours.,She/doesn’t/understand/what/you/did/last/night.,The/reason/why/you/drink/water/every/morning.,How/they/quit/smoking,What/are/you/doing/now?,Do you/know if/your father/can do/everything/well/or/not?,How many/books a/day do/you/think/he/can/read?,"Who do/you/think/is/stronger,/father/or/mother?",I'll/check/if/she's/swimming/or/not,I want/to/do/something/special/with/them/tomorrow.,I don't/know/if/she'll/come/here/or/not.
12,Is/she/very/ugly?,Is/the/hill/low?,Was/she/very/ugly/five/years/ago?,Is/your/room/cooler/than/hers?,Is your/right/eye/bigger/than/my/left/eye?,Was/the/pig/uglier/than/the/monkey?,Is/her/nose/much/more/beautiful/than/yours?,Is that/mountain the/most/dangerous/mountain/in/the/world?,Is/she/a/bad/teacher?,Is/she/the/prettiest/girl/in/the/world?,Do you/know/your/school/is/cool/in/summer?,Do you/want/to/know/what/we/did/yesterday?,The/reason/why/you/bother/your/dog,How/you/change/my/drinking/habits,What/you/are/doing/now,I don't/know if/my father/can do/everything/well/or/not.,How/long/do/you/think/I'll/stay/here?,Do you/think/he/was/rich/10/years/ago?,What/time/can/you/meet/me/today?,What/does/she/want/to/do/tomorrow?,"Which do/you want/to eat/for/lunch,/beef/or/pork?"
13,She/is/very/ugly,The/hill/is/very/low,She/was/very/ugly/five/years/ago,My/room/is/cooler/than/hers,My right/eye/is/bigger/than/your/left/eye.,The/pig/was/uglier/than/the/monkey?,Her/nose/is/much/more/beautiful/than/mine.,That mountain/is the/most/dangerous/mountain/in/the/world.,She/is/a/bad/teacher.,She/is/the/prettiest/girl/in/the/world.,I/know/my/school/is/cool/in/summer.,I/want/to/know/what/you/did/yesterday.,The reason/why/you/study/under/the/Moon,How/they/fought/,I/wonder/what/you/are/doing/now,Do/you/think/she/is/pretty?,How many/hours/do/you/think/he/slept/yesterday?,I/think/he/was/rich/10/years/ago.,"I'm busy/today,/so/I/can't/meet/you/today.",She/wants/to/do/something/strange/tomorrow.,"A long/time/ago,/was/he/a/famous/doctor?"
14,She/isn’t/very/ugly,The/hill/isn’t/very/low,She/wasn’t/very/ugly/five/years/ago,My/room/isn’t/cooler/than/hers,My right/eye/isn’t/bigger/than/your/left/eye.,The/pig/wasn't/uglier/than/the/monkey,Her/nose/isn’t/much/more/beautiful/than/mine.,That mountain/isn’t the/most/dangerous/mountain/in/the/world.,She/isn’t/a/bad/teacher,She/isn’t/the/prettiest/girl/in/the/world.,I don't/know/my/school/is/cool/in/summer.,I don't/want/to/know/what/you/did/yesterday.,The/reason/why/you/worry/about/money,How he/won/a/gold/medal/at/the/Olympics,I/don't/know/what/you're/doing/now,I/don't/know/if/she's/pretty/or/not.,What kind/of/job/do/you/think/she/wants?,I don't/think/he/was/rich/10/years/ago.,Why do/you/want/to/meet/the/idol/today?,Don’t you/say /‘I love you’/to/your/parent/every/day?,He didn't/have/to/invite/me/to/his/wedding.
15,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,
19,Are/you/very/sad/now?,Are/you/a/very/good/student?,Were/you/very/sad/last/week?,Is/your/living/room/colder/than/his/room?,Is/your/nose/redder/than/this/strawberry?,Was/my/ball/faster/than/light?,Is/this/book/more/popular/than/yours?,Is this/car the/most/expensive/car/in/the/world?,Is this/book/more/interesting/than/that/book/,Is/this/park/more/popular/than/that/park?,Do you/think this/lake is/the most/beautiful/in/the/world?,What/I'm/doing/now/,The reason/why/you/write/a/letter/to/me,The/time/when/she/put/on/makeup,What/is/she/doing/now?,Do/you/think/they'll/dance/tomorrow?,Who/do/you/think/I/ate/breakfast/with?,"Which/is/dirtier,/your/room/or/my/room?",To/introduce/my/idol/to/my/mentor,Is/it/possible/to/go/to/Seoul/tomorrow?,I/had/better/invite/him/to/my/wedding.
20,I'm/very/sad/now,I'm/a/very/good/student,I/was/very/sad/last/week,My/living/room/is/colder/than/his/room.,My/nose/is/redder/than/this/strawberry,Your/ball/was/faster/than/light,This/book/is/more/popular/than/mine,This car/is the/most/expensive/car/in/the/world.,This/book/is/more/interesting/than/that/book,This/park/isn’t/more/popular/than/that/park.,I think/this lake/is the/most/beautiful/in/the/world.,Do/you/like/what/I'm/doing/now?,The/place/where/I/smoke,She doesn’t/know the/time/when/she/put/on/makeup.,What/she’s/doing/now?,I wonder/if/they/will/dance/tomorrow/or/not.,What/do/you/think/he/will/buy/her?,I think/my room/is/much/dirtier/than/your/room.,Is there/your/idol/to/introduce/to/your/mentor?,You/had/better/not/take/a/rest/here,I had/to/invite/her/to/my/birthday/party.
21,I'm/not/very/sad/now,Is/he/a/bad/teacher?,Were/you/happy/like/me?,My/living/room/isn’t/colder/than/his/room.,My/nose/isn't/redder/than/this/strawberry,Your/ball/wasn't/faster/than/light,This/book/isn’t/more/popular/than/mine,This car/isn’t the/most/expensive/car/in/the/world.,Are/you/much/more/beautiful/than/a/rose?,Is your/left/arm/longer/than/your/right/arm?,I think/this lake/is the/most/beautiful/in/the/world.,"Yes,/I/like/what/you're/doing/now",The/reason/why/he/teaches/history,The/night/when/she/invited/me,Do/you/know/what/she’s/doing/now?,Do/you/think/he/stole/my/book?,When/do/you/think/I/married/her?,So/I/will/clean/my/room/right/now.,There is/my/idol/to/introduce/to/my/mentor.,Where do/you think/is the/best place/to/take/a/rest?,Does she/have/to/treat/you/like/a/king?
22,Is/your/son/young?,He/isn’t/a/very/bad/teacher,I/wasn't/happy/like/you,Is/his/room/bigger/than/your/father‘s?,Is/his/room/cozier/than/yours?,Was/he/much/happier/than/you?,Is/your/house/more/expensive/than/mine?,Is this/the/most/beautiful/tiger/in/this/zoo?,I’m/not/much/more/beautiful/than/a/rose.,My left/arm/is/longer/than/my/right/arm.,Do you/think your/English/is/much/better/than/hers?,what/she/is/saying/now,The/place/where/you/dance/with/them,I'll/remember/the/night/when/she/invited/me.,I/don’t/know/what/she's/doing/now,I don't/know if/he/stole/your/book/or/not.,Who/do/you/think/they/chatted/with?,"Which/do/you/like/better,/baseball/or/soccer?",Does/she/have/a/special/ball/to/throw?,Do you/have to/sing in/front of/a/lot/of/people?,She doesn't/have/to/treat/me/like/a/king.
23,My/son/is/very/young,Is/his/mother/busy?,Was/your/mother/very/strong?,His/room/isn’t/bigger/than/his/father's,His/room/isn't/cozier/than/yours,He/was/much/happier/than/you,My/house/is/more/expensive/than/yours,This is/the/most/beautiful/tiger/in/this/zoo.,Is/your/sister/younger/than/I?,My left/arm/isn’t/longer/than/my/right/arm.,I think/my/English/is/much/better/than/hers.,Can/you/understand/what/she/is/saying/now?,The/reason/why/she/teaches/math,How/she/kicked/me,How/can/she/swim?,I don't/care if/they did/it/for/you/or/not.,How many/apples/do/you/think/you/can/eat?,I/like/baseball/better/than/soccer,She/has/a/special/ball/to/throw,I don't/have to/sing in/front of/a/lot/of/people.,Who/is/she/waiting/for/now?
24,My/son/isn’t/very/young,His/mother/is/busy,My/mother/was/very/strong,His/room/is/much/bigger/than/his/father's.,Is/your/head/much/harder/than/mine?,He/wasn't/much/happier/than/you,My/house/isn’t/more/expensive/than/yours,This isn’t/the/most/beautiful/tiger/in/this/zoo.,My/sister/is/younger/than/you,Is/this/desk/much/better/than/that/desk?,I don't/think my/English/is/much/better/than/hers.,"No, I/can't/understand/what/she/is/saying/now.",The/reason/why/you/cry/everyday,Can/you/remember/how/she/punched/me?,Where/does/he/live?,I don't/know if/the sun/is/hotter/than/the/moon.,How do/you/think/they/can/live/without/money?,Why/do/you/like/winter/better/than/summer?,Can/she/buy/a/bubble/with/this/money?,I have/to sing/in front/of/a/lot/of/people.,Is/there/water/to/drink/on/the/desk?
25,Are/you/happy/like/me?,Are/you/cold?,Was/he/rich?,Is/her/nose/much/bigger/than/mine?,Your/head/is/much/harder/than/mine,Was/your/sister/much/stronger/than/my/father?,Is/your/English/much/better/than/mine?,Is he/the/most/diligent/man/in/your/office?,Is he/the/poorest/business/man/in/this/village?,This/desk/is/much/better/than/that/desk.,Do/you/think/he/is/the/worst/judge?,Do/you/care/what/I/do/every/day?,The/playground/where/you/play/the/piano,I/can/remember/how/she/punched/me,Where/he/lives/,Do/you/think/she/works/with/them?,Where/do/you/think/I/live?,Because/I/can/ski/in/winter,Do you/think it/is impossible/to buy/a bubble/with/this/money?,Does/she/have/to/shout/behind/the/gym?,Do/you/think/teaching/English/is/learning/English?
26,Is/your/mother/very/strong?,I'm/not/cold,He/was/rich,Her/nose/is/much/bigger/than/mine,Is/her/brain/much/bigger/than/yours?,My/sister/was/much/stronger/than/your/father.,My/English/is/much/better/than/yours,He's/the/most/diligent/man/in/my/office.,He is/the/poorest/business/man/in/this/village.,Is/his/music/grade/worse/than/last/year?,I/think/he/is/the/worst/judge,Do you/know/what/I/have/in/my/pocket?,The/reason/why/you/dance/like/me,How/she/cheated/me,Do/you/know/where/he/lives?,I don't/care if/she/works/with/them/or/not.,How/do/you/think/I/did/it?,"Who do/you/think/is/taller,/I/or/you?",I think/it is/impossible to/buy a/bubble/with/this/money.,She/has/to/shout/on/the/rainbow,I/think/stealing/your/money/is/bad
27,He's/not/rich,I’m/very/cold,He/wasn't/rich,Her/nose/isn‘t/much/bigger/than/mine,Her/brain/isn’t/much/bigger/than/mine,My/sister/wasn't/much/stronger/than/your/father.,My/English/isn’t/much/better/than/yours,He isn’t/the/most/diligent/man/in/my/office.,He isn’t/the/poorest/business/man/in/this/village.,His/music/grade/isn't/worse/than/last/year.,I/don't/think/he's/the/worst/judge,I'll buy/you/what/you/want/to/eat/tomorrow.,The reason/why/I/kiss/the/poor/pig,I/know/how/she/cheated/me,I/don't/know/where/he/lives,I'm not/sure if/he/won/the/game/or/not.,Who do/you/think/I/played/computer/games/with?,You/don't/look/taller/than/I,Do/you/have/time/to/call/me?,She/doesn't/have/to/shout/around/the/lake.,Do you/go to/the mountain/every/day/to/live/long?
28,,,,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
