INDEX,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
10,Why does she have to apologize to you? ,I/think/it's good/to buy/her/a house/to/live in.,What flower do you want to grow? ,I will play basketball with them tomorrow,There/was/a/book/to/read/on/the desk.,Why can't she come to Korea next year?,Do/you/think/she'll/pass/the/test/next year?,They are praying in the church now,I got up early to see the sunrise.,She wants to read many comic books,Does/she/have/to/treat/you/like/a king?,What book does she want to read? ,What/does/he/want/to/know/about/a pickpocket?,Do you have to do it for them?,Do/you/think/he/will/come/here/this weekend?,It‘s difficult to remember your husky voice,I learn kick boxing to protect myself,She can memorize many words,You raised a big pig last year,She’ll not make the same mistake next Monday.,Do/you/have/to/cut/that tree/to make/a pencil?
11,Because she didn’t call me yesterday,What do you want to eat for dinner?,I want to grow a rosemary,Where will you dance with her? ,"Unfortunately,/there/wasn’t/water/to/drink/on/the desk.",I don't know. It's top secret. ,I/think/she/will/pass/the/test/next year.,They aren’t praying in the church now.,Where did you see the sunrise? ,Why/does/she/want/to/read/many/comic books?,She has to treat me like a king.,She wants to read a music book,He/wants/to/know/everything/about/a pickpocket/leader.,Does she have to do it for him?,I/think/he'll/go/to/school/picnic/this weekend.,My name is slim pig,I wear colorful socks to marry her,How many words a day can she memorize? ,I'll make many mistakes next year,Let's go to hell to arrest the devil.,I/have/to/cut/that/tree/to make/a pencil.
12,Is there a book on the desk now? ,I/want/to/eat/two/big/hamburgers/for dinner.,Why do you want to grow a rosemary?,We will dance on a running hippo,"In fact,/you/didn't/put/any milk/to drink/on/the desk",Do/you/think/he/drew/my face/on/that rock?,"I think so, too",Why/is/she/praying/on/the/high mountain/now? ,I/went/to/the/beach/to/see/the sunrise,She wants to be a cartoonist,But she doesn't treat me like a king.,Why/does/she/want/to/read/a/music book?,Are/you/going/to/walk/to/Japan/next year?,Do they have to do it for her?,I/think/he/will/not/go to/the/school picnic.,It’s impossible to remodel the dog house,Don't you have a sports car to drive? ,She can memorize 500 words a day,I will not make many mistakes next week.,We/have/to/go/to/heaven/to arrest/the devil.,Did you understand my gesture perfectly? 
13,There is a book on the desk now.,Are there two big hamburgers in the kitchen?,Because my grandfather likes a rosemary,Isn't/it/dangerous/to/dance/on/a/running hippo? ,Do they like you? ,He could draw your face on that rock.,I don't think so,She isn’t praying now,How did you go to the beach? ,When does she want to be a cartoonist? ,Do you think he'll marry my sister? ,Because/she/wants/to be/a/great musician/in/the future.,I’m going to walk to Japan next year.,Do I have to do it for you?,What time did he call me yesterday? ,When/are/you/going/to/take/a/summer vacation?,I don't have a sports car to drive.,She/memorizes/a lot/of/English words/to study/art/in China.,She/will/not/make/the/same/mistake/next Monday.,"Sorry, I didn't know that",I didn't understand your gesture perfectly
14,Was/there/a/book/to read/on/the desk/yesterday? ,There aren’t two big hamburgers in the kitchen.,Why did you protect her last week? ,It/isn’t/dangerous/to/dance/on/a/running hippo.,They don't like me,But/he/didn't/draw/your/face/on/that rock.,Do you want to pull that frog’s tail? ,She’s talking with God now,I/went/to/the beach/by compact/car/to see/the sunrise.,She wants to be a cartoonist next year.,I don't think he'll marry your sister,Why did you copy her notebook last week?,Why/are/you/going/to/walk/to Japan/next year?,Does he have to do it for me?,He didn't call you last year,Where/is/he/going/to find/the building/without/a navigation?,Did you have to burn her picture? ,She/threw/away/nine/diamond/rings/three years/ago.,Was there a bear in the mountain? ,Why don't you sleep on the tree? ,Is there anything to learn from me? 
15,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,
19,Let's sell a washing machine on the street!,Did the police officer arrest the tattooed cat? ,Because a bad student tried to bother her.,It/is/interesting/to dance/on/the/tiger’s/back,"Fortunately, I could meet their father yesterday.",What is she doing now? ,When did your mother press that tiger's nose?,What is she talking about? ,How/long/did/it/take/to get/there?,Why/does/she/want/to be/a cartoonist/in/the future?,Are you going to bother her sister? ,Because I missed math class last week,Because/I/don’t/have/money/to buy/a/plane ticket.,You have to fix the machine for them.,What is she doing there? ,What are they going to eat for lunch?,Does she learn t?aekwondo every evening? ,Where/did/she/throw away/the/rings/three years/ago?,Is it impossible to meet the mermaid? ,I can't sleep on the tree,There is nothing to learn from you
20,Can't you keep the secret? ,The/police/officer/arrested/the/tattooed/cat/last year.,How much money can you borrow from her?,Is/she/going/to/get/back/to Morocco/next year?,"Unfortunately, I couldn’t meet them on your birthday.",She's doing something special now,My mother didn’t press that tiger's nose,She's talking about your nickname now,It took a long time to get there.,She/wants/to/be/a/cartoonist/to make/you happy.,Is she going to bother his sister? ,Why/don't/you/show/your/diary/to/her sister?,Did/you/go/to/that church/to play/simulation/computer games?,She/has/to/buy/a/science book/to understand/the problem.,She’s meeting a monster to marry her son.,How is she going to live without water?,She learns t?aekwondo to win a gold medal,She/threw/away/the rings/under/her desk/three years/ago.,It’s/impossible/to meet/a/mermaid/on/the/rainbow.,Why can't you sleep on the tree? ,Do you want to punch that bad crocodile?
21,How can you tell the secret to me? ,The/police/officer/will/arrest/the/tattooed cat/next year.,I can borrow one dollar from her,She/is/going/to/get/back/to Morocco/next year.,Why don’t we take a piss here? ,She isn’t doing anything special now,"In fact, my father pressed that tiger's mouth.",No way,It took one hour to get there,I'll pray for her success as a cartoonist.,Are they going to bother my mother? ,I can’t show my diary to her sister.,I/went/to/that/church/to play/simulation/computer games.,He/has/to/go/there/to/celebrate/her birthday.,"Now, they're thinking about the result",Who/are/you/going/to/meet/in/10 minutes?,"In fact,/I/learn/t?aekwondo/to/be/an Olympic/gold medalist.",Did she find the rings last year? ,Are they going to raise your goat? ,Because I can't climb up that tree,Don’t forget the answer again
22,I'm not making a noise now,Who/do/you/want/to/see/a movie/with?,"In fact, she doesn't have a lot of money.",Why/is/she/going/to get/back/to Morocco/next year?,We had better not take a piss here.,What are they doing now? ,Do you feel bad this morning? ,Do you have a nickname? ,It took four hours to get there,I'll tell her,Is he going to bother my sister? ,Because/I/wrote/her/bad/things/in/my diary.,Do you think you eat to live? ,They/have/to/go/to/the bakery/to buy/bread.,Do you know my strange hobby? ,I'm/going/to/get/back/to/the temple/next year.,Do you have some money? ,She found her rings last year,They aren’t gong to raise my goat,Why/does/she/go to/the/playground/every/night?,"Okay, I'll remember it forever"
23,I'm not lying to a liar,Why/do/you/want to/see/a movie/with/my sister?,Why did your father scold you last week?,To sell a lot of heaters in Morocco .,How/did/she/know/the/difficult/English word/last week?,They’re doing something dangerous now? ,I don’t feel bad this morning,I have a special nickname,Did it take four hours to get here?,Because they didn't come here last night,Did you have to protect his copy right?,Why did your father kick you last year?,"Sure, I think I eat to live",Is/it/impossible/to/play/soccer/in/the rain?,Does she know your only hobby? ,Why did they help you? ,Why do you ask me such a question? ,I/want/to/take/a/rest/for/five minutes.,They/don't/have/a/yard/to raise/my/goat.,She/goes/to/the/playground/to/exercise/every night.,Don't you change your hair style everyday? 
24,Why/are/you going/to go/to Seoul/by/time machine/tomorrow?,Because she has free tickets,Because I made his room messy,Why/does/she/have/to/melt/his/cold heart?,"In fact, she bought an English dictionary last week.",They aren’t doing anything dangerous now,Why did you feel bad last Monday? ,I'll give you a nice tent tomorrow,Did/it/take/a/day/to/eat/an apple?,Your mother didn't have to prepare dinner,Did he have to protect my copy right?,My father kicked me by mistake,I don't think I eat to live,I/don't/think/it's dangerous/to drive/a car/in/the snow.,Do they remember your house perfectly? ,Where did she live three years ago? ,I want to buy a book after school,Why/do/you/want/to take/a rest/for/five minutes?,He/has/a/garden/to/raise/my/goat.,She/doesn't/go/to/the playground/to/exercise/every night.,I change my hair style every evening
25,because I don't have time to waste,Where do you study every Sunday? ,You must not waste time and money,You don’t have to care about her,But/I/didn’t/buy/an/English/dictionary/last year.,What was he doing with them yesterday? ,Because my mother sold my favorite vase,Just wait! ,Did/it/take/two/years/to/eat/an apple?,Her father couldn't scold them,Did she have to protect their copy right?,You look sad today,What kind of pet do you raise? ,Don't play with dynamite in the fire! ,She forgets to go to school everyday,What pet does she want to raise? ,"Sorry, I left my wallet at home",Because I have to work hard soon,"Unfortunately,/He/can't/raise/my/goat/like/a wolf.",Why was he pulling your nose? ,Can you take me to that plaza? 
26,I/think/it's/impossible/to/go/to Seoul/without money,I/go/to/the/library/to study/every/Sunday.,Right! I agree with you. ,Are/you/going/to/bounce/the ball/on the/glass floor?,Would you like to scratch my back? ,He was doing something with them yesterday,Who did your mother sell the vase to? ,"Okay, I'll wait until tomorrow",Will/it/take/five/years/to/eat/an apple.,His mother couldn't touch their money,Why/did/they/have/to/protect/her/copy right?,Because my father sold my puppy,What/kind/of/pet/did/you/raise/last week?,It's/not/dangerous/to/play/with dynamite/in/the water.,Are you going to kick me five times?,How many houses do you want to buy?,I can pay your money back tomorrow,Is it interesting to study world history? ,Don't worry about it,He wasn’t pulling my nose,I can’t take you to that plaza
27,I/read/the/breaking/news/with/your boss/yesterday.,Is/it/possible/to/study/in/the library/everyday?,I/didn't/join/the/opera/club/an hour/ago.,It/is/very dangerous/to bounce/the ball/on/the/glass floor.,All right./Take/off/your/shirt! ,"In fact, they were stealing the thief’s belt.",My mother sold the vase to my father.,Everyone will like a nice tent,It'll/take/half/an/hour/to/eat/an apple.,She cared about me yesterday,We have to protect ourselves,Do/you/think/he'll/come to/your/birthday party/tomorrow?,What/kind/of/pet/will/you/raise/next year?,"Then,/is/it/okay/to play/with lions/in/the water?",Don't meet her to smoke! ,Why/does/she/want/to/buy/a new/washing machine?,I can't trust you anymore,It's really difficult to study world history.,Thanks anyway,"In fact, He was pinching my nose",What/does/she/have to/eat/in the/rainy/season?
28,,,,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,,,,,,,
