INDEX,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
10,제가 당신을 현기증 나는 개라고 불러도 됩니까?,넌 이제 나의 도움 없이 노래하고 춤을 춰도 된다.,넌 오늘 the elevator를 타면 안 된다.,그들은 너에 관하여 조금 알고 있니?,난 매일 저녁 나의 귀여운 고양이와 논다.,넌 나의 문신을 제거해도 된다.,그는 점심 후에 돈 걱정을 하려고 하니? ,그는 영원히 그녀와 살지 않으려고 한다.,그들이 처음으로 술을 끊으려고 하니?,나는 수업하기 전에 the 화장실을 청소하지 않으려고 한다.,그들은 너의 열쇠를 the 책상 아래에 놓아두려고 해.,그녀가 너의 일본어를 이해할 수 있니?,우리는 the 같은 책을 일본에서 살 수 없어.,너는 the 골대s를 지난밤에 옮겼니?,나는 너의 축구팀을 응원했다.,나는 a 큰 붓으로 a 아름다운 장면(scene)을 그렸습니다. ,난 거기서 너의 친구를 만나지 않았다.,그는 너의 노래에 맞추어 춤을 출 수 있었다.,그녀는 a 최첨단 기술 회사를 찾을 수가 없었다.,그들은 어제 허튼소리를 하지 않았다.,당신 차에 제의 용돈을 숨겨주세요!
11,제가 a gorilla에게 이 매운 고추를 보여줘도 됩니까?,네가 이 책을 가져가서 그것을 태워도 된다. ,넌 the 진흙 속에서 입을 벌리면 안 된다.,그들이 수요일마다 너를 만나니?,그들은 매일 아침 나의 아빠와 야구하지 않는다. ,넌 나의 문신을 제거하면 안 된다.,그는 제녁 후에 커피 한 잔을 마시려고 하니?,그는 이번 월요일에 the 꽃집에 가려고 하지 않는다.,그들은 안전(safety)을 위해 a helmet을 쓰려고 하니?,우리는 내년에 우리의 고향으로 돌아가려고 한다.,그들이 너의 열쇠를 the 책상 아래에 놓아두려고 하지 않아.,그들은 그녀의 영어를 이해할 수 있을까?,그는 그의 오른쪽 어깨로 세수할 수 있다.,너는 지난밤 a 환상적인 꿈을 꾸었니?,나는 지난밤 a 좋은 꿈을 꿨다.,제는 당신의 성공(success)을 위해 그것을 했습니다. ,나는 갑자기 the 뒷문을 닫지 않았다.,그들은 the 장마철에 많은 우산s을 팔 수 있었다.,그는 the 스모그 속에서 그의 입을 벌릴 수 없었다.,제가 당신의 성적표를 보아도 됩니까?,넌 매일 버스타고 the 감옥에 가니?
12,넌 the 짠 바나나를 제 원숭이에게 팔아도 됩니까?,네가 그녀에게 나의 일기(diary)를 보여줘도 돼.,넌 쓰레기를 on the 거리에 버리면 안 된다.,그들이 수요일마다 함께 만나니? ,그들은 a 비가 오는 날 a 눈사람을 만든다. ,그들은 매일 아침 the 불쌍한 아기를 돌봅니까? ,그녀는 a 터널 안에서 떠들려고 하니?,"그는 오늘 제녁에 the 여왕을 만나려고 한다,",그들은 그들의 폐를 위해서 a 마스크를 끼려고 하니?,우리는 올림픽s에서 the 금메달을 따려고 한다.,우리가 내년에 the 미국(USA)으로 이사 가려고 하니?,그가 우리의 꿈을 알 수 있을까?,우리는 매일 a 울고 있는 나무에 관해 생각할 수 있어. ,넌 갑자기 a 연필을 꺼냈니?,난 그에게 수영을 가르쳤다.,난 the 높은 산 위에서 피아노를 쳤습니다. ,난 그녀와 수영하러 가지 않았다.,우리는 the 게임을 a 학생에게 소개할 수 있었다.,우리는 그들과 a 눈싸움을 할 수 없었다.,네가 나의 신문을 그녀에게 줘도 된다.,넌 그 이야기를 영어로 설명할 수 있니? 
13,제가 오늘 여기에 머물러도 되나요?,네가 너의 안과 의사를 여기서 만나도 된다.,넌 붉은 소금으로 a 눈사람을 만들면(build) 안 된다. ,그들은 수요일마다 a 잡지(magazine)를 읽니? ,우리는 a 눈 오는 날 축구를 하지 않는다.,그들은 매일 아침 the 불쌍한 아기를 돌본다.,그녀는 내일 the 치과의사를 만나려고 하니?,그가 다음 수요일에 그것을 하려고 하지 않는다.,그들은 그들의 미래를 위해 열심히 일하려고 하니?,그들은 올림픽s에서 the 동메달을 따려고 한다.,우리는 내년에 the 미국으로 이사 가려고 한다.,그녀가 그녀의 꿈을 일본어로 설명할 수 있을까?,나는 a 신품 다이아몬드 반지를 전시할 수 없다.,너는 그와 같이 a 좋은 휴가를 보냈니?,나는 그와 같이 a 환상적인 시간을 가졌다.,제는 그의 금반지를 그녀에게 팔았습니다. ,난 그의 생일 파티에서 Hallelujah를 부르지 않았다.,그는 the 물 위에 안전하게 살 수 있었다.,난 어제 전혀 쉴 수 없었다.,그녀가 방과 후 the 화장실을 청소하려고 합니까?,전 당신에게 오늘 밤 전화를 드리고 싶습니다.
14,제가 당신의 돈을 여기에 숨겨도 됩니까?,네가 나의 사랑스러운(lovely) 호랑이를 그들에게 팔아도 된다.,넌 a 잠자는 아기를 쓰다듬으면 안 된다.,그들이 매시간 the 벽 위에 너의 얼굴을 그리니? ,그들은 a 바람 부는 날에 쓰레기를 버린다. ,그들은 매일 아침 the 불쌍한 아기를 돌보지 않는다.,그는 너의 삼촌을 the 섬에 데려가려고 하니?,그녀는 내일 너를 위해서 어떤 일을 하려고 한다.,그들은 그들의 이를 위해 a 마우스피스를 사려고 하니?,난 너의 휴대폰을 켜려고 한다.,우리는 내년에 the 미국으로 이사 가지 않으려고 한다.,그들이 그것을 너에게 쉽게 설명할 수 있을까?,너는 이 할인권을 어디서든 사용할 수 있다. ,너는 그녀에게 너의 근육을 보여주었니?,나는 그녀에게 우리의 책을 주었다.,난 오늘 아침 일찍 일어났다. ,나는 만약을 대비하여 그의 비번을 잊어버리지 않았다.,그녀는 매일 그 이야기를 들을 수 있었다.,넌 그녀의 맛있는 반찬(side dish)을 맛볼 수 없었다.,그녀가 나의 빠른 공을 잡을 수 있습니까?,난 너의 지우개를 사용해야만 했다. 
15,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,
19,제가 당신의 데이터를 사용해도 됩니까?,넌 우리와 the 정원에서 일을 해도 된다.,넌 오늘 밤 그들과 싸움하면 안 된다.,그들이 매일 밤 너의 집에서 잠자니?,그들은 a 화창한 날에 그들 집에서 잠을 잔다.,제가 물을 마셔도 됩니까? ,그는 자기 전에 그것을 하려고 하니?,그가 the 안개 속에서 a 차를 운전하려고 한다.,그들은 the 동물원에서 도망가려고 하니?,난 오늘 밤 너에게 a 꽃을 갖다주려고 한다.,그들은 그것을 영어로 설명하려고 합니까?,그가 그녀의 거실을 내일 청소 할 수 있니?,그들은 the 쓰레기를 거기서 태울 수 없다.,넌 이 넓은 교실을 어제 청소했니?,나는 제 깨끗한 교실을 어제 청소했다. ,내가 너의 흰색 코코아를 마셨다. ,제는 여기에서 a 팝송을 배우지 않았습니다.,너는 한국인에게 a 전설적인 인물이 될 수 있었다.,그는 the 말도 안 되는 퀴즈를 풀 수 없었다.,제가 당신을 a사진 찍어도 됩니까?,제가 당신을 a사진 찍어도 됩니까?
20,제가 당신을 영원히 잊어버려도 됩니까?,넌 여기서 슬리퍼s를 신어도 돼.,넌 그녀의 눈썹s을 교환하면 안 된다.,그들이 너의 달리기 속도를 알고 있니? ,그들은 a 바람 부는 날에 쓰레기를 태우지 않는다.,넌 물을 마셔도 된다.,그는 내일 아침에 나를 깨우려고 하니?,그녀는 a 더러운 돼지에게 뽀뽀하려고 하지 않는다. ,그들은 그와 the 빗속에서 수영 하려고 합니까?,난 이 결정적인 증거(smoking gun)를 the 판사에게 보여주지 않으려고 한다.,그들은 그것을 영어로 설명하려고 한다.,그녀가 그녀의 머리를 a 헤어드라이어로 말릴 수 있니?,우리는 the 고장 난 브레이크를 부술 수 있다. ,당신은 나의 문자 메시지를 읽었습니까?,나는 an 쉬운 영어책을 읽었다. ,십 년s 전 나는 그곳에 살았다. ,내가 너의 주소를 어제는 몰랐다.,그는 the 흰색 개구리처럼 빠르게 점프할 수 있었다.,그녀는 가출할 수 없었다.,그녀가 the 물위에서 수상스키를 타려고 합니까?,그녀가 the 물위에서 수상스키를 타려고 합니까?
21,제가 그것을 차례대로 해도 됩니까?,넌 너의 아빠를 지금 깨워도 된다.,넌 가출하면 안 된다.,그들은 회원증s을 가지고 있니?,우리는 a 구름 낀 날에 the 태양을 바라본다.,넌 물을 마시면 안 된다.,그는 너에게 an 영어질문을 하려고 하니?,그녀는 다음 일요일 the 공포(horror)영화를 보려고 하지 않는다.,그들은 the 눈 속에서 골프를 치려고 합니까?,그들은 a 버릇없는 아빠와 예절을 공부하려고 한다.,그들은 그것을 영어로 설명하려고 하지 않는다.,그들이 the 중요한 약속(appointment)을 이번엔 지킬 수 있을까요?,이런 경우엔 그녀의 엄마가 a 가계에서 담배s를 살 수 있다.,너는 지난주에 the 최종영어시험에서 떨어졌니?,내가 너의 과학 숙제를 했다. ,제는 삼 일s 전에 담배를 끊었습니다. ,제는 삼 일s 전에 담배를 끊지 않았습니다.,그녀는 그녀의 건강을 위해 깨끗한 물을 마실 수 있었다.,그는 만약을 대비해서 그의 아빠를 개구리라고 부를 수 없었다.,그들은 주말마다 the 수족관에 가니?,그들은 주말마다 the 수족관에 가니?
22,제가 그들의 생활방식을 바꿔도 됩니까?,넌 내가 a 요리책(recipe book)사는 것을 도와줘도 돼.,넌 그녀의 무서운 삼촌과 결혼하면 안 된다.,그들이 매일 새로운 정보를 이용하니?,그들은 a 추운 날에 an 아이스크림을 시베리아에서 판다.,그들은 a 눈 오는 날에 a 눈싸움을 하나요? ,그녀는 a 도둑을 따라가려고 하니?,그는 다음 금요일에 설탕물을 끓이려고 한다.,그들은 그녀의 사진을 페이스북에 올리려고 합니까?,우리는 그들을 주먹으로 치지 않으려고 한다.,그가 오늘 밤 the 외로운 나무를 안아 주려고 합니까?,그가 the 뜨거운 젓가락s을 만질 수 있니?,우리는 the 원래 계획을 변경할 수 없다. ,넌 이 큰 구름으로 많은 비를 만들었니?,난 이 야구방망이로 the 구름을 때렸다. ,난 the 어려운 영어시험에 합격했다. ,내가 너의 도움에 감사하지 않았다.,우리는 지난봄에 용돈을 좀 벌 수 있었다.,우리는 그의 노래를 더 이상 들을 수 없었다.,그들은 the 안개 속에서 a 대형 트럭을 운전할 수 없다.,그들은 the 안개 속에서 a 대형 트럭을 운전할 수 없다.
23,제가 이것을 영어로 ‘브레드’라고 불러도 됩니까?,넌 너의 생활방식을 완벽하게 바꿔도 돼.,넌 그녀를 the 감옥(prison)에서 만나면 안 된다.,그들이 월요일마다 점심으로 밥을 먹니?,우리는 a 비 오는 날 우리들의 비옷을s 벗는다.,그들은 a 눈 오는 날에 a 눈싸움을 해.,그녀는 그녀의 왼쪽 귀를 조심스럽게 당기려고 하니?,그녀는 내일 그 영어사전(dictionary)을 사용하지 않으려고 한다.,그들은 나의 넓은(wide)얼굴을 a 사진을 찍으려고 합니까?,그들은 나의 개를 괴롭히지 않으려고 한다.,그가 오늘 밤 the 외로운 나무를 안아 주려고 한다.,그녀가 너의 용돈을 그녀의 주머니 속에 숨길 수 있니?,그들은 미사일을 타고 a 신세계에 갈 수 없다.,넌 그녀에게 an 중요한 message를 받았니?,난 당신의 문자 메시지를 한 시간 전에 확인했다. ,제가 제 나무를 키웠습니다. ,나는 서울에서 하룻밤을 보내지 않았어.,나는 가위바위보에서 바위를 낼 수 있었다.,넌 지난 금요일에 그녀의 사물함을 수리할 수 없었다.,그들은 나를 위해 담배를 끊으려고 하니?,그들은 나를 위해 담배를 끊으려고 하니?
24,제가 그녀의 비번을 사용해도 됩니까?,넌 a 연필을 이 나무로 만들어도 돼.,넌 나의 아기의 나체 사진을 다운로드하면 안 된다.,그들은 일요일마다 하나님을 용서해 주니?,그들은 그들의 결혼식 날 운다.,그들은 a 눈 오는 날 a 눈싸움을 하지 않는다.,그는 저 호박을 맛있게 먹으려 하니?,그녀는 이번 화요일 그의 목걸이를 가져오려고 한다.,그들은 그녀의 집을 a 사진을 찍으려고 합니까?,우리는 the 시끄러운 파리를 잡지 않으려고 한다.,그는 오늘 밤 the 외로운 나무를 안아 주려고 하지 않는다.,그들이 나를 일본어로 소개할 수 있니? ,그녀가 a 붓으로 너의 얼굴을 the 벽지에 그릴 수 있다.,넌 an 독수리처럼 낮게 날았니?,내가 그녀의 할인 쿠폰을 훔쳤다. ,내가 너의 주소를 어제 알았어. ,제가 작년 가을에 제 나무를 키우지 않았습니다.,넌 어제 the 날짜를 확인 할 수 있었다.,그녀는 그 막대사탕을 그들에게 팔 수 없었다.,우리는 그에게 the 신문을 빌릴 수 없다.,우리는 그에게 the 신문을 빌릴 수 없다.
25,제가 당신 공장 앞에서 그녀를 기다려도 됩니까?,넌 the 볼륨을 높여도 된다.,넌 너의 할머니와 천국에 가면 안 된다.,그들이 매일 밤 a 아늑한 소파 위에서 잠을 자니?,그들은 추운 날s에 그들의 양말을 벗는다.,제가 지금 나가도 됩니까? ,그가 그 자신을 너에게 소개하려고 하니?,그녀는 내일 the 쓰레기를 태우려고 하지 않는다.,그들은 지옥에서 너를 만나려고 하니?,난 the 예절 바른 소녀와 the 학교에 가지 않으려고 한다.,그들은 나와 그것을 하려고 해.,그들이 오늘 밤 잘 잘 수 있을까?,그가 나 앞에서 a 대나무를 휘두를 수 없다.,당신은 밥을 먹기 전에 당신의 발을 씻었습니까?,내가 그의 얼굴을 검은 물로 씻어 주었다. ,내가 그의 이름을 너의 얼굴에 적었다. ,만약을 대비해서 나는 그의 뇌를 바꾸지 않았다.,그들은 그들의 고개s를 들 수 있었다.,그는 the 미끄러운 바닥에 누울 수 없었다.,넌 그 울고 있는 고양이를 토닥거려도 된다.,넌 그 울고 있는 고양이를 토닥거려도 된다.
26,제가 당신의 휴대폰을 뜨거운 물로 씻어도 됩니까?,넌 이제 너의 다리s를 꼬아도 된다.,넌 그녀의 사진을 업 로드하면 안 된다.,그들은 그들의 의견을 너의 사무실에서 말하니?,그들은 a 추운 날에 the 히터를 끈다.,네가 지금 나가도 된다.,그녀는 나의 붉은 얼굴을 덮으려고 하니?,그는 a 테러리스트에게 a 기관총을 주지 않으려고 한다.,그들은 the 정보를 제장하려고 하니?,그들은 the 공원 주위의 벤치s를 수리하려고 한다.,그들이 우리의 도움 없이 그것을 하려고 하지 않아.,그녀가 the 검은색 양초를 그에게 팔 수 있니?,우리가 영문법을 쉽게 가르칠 수 있어.,넌 a 최신형 드론을 그들에게 소개해 주었니?,제가 그녀의 교실에서 a 한국노래를 불렀습니다. ,나는 너의 가족 문제를 이해했다. ,내가 the 앞문을 힘껏 차지 않았다.,나는 나의 오른쪽 팔을 들 수 있었다.,나는 나의 우유를 냄새 맡을 수 없었다.,그들이 a 가짜 휴대폰을 수리했다.,그들이 a 가짜 휴대폰을 수리했다.
27,제가 지금 the 횡단보도를 건너도 됩니까?,넌 자전거를 타고 the 깊은 강을 건너도 돼.,넌 주먹으로 나를 때리면 안 된다.,그들이 매년 the 가족영화를 보니?,그들은 밤마다 the 개에게 짖는다(bark at). ,넌 지금 나가면 안 된다.,그녀는 여름에 사과s를 따려고 하니? ,그녀는 그 친구를 the 장소에 데려가지 않으려고 한다.,그들은 그 복잡한 문제를 해결하려고 하니?,우리는 너에게 a 용감한 고양이를 빌리려고 한다.,그들이 공기없이 그것을 하려고 하니?,그들이 the 울고 있는 돼지를 웃게(smile)만들 수 있니?,우리는 the 산 위에서 이 전화기를 사용할 수 없다.,당신이 갑자기 그의 코를 꼬집었습니까?,내가 그들과 같이 a 높은 나무 위에서 놀았다. ,내가 제 고물 로봇을 부수었다. ,내가 너의 별명을 the 칠판에 적지 않았어.,우리는 그의 첨단기술을 보장할 수 있었다.,그는 나의 새끼손가락을 치료할 수 없었다.,그들은 배를 타고 나의 집에 올 수 없었다.,그들은 배를 타고 나의 집에 올 수 없었다.
28,,,,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,,,,,,,
