INDEX,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
10,그들이 너에게 a 좋은 기회를 줄 수 있니?,너의 아빠는 오늘 the 벼룩시장에 갈 수 없어.,너의 강아지가 너에게 스페인어를 가르쳐줄 거니?,그의 아빠는 그의 오른손으로 너를 간지럼 태울(tickle)것이다. ,들을 the 음악,만날 a 할아버지,손s으로 잡을 a 파리,울고 있는 돼지 한 마리,종이 8장s,읽을 an 재미있는 만화책이 없다.,이번 달엔 결정할(decide) a 프로젝트가 없다.,마실 한 잔의 우유가 the 부엌에 없다.,부재중 전화가 한 통 있다. ,만날 an 천사가 지옥에 있었다.,그것에 대하여 말할 시간이 없었다.,왜 당신은 전시할 the 꽃s을 팔았나요? ,난 나의 헤어 스타일을 바꿀 a 이유를 가지고 있다.,먹을 5개의 바나나s가 the 식탁 위에 있어.,그들과 그 문제에 관하여 이야기할 시간이 없었다.,the 동물원에 3마리의 깡마른 코끼리s가 있었다. ,너의 엄마는 오늘 밤 담배를 끊을 수 없어.
11,그의 엄마가 어떻게 그의 아빠를 바라볼 수 있지?,그들의 엄마는 너에게 a 커브볼을 던질 수 있어.,넌 그와 저녁을 먹기 위해서 the 식당(restaurant)에 갈거니?,넌 너의 꿈을 the 학생s들에게 말하지 않을 것이다.,앉을 a의자,팔아야 할 the 약(medicine),너랑 먹을 빵,미소 짓는 6마리의 돼지s들 ,종이 아홉 장s,B는 A 과 C 사이에 있다.,온라인으로 주문할 a 침대가 있다.,쏠 an 화살이 the 개집 앞에 있다.,"그것을 만들 a 장소가 여긴 없다, ",만날 an 천사가 지옥에 없었다.,그녀의 비자금을 숨길 a 좋은 장소가 여기엔 없었다.,당신은 읽을 a 동화책을 지금 사야만 합니까?,당신은 나에게 사용할 a 컴퍼스를 빌려 줄 수 있습니까?,먹을 5개의 바나나s가 the 식탁 위에 없다.,많은 은을 숨길 a 장소가 여기엔 없었다.,사용할 2대의 라디오s가 너의 방에 없었다.,그의 엄마는 너에게 a 책을 줄 수 있어.
12,그의 아들이 너의 이상적인 미래를 상상할 수 있니?,우리들의 개는 너를 물 수 없어.,그녀는 너를 잘 알기 위해 너의 일기를 읽을 거니?,너의 할아버지는 저 늑대처럼 춤출 것이다.,인터뷰할 시간 ,꺾을 a 꽃 ,배워야 할 the 과목,달리는 늑대 한 마리,피자 한 조각,그에게 보여줄 a 잡지가 없다.,결혼할 the 왕이 the 궁전(palace)에 없다.,초미세먼지를 닦을 a 걸레가 여기엔 없다.,a 버릇없는 소년이 너의 옆에 있다.,당신 집에 마실 한 잔의 포도 주스가 있었습니까?,거기엔 와이파이를 사용할 a 장소가 없었다.,나를 도와줄 a 선생님을 만나는 것이 어때?,나는 너에게 빌려줄 any 물티슈가 없다.,너의 주머니 속에 5개의 노란 풍선s이 있니?,그 왕궁엔 a 왕이 될 a 아들이 없었다.,너의 책상 위에 더러운 돼지 세 마리가 있었다. ,그에게 보여줄 an 중요한 사진이 없다.
13,그의 엄마가 그녀의 과거를 상상할 수 있니?,그들의 엄마는 나의 엄마에게 a 편지를 쓸 수 있어.,그녀의 엄마는 널 도와주려고 여기에 곧 올 거니?,그녀는 긴장을 풀기 위해 춤을 출 것이다.,읽을 a 책,따야 할 an 사과,지킬 the 약속,수영하는 두 마리 늑대s ,피자 두 조각s ,이 도시에 a 가수가 a될 할머니가 있니?,당신 집에 마실 한 잔의 커피가 있습니까?,그와 결혼할 a 할머니가 a 차 안에 계시니?,그녀는 네가 세수하는 걸 도와 줄 거니? ,저의 집엔 마실 한 잔의 커피가 있었습니다.,그를 구해줄 a 스파이더맨이 a 집 근처에 있었다.,당신은 바꿀 the 모자를 잃어버리지 않았습니까?,나는 성취해야(achieve) 할 a 큰 목표가 있다.,나의 주머니 속에 5개의 노란 풍선s이 있어.,그 왕궁엔 a 공주가 될 a 딸이 있었다.,사용할 8개의 포크가 the 식탁에 있었니?,이 도시에 나에게 축구를 가르칠 a 감독이 있니?
14,그의 아빠가 얼마나 멀리 수영할 수 있니? ,그녀의 엄마는 a 솔로 홈런을 칠 수 없어.,그녀의 아빠는 곧 그의 취미를 바꿀 거니?,그녀는 수업 중에 the 자는 학생s들을 이해할 것이다.,씻을 a 차,풀어야 할 the 즉석 문제,어길 the 약속,날아가는 파리 한 마리,피자 세 조각s ,요리할 a 검은 양파가 있다.,그들과 춤을 출 시간이 없다.,요리할 돼지고기가 the 부엌에 있다.,그들은 여기에 내일 올 수 없다. ,on the 운동장에 심을 an 사과나무가 있었습니까?,the 옷걸이에 걸 a 축축한 반바지s가 있었니?,당신은 그에게 줄 some 사탕s을 사려고 하지 않습니까?,당신은 야구할 a 운동장을 어떻게 찾았습니까?,나의 주머니 속에 5개의 노란 풍선s이 없다.,the 벽에 걸 a 거울이 있었니?,4명의 나쁜 신(gods)이 the 달 위에 있었니? ,체포할 두 명의 스파이s가 부엌에 있었니?
15,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,
19,그의 딸이 어떻게 the 터무니없는 퀴즈를 풀 수 있지?,그들은 a 개를 키우기 위해 a 큰 집을 살 수 있다.,그녀의 선생님이 내일 만루 홈런을 칠 거니? ,그녀는 성공하기 위해서 열심히 일을 할 것이다. ,탈 a 자전거,공부할 the 책,탈 a 시소,춤추는 세 마리의 파리s,케이크 한 조각,오늘은 볼 a 영화가 없다.,내일 할 일이 있다.,오늘은 the 숲에 사냥할 a 여우가 없다.,너의 엄마는 그 나뭇잎을 딸 수 있어. ,버릴 쓰레기가 밖에 있었니?,그 노래를 연습(practice)할 a방이 없었다.,당신은 한 잔의 우유를 저에게 줄 수 없나요?,나는 너에게 줄 어떤 좋은 아이디어가 없었다.,그의 차 속에 7개의 큰 망치s가 없다.,너의 연설(speech)을 연습할 a 방이 없었다.,초대할 7명의 손님s이 없었다.,a 씻을 접시가 the 싱크대엔 없다.
20,그가 일주일에 몇 권의 책s을 읽을 수 있니? ,그녀는 그녀의 개와 같이 계단s을 올라 갈 수 없다.,그녀가 그녀의 지지자들에게 an E-mail을 보낼 거니? ,그는 the 시험에 합격하기 위해서 열심히 음악을 공부 할 것이다. ,도와줄 a 가난한 사람,복용할 a 수면제 ,요리할 a 큰 나무,검은 백합 한 송이,약간의 물,8은 7과 9사이에 있다.,the 들판에 꺾을 꽃 한송이가 없다.,너를 위해 싸울 a 용감한 새가 없다.,너의 엄마가 그녀의 코를 후빌 수 있니?,버릴 쓰레기가 밖에 있었다.,탈 a 자전거가 너의 집 뒤에 있었다.,나는 오늘 할 일이 없다.,그녀에게 그 문을 열 any 도구s도 주지마라.,the 하늘에 많은 별s이 있니?,팔아야 할 장미 한 송이가 있었니?,그려야 할 3장의 아프리카 지도s가 있었니?,그가 일주일에 몇 곡의 노래s를 배울 수 있니? 
21,그녀가 그녀의 목소리를 나의 목소리처럼 바꿀 수 있니? ,그녀는 the 세계지도를 the 테이블 위에 그릴 수 있다.,the 응원단장이 the 아이스하키팀을 응원할 거니?,나의 아빠는 나의 보조 밧데리를 그들에게 팔지 않을 거다.,먹을 an 사과,지워야 할 the 숫자,태울 쓰레기,다섯 송이의 빨간 백합s,케이크 다섯 조각s,the 책상 위에 입을 a jacket이 있니?,그 소녀를 위해 부를 a 노래가 있다.,알아야 할 any 중요한 정보가 the 신문에 있니?,너의 엄마가 the 선생님 앞에서 그녀의 코를 후빌 수 있니?,버릴 쓰레기가 밖에 없었다.,확인할 a 문제가 있었다.,나는 너에게 할 말이 있다.,나는 예습(prepare)할 a 책을 찾을 수 없다. ,the 하늘에 많은 별s이 없다.,너와 토론할(discuss) a 문제가 있었다.,the 세상에 많은 나쁜 왕s이 있었다.,그녀가 어디서 그의 냄새 나는 운동화s를 씻을 수 있니?
22,네가 어떻게 나를 꾸짖을 수 있니? ,그들의 아빠는 a개를 치료하기 위해 a 병원에 갈 수 있다. ,그녀는 얼마나 많은 용돈을 아빠에게 받을 거니? ,너의 아빠는 너에게 용돈을 주기 위해 담배를 끊을 것이다.,도와줄 a 전설적인 사람,개조할 the 낡은 집,눌러야 될 the 버튼,울고 있는 한 명의 아기,차 한 잔,열어야 할 a 큰 창문은 없다.,그녀와 결혼할 a 이유가 없다.,감시할 a 스파이가 이 산속에 있다.,나의 아빠는 나의 엄마 앞에서 그의 코를 후빌 수 있다.,술을 끊을 a 이유가 있었니?,살을 뺄 시간이 없었니?,나는 내일 할 일이 있다.,나는 내일 당신에게 할 일을 줄 것이다.,the 창문 주위에 8마리의 파리s가 있니?,말릴 a 젖은 강아지가 없었다.,"옛날에, 많은 깊은 호수s가 저 건물 주위에 있었다.",너의 의사는 내일 너를 치료할 것이다. 
23,그의 아빠가 내일 the 회의에 참석(attend)할 수 있니? ,그녀는 그녀 자신을 잘 알 수 있다.,그녀의 엄마가 공부하려고 이 파일을 캡처할 거니? ,그녀의 판사는 이런 경우엔 너에게 벌을 주지 않을 것이다. ,the 정원에 심을 a 나무,해야 할 어떤 일,a 왕이 될 a 바보,9명의 노래하는 아기s들,많은 공기,우리 사이에 a 문제가 없다.,해결할 그녀의 가족 문제가 있다.,검색할 a 만화사이트가 오늘 없다.,그녀의 휴대폰 번호를 확인할 a 방법이 없다.,술을 끊을 a 이유가 없었다.,작년에 살찔 시간이 없었다.,나는 당신에게 장식할 the 나무를 보여주고 싶다.,너는 선택할 많은 기회s가 있다.,the 창문 주위에 8마리의 파리s가 있다.,the 사이트엔 다운로드할 the 음악이 없었니?,많은 훌륭한 과학자s들이 여기에 있었니? ,그녀의 여동생이 너랑 저 배나무를 심을 거니? 
24,그녀의 엄마가 어떻게 돈 없이 일본에 갈수 있지? ,나의 아빠는 나의 엄마를 바꿀 수 없다.,넌 나 옆에 앉을 거니? ,그녀는 한 시간 후에 the 상한 사과를 버릴 것이다.,업로드 할 the 파일 ,너에게 할 어떤 말,a 여왕이 될 a 모기,싸우는 한 명의 소녀,차 세잔s ,an 즉석커피가 여기에 있다.,암기할(memorizean) 중요한 단어가 이 책에 있니?,여기서 성공할 a 기회는 없다.,주차할 a 장소가 이 근처엔 없다.,술을 끊을 a 이유가 있었다.,수리할 a 식기세척기가 없었다.,나는 탈출(escape)할 the 방법을 그녀에게 보여주지 않을 것이다.,나는 그것을 해결할 the 방법을 너에게 보여주지 않으려고 노력했다.,말려야 할 9장의 수건s이 the 거실에 없다.,the 사이트엔 다운로드할 the 음악이 있었다.,"옛날에, 이 산엔 많은 뱀s들이 있었다.",넌 the 교장 선생님 옆에 앉을 거니? 
25,그녀의 아들이 너의 이야기를 어떻게 이해할 수 있니? ,나는 그에게 우유를 주기 위해 the 학교에 갈 수 있다. ,넌 나 뒤에 서 있을 거니? ,그들은 the 얼음을 녹이기 위해 a 라이터를 살 것이다.,the 다운로드 할 a 사진 ,보낼 a 문자 메시지,a 선생님이 될 a 토끼,한 대의 긴 노란색 버스,우유 세잔s,사용할 a 컵이 주위에 없다.,읽기 쉬운 동화책이 여기에 있습니까?,움직일 수 있는 공간이 이 감방 안에는 없다.,너의 엄마가 저녁값을 낼 거다.,일본에서 성공할 a 기회가 있었니?,the 식기세척기 안에 a 유리잔이 있었니?,나는 그녀에게 줄 any 돈이 없다.,너는 그녀에게 마실 물을 줄 필요가 없었다.,말려야 할 9장의 수건s이 the 거실에 있다.,the 사이트엔 다운로드할 the 음악이 없었다.,"옛날에, 많은 별s이 the 하늘에 없었다.",the 교장 선생님이 나 뒤에 서 있을 거니?
26,네가 물 없이 어떻게 그것을 할 수 있니? ,the 아빠는 an 화난 파리를 발로 찰 수 없다. ,그녀의 딸이 내년에 the 여왕을 초대할 거니?,우리는 너를 보러 너의 집에 잠시 들를(stop by)것이다.,너에게 줄 a 최신 휴대폰,너를 만날 the 이유,a 대통령이 될 a 사람,미소 짓는 다섯 명의 소녀s들,우유 두잔s,네 방 안에 버릴 쓰레기가 있어.,지금 그들을 기다릴 시간이 없다.,a 누드모델이 될 an 문어가 없다.,너의 여동생은 그들에게 그 이유를 말하지 않을 거다.,일본에서 성공할 a 기회가 있었다.,영국에서 살을 질 a 기회가 있었다.,나는 당신에게 읽을 a 신문을 주고 싶지 않았다.,네가 그녀에게 나의 집을 부술 a 망치를 주지 않는 편이 낫다.,내 얼굴 위에 5개의 눈s이 없다.,작년에 살찔 시간이 없었다.,"오래전에, the 하늘에 많은 태양s이 있었다.",그의 교장 선생님이(principal)너의 기록을 깰 거니? 
27,.그녀가 어떻게 그것을 나에게 묻지도 않고 할 수 있니? ,그녀의 의사는 그의 가위를 너에게 줄 수 있다. ,그녀가 어떻게 돈 없이 많은 금을 살 거니? ,우리 선생님은 나의 대 저택을 부러워할 거다.,나와 결혼할 a 가수,잊어버려야 할 the 슬픈 기억,볼 a 무서운 영화,잠자는 개구리s 세 마리,많은 비 ,오늘은 초대할 a 슈퍼스타가 없어.,그녀를 찾을 a 방법이 거기에 있습니까?,the 벽에 바꿀 a 플러그가 있니?,그들이 방과 후에 네가 a 말 타는 것을 도울 거니?,일본에서 성공할 a 기회가 없었다.,the 미국에서 살을 뺄 a 기회가 없었니?,.나는 너에게 먹을 것을 주어야만 한다.,왜 넌 앉을 a 의자를 찾을 수 없니?,내 얼굴 위에 5개의 눈s이 있다.,나에게 소개할 a 인형극이 있었니?,저 언덕 위에 9마리의 얼룩말s이 있었니?,그녀는 그 냄새 나는 판사를 벌주지 않을 것이다. 
28,,,,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,,,,,,,
