INDEX,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
10,왜냐하면 그녀가 9개의 눈s을 가지고 있기 때문에,그녀가 자주 많은 용돈을 받기를 원해.,저 늑대가 지금 마약을 끊는 편이 좋겠다.,그녀의 여동생은 매일 양치 한다.,그는 그녀와 춤을 추는 걸 원하지 않는다.,그는 이번 겨울에 죽은 나무s를 태울 거다.,그들은 일주일 전에 그 팀을 이끌 수 없었다.,비록 그녀가 나를 사랑하지 않음에도 불구하고,그러나 난 그녀에게 보여줄 나의사진은 가지고 있어.,난 어제 the 체육관에서 그의 가짜 시계를 훔쳤다.,난 실수s를 하지 않으려고 항상 열심히 공부한다.,나는 너에게 줄 특별한 것이 없다.,그녀는 알파고와 컴퓨터 게임s을 해야만 한다.,the 달과 아름답게 춤을 추기 위해서,나의 미술 선생님이 나의 얼굴을 금요일마다 그릴 필요가 없다.,그녀는 이 속담을 알아야만 했다.,the 농부는 씨 없는 과일s을 재배야만 했다.,그가 the 오리엔테이션에 대하여 너와 말해야 했다.,그녀가 읽을 a 잡지가 없다.,그러나 그는 the game 중 그의 다리를 다쳤다.,그녀가 a 비눗방울 속에서 하룻밤을 보내야만 한다. 
11,그녀는 모든 것을 볼 수 있다.,그러나 그녀는 일을 하지 않고 자주 돈 벌기를 원하다.,너의 할아버지가 나의 할아버지와 달리기하지 않니?,너의 형은 a 개처럼 짖고 있는 a 고양이에 관하여 이야기를 하니?,그러나 그녀는 그와 춤추길 원한다.,그는 이번 겨울에 죽은 나무s를 태우지 않을 거다.,그녀가 5년s 전에 영어를 잘 말할 수 있었니?,난 그녀에게 a 금반지를 사 줄 것이다.,너 어제 그에게 수화를 배웠니?,난 어제 the 체육관에서 그의 가짜 시계를 훔치지 않았다.,넌 저 왕을 모르니?,기억할 an 중요한 사진이 너의 책상 위에 있니? ,그녀는 the 어리석은 로보트 와 컴퓨터 게임s을 할 필요가 없다.,the 태양은 the 달에게 갈 필요가 없다.,나의수학 선생님이 나의 얼굴을 토요일마다 그려야만 한다.,그녀는 이 속담을 알 필요가 없었다.,the 농부는 씨 없는 과일s을 재배할 필요가 없었다.,그가 the 오리엔테이션에 대하여 너와 말할 필요가 없었다.,그녀가 읽을 a 잡지가 있어.,그는 어제 아무것도 할 수 없었다.,그녀가 a 비눗방울 속에서 하룻밤을 보낼 수 없다.
12,그녀가 요즈음 열심히 수학공부를 하지 않니?,일하지 않고 돈을 버는 것은 불가능해.,"만약 너의 할아버지가 나의 할머니와 달린다면,",나의 형은 a 개처럼 짖고 있는 a 고양이에 관하여 이야기를 해.,그녀는 너의 개를 만지고 싶어하니?,그가 그의 헤어스타일을 내년에 바꿀 거니?,그녀는 5년s 전에 영어를 잘 말할 수 있었다.,그가 한 손으로 an 사과를 자를 수 있었음에도 불구하고 ,난 어제 그에게 수화를 배우지 않았다.,제가 당신의 금메달을 저의 집에 가져가도 됩니까?,난 저 왕을 몰라.,기억할 an 중요한 사진이 나의 책상 위에 있다.,네 아빠가 the 컴퓨터를 수리하기 위해 무엇을 해야만 하니?,the 소년이 하루에 몇 번 the 사이트에 login해야만 하니?,그의 부인이 매일 설거지s를 해야만 하니?,the일본어 선생님이 지난 월요일에 너의 팔을 꼬집어야만 했니?,그가 the 버릇없는 도둑을 무시해야만 했니?,그녀가 검은 미세먼지를 걸러야 했니?,그녀가 나처럼 기지개하길 원하니? ,그래서 나는 오늘 아침에 그가 걷는 것을 도와주었다.,그가 너에게 미국 역사를 가르쳐야만 했니?
13,그녀는 요즈음 열심히 그의 남동생과 춤을 추지 않는다.,넌 그렇게 생각하지 않니?,나의 할머니가 항상 the 경주에서 이길 것이다.,나의 형은 절대로 the 고양이에 관하여 이야기하지 않는다.,그녀는 너의 개를 만지고 싶어한다.,그는 그의 헤어스타일을 내년에 바꿀 거다.,그녀는 5년s 전에 영어를 잘 말 할 수 없었다.,그는 a 톱으로 the사과를 잘랐다.,"사실, 난 어제 그에게 수화를 배 싶었지만,",네가 나의 금메달을 너의 집에 가져가도 된다.,그러나 나의 엄마는 저 왕을 아주 잘 안다.,너는 나에게 줄 a 지침을 가지고 있니?,그가 그것을 수리하기 위해 컴퓨터s에 관한 a 책을 읽어야만 한다.,the 소년이 하루에 2번 the 사이트에 login해야만 한다.,그녀가 매일 밤 설거지s를 할 필요가 없다.,the 일본어 선생님이 지난 월요일에 나의 팔을 꼬집어야만 했다.,그가 the 버릇없는 도둑을 무시해야만 했다.,그녀가 검은 미세먼지를 걸러야 했다.,그녀가 너처럼 기지개하길 원치 않아.,그녀는 항상 a 비닐 백을 사용하지 않니?,그가 나에게 미국 역사를 가르쳐야만 했다.
14,그녀는 요즈음 열심히 그를 위해 일을 한다.,내가 그렇게 생각하지만,그가 가끔씩 너의 황당한 질문에 대답하니?,그녀의 엄마는 항상 그들과 기도하니?,그러나 나의 개는 그녀 만나는 걸 좋아하지 않는다.,네가 영어 수업 전에 나의 점심을 먹을 거니?,그는 10년s 전에 돌s을 소화 시킬(digest) 수 있었니?,그가 양치를 하지 않음에도 불구하고 ,난 수화 배우기를 포기했다.,네가 나의 금메달을 너의 집에 가져가면 안 돼.,그는 그 계획을 취소하려고 하니?,나는 너에게 줄 a 지침을 가지고 있지 않아.,그가 그것을 수리하기 위해 컴퓨터s에 관한 a 책을 읽을 필요가 없다.,the 소년은 the 사이트에 세 번 login 할 필요가 없다.,그러나 그녀가 오늘 밤엔 설거지s를 해야만 한다.,the일본어 선생님이 지난 월요일에 나의 팔을 꼬집을 필요가 없었다.,그가 the 버릇없는 도둑을 무시할 필요가 없었다.,그녀가 검은 미세먼지를 거를 필요가 없었다.,the 원숭이가 너를 동영상으로 찍을 거다.,그녀는 항상 a 비닐 백을 사용하지 않는다.,그가 나에게 미국 역사를 가르칠 필요가 없었다.
15,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,, ,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,
19,그녀는 저녁밥을 먹은 후 the 식탁을 닦지 않니?,그녀는 그렇게 생각하지 않는다.,"만약 그가 나의 질문에 대답하지 않으면,",그녀의 엄마는 항상 그들과 기도하지 않는다.,그녀는 아점으로 무엇을 먹길 원하니?,넌 점심으로 무엇을 먹을 거니?,그는 10년s 전에 돌s을 소화 시킬 수 있었다.,그가 매일 a 샤워를 해도,넌 왜 그녀의 실수를 용서해 주길 원하니?,그녀가 내일 무엇을 하려고 하니?,그가 the 중요한 정보를 읽었습니까?,너는 그가 너를 만나기 위해 여기에 있다고 생각하니?,너의 엄마가 그 문제를 해결하기 위해 무엇을 해야만 하니?,그녀의 친구가 너를 여기서 기다려야만 하니?,그녀의 남편이 지금 무엇을 해야만 하니?,the 중국어 선생님이 지난번에 너를 칭찬해야만 했니?,그가 소금물로 그의 입을 헹구어야만 했니?,그가 the 교장 선생님에게 말대꾸해야 했니?,그녀가 공부하러 the 도서관에 가니?,그녀는 가끔 a 비닐 백을 사용한다.,그녀가 그를 매년 그 축하 연회에 초대하지 않니?
20,그녀는 점심을 먹은 후 the식탁을 닦지 않는다.,그녀는 the 달 아래에서 매일 무슨 노래를 부르지? ,그는 많은 숙제를 해야만 한다.,그녀의 엄마는 자주 그들과 기도 한다.,그는 매일 아침 무엇을 하길 원하니?,확실하게 모르겠다. ,그는 10년s 전에 돌s을 소화 시킬 수 없었다.,그는 더럽게 보인다.,작년에 그녀가 나의 실수를 용서해 주었기 때문에,그녀는 내일 그녀의 e 메일 주소를 바꾸려고 한다.,그는 the 중요한 정보를 읽을 수 없었다.,난 그가 나를 만나기 위해 여기에 있다고 생각한다.,나의엄마가 그 문제를 해결하기 위해 그를 만나야만 한다.,그녀의 친구가 나를 여기서 기다려야만 한다.,그녀의 남편은 지금 그녀에게 'I love you'를 말해야 한다.,나의 중국어 선생님이 지난번에 나를 칭찬해야만 했다.,그는 소금물로 그의 입을 헹구어야만 했다.,그가 the 교장 선생님에게 말대꾸해야만 했다.,그녀가 영어를 공부하러 the 도서관에 간다.,그가 자기 전에 an 알람을 맞춰야만 하니?,그녀가 그를 매년 그 축하 연회에 초대하지 않는다.
21,그녀는 아침을 먹은 후 the식탁을 닦는다.,그녀는 매일 the 달 아래서 ‘Birth day song’을 부른다.,너의 개가 때때로 사람들을 물지 않니?,그녀의 엄마는 때때로 그들과 기도 한다.,그의 남동생은 매년 the 커튼 위에 무엇을 그리니?,그녀가 저 나쁜 판사를 처벌 할 거니?,그 독수리가 the산에 있는 the토끼를 잡을 수 있었니?,그가 그 게임에 이길 수 있었어도,넌 아픈 엄마를 위해 무엇을 해야만 하니?,왜 그녀가 그녀의 e 메일 주소를 바꾸려고 하니?,왜냐하면 그가 그의 안경s을 the 차에 놓고 왔기에,난 그가 나를 만나기 위해 여기에 있다고 생각하지 않는다.,나의 엄마가 그 문제를 해결하기 위해 그들을 만날 필요가 없다.,그녀의 친구가 나를 여기서 기다릴 필요가 없다.,그녀의 남편은 그를 사업상 만날 필요가 없다.,내가 지난번에 나의 중국어 선생님을 벌줄 필요가 없었다.,그는 소금물로 그의 입을 헹굴 필요가 없었다.,그가 the 교장 선생님에게 말대꾸할 필요가 없었다.,그녀가 수학을 공부하러 the 도서관에 가지 않는다.,그는 자기 전에 an 알람을 설정할 필요가 없다.,그녀가 그를 항상 그 축하 연회에 초대한다.
22,그녀가 저녁밥으로 a 대형 수박을 먹지 않니?,그녀는 ‘Birth day song’노래를 잘 부르니?,나의 개는 절대로 사람들을 물지 않는다.,"물론이지, 그녀의 엄마는 결코 그들과 기도 하지 않는다.",그녀의 여동생은 매일 아침 무엇을 공부하니?,그녀는 저 나쁜 판사를 처벌 할 거다.,그 독수리는 the산에 있는 the토끼를 잡을 수 없었다.,그는 그 경기를 포기했다.,난 아픈 엄마를 위해서 9개의 큰 방s을 청소해야만 한다.,어떤 사람이 매일 수많은 스팸메일을 보내기 때문에,넌 몇 시에 the 야구경기를 시작해야만 하니?,넌 a헬멧 쓰는 것이 a좋은 습관이라고 생각하니?,너의 삼촌이 왜 그녀에게 사과(apologize)해야만 하니?,그녀가 먹기 위해서 살아야만 하니?,왜 the부처님은 그곳에 평생 서 있어야만 하니?,너의 한국어 선생님이 작년 여름에 너에게 한국어를 배워야만 했니?,그녀가 미세먼지를 닦아야만 했니?,그의 아내가 사업상 중국에 가야만 했니?,그들은 나에게 어떤(any) 충고도 할 필요가 없었다.,그가 자기 전에 an 알람을 설정해야만 한다.,그가 a 똑똑한 로봇을 이 칩으로 만들 거니?
23,그녀가 저녁으로 a 대형 수박 먹기 때문에,그녀는 ‘Birth day song’을 잘 부르지 못한다.,나의 개는 사람을 물 수 있는 이가 없기에 ,"천만에, 그녀는 결코 레몬나무s를 the 산에 심지 않는다.",그의 여자 친구는 하루에 몇 번 양치 하니?,그가 무엇을 잘못했지?,왜 그 독수리가 the산에 있는 the토끼를 잡을 수 없었니?,그의 아빠가 아점으로 a 킹크랩을 먹고 싶어 하니?,넌 나의 엉터리 영어를 이해 못하니?,그들이 너의 영어를 무시했니?,난 8시 전에 the 야구시합을 시작해야만 한다.,난 a 헬멧 쓰는 것이 a 좋은 생각이라고 생각한다.,"사실, 나의 삼촌이 그녀에게 사과할 필요가 없다.",그녀가 먹기 위해 살아야만 한다.,왜 the부처님은 그곳에 평생 앉아 계셔야만 하니?,난 너의 한국어 선생님에게 한국어를 가르쳐야만 했다.,그녀가 초미세 먼지를 닦아야만 했다. ,그의 아내가 사업상 중국에 가야만 했다.,비록 그가 그의 마음을 바꾸지 않음에도 불구하고,그녀가 오늘 읽을 an 영어책을 사야만 하니?,그가 a 똑똑한 로봇을 이 칩으로 만들 거다.
24,그녀는 어떤 것도 먹지 않는다.,그녀는 a 좋은 목소리를 가지고 있다.,너의 엄마는 겨울에 양말s을 신지 않니?,그는 다섯 마리의 푸들s을 가지고 있지 않니?,그녀의 남자친구는 그녀에게 하루에 몇 번 전화를 하니?,저 판사가 그녀의 목걸이를 훔쳤어.,왜냐하면 그 독수리가 the토끼처럼 점프를 할 수 없었기 때문이지.,그녀의 아빠가 아점으로 a 킹크랩을 먹고 싶어 한다.,난 너의 이상한 영어를 이해 못한다.,그들은 나의 영어를 전혀 무시하지 않았다.,난 지금 the 야구시합을 마칠 필요가 없다.,난 a 헬멧 쓰는 것이 a 좋은 생각이라고 생각하지 않는다.,그녀가 나의 삼촌에게 사과해야만 해.,그녀가 먹기 위해 살 필요가 없다. ,난 정말 몰라. the 부처님에게 물어봐라! ,나는 the 선생님에게 한국어를 가르칠 필요가 없었다.,그녀가 초미세 먼지를 닦을 필요가 없었다.,그의 아내가 사업상 중국에 갈 필요가 없었다.,그녀는 매일 그를 기다린다.,그녀가 오늘 읽을 an 영어책을 사야만 한다.,그가 a 필통을 크게 만들지 않을 거다.
25,그가 너에게 동의하지 않니? ,그녀가 a 좋은 목소리를 가지고 있음에도 불구하고,나의 엄마는 절대로 겨울에 양말s을 신지 않는다.,그는 다섯 마리의 푸들s을 가지고 있지 않아.,그 의사는 일 년에 몇 번 세수를 하니?,그녀는 내일 그들을 따라갈 거니?,그 키 작은 개는 the 높은 담을 점프해서 넘을 수 없었다.,그러나 그녀의 엄마는 아점으로 a 킹크랩을 먹고 싶어 하지 않는다.,네가 어제 나의 샘플 홈페이지를 검토하지 않았니?,넌 하루에 커피 몇 잔s을 마시니?,8까지 세어주시겠습니까?,넌 그녀가 내일 나의 슬로우 볼을 칠 수 있다고 생각하니?,그녀의 엄마가 여기에 쓰레기를 버려야만 하니?,the의사가 그 환자(patient)를 위해 무엇을 해야만 하니?,그녀가 종종 a 주유소에서 알바로 일하니?,그 판사가 그의 눈s을 굴려야만 했니?,그의 형이 a 독후감을 영어로 써야만 했니?,너의 강아지는 the 오후 수업을 빼먹어야만 했니?,그는 그의 손가락으로 a 원을 그리지 않니? ,그녀가 오늘 읽을 an 영어책을 살 필요가 없다.,그는 the 히터 앞에서 젖은 바지s를 말릴 수 있었다.
26,그가 나에게 동의하지만,그녀는 사람들 앞에서 노래하는 것을 좋아하지 않는다.,왜 너의 엄마는 겨울에 양말s을 신지 않니?,그는 다섯 마리의 푸들s을 가지고 있어.,그 치과의사는 한 달에 몇 개의 이를 뽑니?,내가 그녀의 스케줄을 다시 확인할 것이다.,왜 그 키 작은 개가 the 높은 담을 점프해서 넘을 수 없었니?,왜냐하면 그녀의 엄마가 10분s전에 a 킹크랩을 먹었기에 ,난 너의 샘플 홈페이지를 검토했었다.,난 하루에 커피 두 잔s을 마신다.,저가 좀 a쉬려고 집에 일찍 가도 됩니까?,난 그녀가 내일 너의 슬로우 볼을 칠 수 있다고 생각한다.,그녀의 엄마가 여기에 쓰레기를 버릴 필요가 없다.,그 의사는 그 환자에게 a 주사를 놓아야만 한다.,그녀가 종종 the 주유소에서 알바로 일한다.,그 판사는 그의 눈s을 굴려야만 했다.,그의 형이 a 독후감을 영어로 써야만 했다.,나의 강아지는 the 오후 수업을 빼먹어야만 했다.,그는 그의 손가락으로 a 원을 그리지 않는다.,내가 나의 컴퓨터를 수리할 a 망치를 가지고 있음에도 불구하고 ,그는 the 고장 난 히터 앞에서 젖은 바지s를 말릴 수 없었다.
