INDEX,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
12,Live/in/the/mountain!,Don't/show/your/mouth/to/her!,"Please, go/to/Mexico/by/roller/coast/next/year!","Please,/don’t/carry/a/carrier/with/her!",Let's/hide/that/lion/in/the/river!,Let's not/move/her/chair/to/his/small/room!,Why/don't/you/buy/a/cozy/house?,Swim/in/a/cozy/river!,Do/you/use/his/computer/everyday?,I/think/about/my/future/everyday,Don't/you/check/kakao/talk/every/night?,I/don’t/lie/to/that/bird.,Are/you/going/to/massage/the/sick/frog?,I’m/going/to/swim/in/a/cozy/river.,Aren't/you/going/to/wash/your/dirty/mirror?,I’m/not/going/to/make/her/happy.,Why/don’t/you/swim/in/a/dangerous/river?,Can/you/write/English/well?,I/can/be/president.,I/don’t/go/to/school/everyday.,I/can/cook/boiled/eggs/in/the/kitchen.
13,Make/a/beautiful/gorilla/with/mud!,Don't/video/my/actions!,"Please,/mark/the/number!","Please,/don’t/cheat/a/cheater!",Let’s/remember/her/long/face!,Let's/not/call/her/pretty!,Why/don't/you/introduce/that/car/to/me?,Why/don’t/you/open/the/window?,Do/you/cheer/the/cheerful/runner?,I/misunderstand/them.,Don't/you/have/my/membership/card?,I/don’t/check/hot/news/every/hour,Are/you/going/to/make/a/paradise?,I’m going/to/have/a/happy/time/with/you.,Aren't you/going/to/sleep/in/the/deep/river?,I’m/not/going/to/make/him/rich.,I’m going/to/have/a/good/time/with/you.,Can/you/remove/this/program?,I/can/be/a/reporter.,I’m going/to go/to/school/by/church/bus/tomorrow.,I/don't/bake/a/cake/with/baking/powder.
14,Touch/your/black/chalk!,Don't/do/it/in/my/room!,"Please,/kick/a/rolling/stone!","Please,/don’t/hold/her/clean/hand!",Let's/do/it/with/a/fire/fighter!,Let's/not/start/the/meeting/now!,Why/don't/you/wear/perfume?,Don’t/do/it/with/the/dangerous/bear!,Do/you/work/here/everyday?,I/need/the/tiger’s/teeth/tomorrow,Don't/you/dance/with/her/mother/here?,I/don’t/check/your/report/everyday.,Are/you/going/to/do/something/after/school?,I’m going/to/give/an/interesting/book/to/her.,Aren't you/going to/sell/an/ice/box/to/her?,I’m not/going to/give a/lot of/salt/to/her/son,"Please,/don’t/open/your/mouth!",Can/you/clean/her/living/room?,You/can/write/an/interesting/book.,"Please,/go/home!",Remove/a/tattoo/on/your/face/tomorrow!
15,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,
19,Make/her/dance!,Don't/look/at/my/face!,"Please,/print/this/newspaper!","Please,/don’t/hold/his/arm!",Let's/remember/this/park!,Let’s/not/cross/the/line!,Why/don't/you/remember/her/tattoo?,Let's/not/change/her/schedule!,Do/you/bother/her/everyday?,I/ride/her/junk/bike.,Don't/you/understand/her/complex/question?,I/don’t/study/boxing/with/the/boxer.,Are you/going to/have/a/good/time/with/me?,I’m/going/to/change/her/right/eyebrow.,Aren't/you/going/to/understand/this/question?,I’m/not/going/to/erase/the/song.,Do/you/change/her/hair/color?,Can/you/change/your/position?,I/can/be/a/tall/boy.,Aren’t/you/going/to/play/with/them?,Don't/you/get/up/early?
20,Dance/with/a/beautiful/rabbit!,Don't/listen/to/her!,"Please,/eat/a/beautiful/pumpkin/for/dinner!","Please,/don’t/cheat/the/cheater's/mother!",Let's/use/that/playground/this/monday!,Let's/not/ask/the/same/question,Why don't/you/introduce/a/premium/bag/to/them?,Don’t/cross/your/legs!,Do/you/lie/to/your/mother/everyday?,I/break/the/big/tree/with/my/head.,Don't/you/know/his/weak/points?,I/don't/misunderstand/her.,Are you/going to/go/to/the/lake/this/weekend?,I’m/going/to/forgive/them/next/year.,Aren't/you/going/to/sell/her/black/horse?,I’m/not/going/to/call/her/tonight.,I/help/my/puppy/swim/everyday.,Can/you/hide/your/money/in/my/pocket?,You/can/call/me/‘pig’.,Don’t/help/her/study/English!,I/have/three/English/books.
21,Go/to/the/moon/by/bus!,Don't/sleep/on/the/tree!,"Please,/video/with/her!","Please,/don’t/drink/and/smoke/every/night!",Let's/clean/my/room/this/monday!,Let's/not/start/the/game/now!,Why/don't/you/wear/a/baseball/cap?,Close/that/yellow/door!,Do/you/sleep/in/her/school/bag?,I/smoke/in/a/big/paper/cup.,Don't/you/recharge/your/phone/every/night?,I/don’t/do/it/every/year.,Are/you/going/to/cheer/my/mother/tomorrow?,I'm/going/to/call/the/music/teacher/tomorrow.,Aren't/you/going/to/know/his/nickname?,I’m/not/going/to/kick/that/baseball.,Why/don’t/you/go/to/his/house/tomorrow?,Can/you/start/the/seminar/now?,I/can/sell/my/money.,I‘m/going/to/go/to/Mexico/with/hippo.,Do/you/go/to/school/by/boat/everyday?
22,Touch/her/black/rose!,Don't/check/my/money!,"Please,/give/me/her/hair/pin!","Please,/don’t/change/your/phone/number!",Let's/taste/her/watermelon/tonight!,Let's/not/teach/her/with/this/music/book!,Why don't/you/cut/the/paper/with/a/knife?,Why/don’t/you/run/to/him?,Do/you/live/in/Seoul/with/them?,I/steal/the/thief’s/gold/ring,Don't/you/care/about/the/issue?,I/don’t/miss/my/dead/dog/everyday.,Are/you/going/to/change/your/password?,I'm/going/to/catch/his/curve/ball.,Aren't you/going/to/live/in/Swiss/next/year?,I’m/not/going/to/drink/and/drive.,Don’t/you/understand/me?,Can/you/wake/up/that/sleeping/lion?,I/can/sleep/in/your/tent.,Look/at/the/camera/and/say/‘cheese’!,Let's/go/to/the/paradise/by/helicopter!
23,Meet/her/friend/on/the/cloud!,Don't/open/your/mouth!,"Please,/dream/a/sad/dream/tonight!","Please,/don’t/listen/to/the/song!",Let's/fight/against/his/big/dog!,Let's not/draw/a/black/cloud/with/this/pencil!,Why don't/you/do/it/with/them/this/Monday?,"Please,/hide/my/baby/in/a/lion’s/house!",Do/you/have/a/big/mouth?,I/go/to/hell/by/taxi.,Don't/you/wipe/the/table/with/your/wife?,I/don’t/steal/the/thief’s/dog.,Are/you/going/to/hit/a/curve/ball?,I'm/going/to/drive/his/old/truck/tonight.,Aren't/you/going/to/build/a/building?,I’m/not/going/to/sit/on/your/back.,Let’s/not/ride/a/see-saw/with/them!,Can/you/call/me/next/year?,I/can/meet/them/this/Monday.,Can’t/you/forget/the/story?,Can/you/play/the/piano/in/the/rain?
24,Open/the/white/window/tomorrow!,Don't/play/with/his/dog!,"Please,/forget/the/unlucky/story!","Please,/don’t/drink/and/drive/again!",Let's/hide/your/money/in/his/room!,Let's/not/buy/a/cheap/plane!,Why/don't/you/call/them/tonight?,Let's/look/at/the/half/moon!,Do you/go/to/school/by/bus/every/morning?,I/feel/cold/now.,Don't/you/think/about/my/health/everyday?,I/don’t/push/the/strong/girl.,Are/you/going/to/marry/her/next/year?,I’m/going/to/drink/lemon/juice.,Aren't/you/going/to/meet/a/short/Chinese?,I’m/not/going/to/scratch/the/cat/tomorrow.,I/don’t/monitor/your/motion/everyday.,Can/you/touch/that/crying/dog?,You/can/ride/that/see-saw/with/me.,I/don’t/use/a/dog’s/brain.,I/can't/check/it.
25,Forget/his/number!,Don't/eat/bread/for/dinner!,"Please,/make/my/bike/light!","Please,/don’t/repeat/the/story!",Let's/do/it/with/a/wrestler!,Let's/not/exchange/bad/news!,Why/don't/you/challenge/me?,Why/don’t/you/punch/the/terrorist?,Do/you/need/my/school/uniform?,I/check/your/mail/everyday.,Don't/you/throw/a/curve/ball?,I/don’t/cry/in/the/plastic/box.,Are/you/going/to/kill/the/snake?,I’m/going/to/understand/his/wrong/idea.,Aren't/you/going/to/touch/my/forehead?,I’m not/going/to/wash/the/thief’s/bad/hands.,Are/you/going/to/write/a/boring/book?,Can/you/ride/a/tall/giraffe?,I can/raise/the/homeless/cat/in/my/house.,You/can/touch/her/ears.,I/can't/give/this/good/chance/to/you.
26,Use/their/boat!,Don't/break/the/window!,"Please,/join/a/reading/club/tomorrow!","Please,/don’t/copy/my/homework!",Let's/cross/the/street!,Let's/not/chat/this/time!,Why don't/you/play/soccer/with/her/this/Sunday?,Draw/a/pencil/with/your/pencil!,Do/you/change/your/bad/habit?,I/push/a/fox/hard.,Don't/you/have/your/house?,I/don’t/teach/the/same/song.,Are you/going/to/sleep/after/your/birthday/party?,I’m/going/to/dry/your/wet/shirt.,Aren't/you/going/to/use/my/brain/tomorrow?,I’m/not/going/to/change/my/mind.,Aren’t/you/going/to/listen/to/the/news?,Can/you/introduce/yourself/to/me?,I/can/be/tall.,Can/you/do/it/alone?,Let's/not/vote/behind/the/boat/tonight!
27,Be/a/good/mother!,Don't/video/her/boy/friend!,"Please,/help/the/grandmother/stand/up/now!","Please,/don’t/test/his/power!",Let's/wear/a/long/skirt!,Let's/not/sell/your/pretty/puppy!,Why don't/you/study/in/the/cozy/room/today?,Sit/on/my/shoulders!,Do/you/wash/your/face/every/night?,I/know/his/strange/question/well.,Don't/you/have/my/car/key?,I/don't/study/music/like/you.,Are/you/going/to/play/tennis/after/school?,I’m/going/to/sit/next/to/you.,Aren't/you/going/to/sell/the/Galaxy?,I’m/not/going/to/listen/to/you.,I’m not/going/to/sit/on/this/dirty/bench.,Can/you/sell/a/black/candle?,I/can/speak/Korean/well.,I/can’t/love/my/bad/hands.,Let's/not/play/with/that/basket/player!
28,,,,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,,,,,,,
