INDEX,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
10,왜 그녀가 너에게 사과해야만 하니?,난 그녀에게 살 a 집을 사 주는 것이 좋다고 생각한다.,넌 무슨 꽃을 키우고 싶니?,난 내일 그들과 농구할 거다.,a 읽을 책이 the 책상 위에 있었다.,왜 그녀는 내년에 한국에 올 수 없니?,넌 내년에 그녀가 그 시험에 합격하리라고 생각하니?,그들이 지금 the 교회에서 기도하고 있어.,난 the 해돋이를 보기 위해 일찍 일어났다.,그녀는 많은 만화책s을 읽고 싶어 해.,그녀는 너를 a 왕처럼 대접해야만 하니?,그녀는 무슨 책을 읽기를 원하니?,그는 a 소매치기에 대하며 무엇을 알고 싶어 하니?,네가 그들을 위해서 그것을 해야만 하니?,넌 그가 이번 주말에 여기에 온다고 생각하니?,너의 쉰 목소리를 기억하기는 어렵다.,난 내 자신을 보호하기 위해 킥복싱을 배운다.,그녀는 많은 단어s를 외울 수 있다.,넌 작년에 큰 돼지를 키웠다.,그녀는 다음 월요일에 the 같은 실수를 하지 않을 것이다.,네가 a 연필을 만들기 위해 저 나무를 잘라야만 하니?
11,왜냐하면 그녀가 나에게 어제 전화를 하지 않았기 때문이다.,저녁으로 넌 무엇을 먹고 싶니?,난 a rosemary를 키우고 싶어. ,넌 그녀와 어디서 춤출 거니?,불행히도(unfortunately) 마실 물이 the 책상 위에 없었다.,난 몰라. 그것은 일급비밀이야.,내년엔 그녀가 그 시험에 합격할 것이라고 나는 생각한다.,그들이 지금 the 교회에서 기도 하고 있지 않아.,넌 the 해돋이를 어디서 보았니?,왜 그녀는 많은 만화책s을 읽고 싶어하니?,그녀는 나를 a 왕처럼 대접해야만 한다.,그녀는 a 음악책을 읽기를 원한다. ,그는 a 소매치기 왕초에 대하여 모든 걸 알고 싶어 해.,그녀가 그를 위해 그것을 해야만 하니?,난 그가 이번 주말에 학교 소풍을 간다고 생각한다.,내 이름은 날씬한 돼지야.,난 그녀와 결혼하기 위해 화려한 양말s을 신는다.,그녀는 하루에 몇 개의 단어s를 외울 수 있니?,난 내년에 많은 실수s를 할 것이다.,the 악마를 체포하러 지옥에 가자.,난 a 연필을 만들기 위해 저 나무를 잘라야만 한다.
12,지금 the 책상 위에 책이 한 권 있니?,난 저녁으로 큰 햄버거 두 개s를 먹고 싶다.,넌 왜 a rosemary를 키우기를 원하니?,우린 a 달리는 하마 위에서 춤출 거다.,"사실, 넌 마실 어떤(any)우유도 the 책상 위에 놓아두지 않았어. ",넌 그가 나의 얼굴을 저 바위 위에 그렸다고 생각하니?,나 또한 그렇게 생각해.,그녀가 왜 지금 the 높은 산 위에서 기도하고 있니?,난 the 해돋이를 보려고 the 해변에 갔다.,그녀는 a 만화가(cartoonist)가 되고 싶어 해.,그러나 그녀는 나를 a 왕처럼 대접하지 않는다.,그녀가 a 왜 음악책을 읽기를 원하니?,넌 내년에 걸어서 일본에 가려고 하니?,그들이 그녀를 위해 그것을 해야만 하니?,난 그가 학교 소풍을 안 간다고 생각한다.,the 개집을 개조하는 것은 불가능하다. ,넌 운전할 a 스포츠카를 가지고 있지 않니?,그녀는 하루에 500단어s를 외울 수 있다.,난 다음 주에 많은 실수s를 하지 않을 것이다.,우리는 그 악마를 체포하기 위해 천국에 가야만 해.,넌 나의 몸짓을 완벽하게 이해했니?
13,지금 the 책상 위에 책이 한 권 있어.,큰 햄버거 두 개s가 the 부엌에 있니?,왜냐하면 나의 할아버지가 a rosemary를 좋아하기 때문에 ,a 달리는 하마 위에서 춤추는 것은 위험하지 않니? ,그들이 당신을 좋아합니까?,그가 너의 얼굴을 저 바위 위에 그릴 수 있었어.,난 그렇게 생각하지 않아. ,그녀는 지금 기도하고 있지 않아.,넌 무엇을 타고 the 해변에 갔니?,그녀는 언제 a 만화가가 되기를 원하니?,넌 그가 나의 여동생과 결혼할 거라고 생각하니?,그녀가 the 장래에 a 훌륭한 음악가가 되길 원하기 때문에,난 내년에 걸어서 일본에 가려고 한다.,내가 너를 위해 그것을 해야만 하니?,그가 어제 나에게 몇 시에 전화했지?,넌 언제 a 여름휴가를 가려고 하니?,난 운전할 a 스포츠카가 없다.,그녀는 중국에서 미술을 공부하려고 많은 영어 단어s를 외운다.,그녀는 다음 월요일에 the 같은 실수를 하지 않을 것이다.,"미안, 난 그것을 몰랐다.",난 너의 몸짓을 완벽하게 이해하지 않았다.
14,어제 the 책상 위에 읽을 책이 한 권 있었니? ,큰 햄버거 두 개s가 the 부엌에 없다.,왜 넌 지난주에 그녀를 보호해 주었니?,a 달리는 하마 위에서 춤추는 것은 위험하지 않다.,그들은 나를 좋아하지 않습니다.,그러나 그는 너의 얼굴을 저 바위 위에 그리지 않았다.,넌 저 개구리 꼬리를 당기고 싶니?,그녀는 지금 하나님과 이야기하고 있어. ,난 the 해돋이를 보기 위해 소형차를 타고 the 해변에 갔다.,그녀는 내년에 a 만화가가 되길 원한다.,난 그가 너의 여동생과 결혼하리라곤 생각하지 않는다.,왜 넌 지난주에 그녀의 공책을 복사했니?,넌 왜 내년에 걸어서 일본에 가려고 하니?,그가 나를 위해 그것을 해야만 하니?,그가 작년에 너에게 전화하지 않았다. ,그는 a 네이비게이션 없이 어떻게 그 건물을 찾으려 하니?,넌 그녀의 사진을 태워야만 했니? ,그녀는 3년 전에 9개의 다이아몬드반지s를 버렸다.,the 산속에 a 곰이 한 마리 있었니?,네가 the 나무 위에서 자는 편이 어때?,나에게 배울 것이 있니?
15,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,
19,the 길에 있는 a 세탁기를 팔자!,그 경찰이 the 문신한 고양이를 체포했니? ,a 나쁜 학생이 그녀를 괴롭히려고 노력했기 때문이야. ,the 호랑이 등위에서 춤추는 것은 재미있다.,"다행히, 난 어제 그들의 아빠를 만날 수 있었다.",그녀는 지금 무엇을 하고 있니?,너의 엄마가 언제 저 호랑이의 코를 눌렀니?,그녀가 무엇에 대하여 이야기하고 있지?,거기까지 가는 데 시간이 얼마나 걸렸니?,왜 그녀가 the 장래에 a 만화가가 되길 원하니?,넌 그녀의 여동생을 괴롭히려고 하니?,지난주에 내가 수학 수업을 빼먹었기 때문이다. ,나는 a 비행기 표를 살 돈이 없어서.,넌 그들을 위해 그 기계를 수리해야만 한다.,그녀가 거기서 지금 무엇을 하고 있니?,그들은 점심으로 무엇을 먹으려고 하니?,그녀가 매일 저녁 태권도를 배우니?,그녀는 3년 전에 어디에 그 반지s를 버렸니?,the 인어(mermaid)를 만나는 것은 불가능하니?,난 the 나무 위에서 잘 수 없다.,당신에게 배울 것이 전혀 없다.
20,너 the 비밀을 지킬 수 없니?,작년에 그 경찰이 the 문신한 고양이를 체포했다.,넌 그녀에게 얼마의 돈을 빌릴 수 있니?,그녀가 내년에 모로코로 돌아가려고 합니까?,"불행히도, 난 너의 생일날 그들을 만날 수 없었다.",그녀는 지금 어떤 특별한 일을 하고 있어.,나의 엄마가 저 호랑이의 코를 누르지 않았다.,그녀는 너의 별명에 관하여 이야기를 지금 하고 있어.,거기까지 가는 데 오래 걸렸다.,그녀는 너희들을 행복하게 만들기 위해 a 만화가가 되길 원한다.,그녀는 그의 여동생을 괴롭히려고 하니?,그녀의 여동생에게 너의 일기를 보여주는 것이 어때?,넌 모의 컴퓨터 게임s 하러 저 교회에 갔었니?,그녀는 그 문제를 이해하기 위해 a과학책을 사야만 한다.,그녀는 그녀의 아들과 결혼할 a 괴물을 만나고 있다.,그녀가 어떻게 물 없이 살려고 하니?,그녀는 a 금메달을 따려고 태권도를 배운다. ,그녀는 그 반지s를 3년 전에 그녀의 책상 아래에 버렸다.,the 무지개 위에서 a 인어를 만나는 것은 불가능하다.,왜 넌 the 나무 위에서 잘 수 없니?,넌 저 나쁜 악어를 주먹으로 치고 싶어?
21,어떻게 네가 the 비밀을 나에게 말할 수 있니?,내년에 그 경찰이 the 문신한 고양이를 체포 할 것이다.,난 그녀에게 1 dollar를 빌릴 수 있다.,그녀는 내년에 모로코로 돌아가려고 합니다.,여기서 우리가 소변보는 것이 어때? ,그녀는 지금 어떤 특별한 일을 하고 있지 않다.,"사실, 나의 아빠가 저 호랑이의 입을 눌렀다.",그럴 리가 없어. ,거기까지 가는 데 1시간 걸렸다.,난 a 만화가로서 그녀의 성공을 위해 기도할 거야.,그들은 우리의 엄마를 괴롭히려고 하니?,난 그녀의 여동생에게 나의 일기를 보여줄 수 없다.,난 모의 컴퓨터 게임s하러 저 교회에 갔었다.,그는 그녀의 생일을 축하해 주기 위해 거기에 가야만 한다.,"지금, 그들은 the 결과에 관해 생각하고 있다.",넌 누구를 10분 후에 만나려고 하니?,"사실, 난 an 올림픽 금메달 수상자가 되려고 태권도를 배워.",그녀가 작년에 그 반지s를 찾았니?,그들이 너의 염소를 키우려고 하니?,난 저 나무를 올라갈 수 없기 때문이지.,다시는 그 답을 잊어버리지 마라!
22,난 지금 떠들고 있지 않아. ,넌 누구랑 a 영화를 보고 싶니?,"사실, 그녀는 많은 돈을 가지고 있지 않아.",왜 그녀가 내년에 모로코로 돌아가려고 합니까?,우리가 여기서 소변보지 않는 편이 낫다.,그들은 지금 무엇을 하고 있니?,넌 오늘 아침 기분이 나쁘니?,넌 a 별명이 있니?,거기까지 가는데 4시간s 걸렸다.,내가 그녀에게 말해 줄게.,그는 나의 여동생을 괴롭히려고 하니?,나는 그녀의 나쁜 점s을 나의 일기에 적었기 때문이야.,넌 네가 살기 위해서 먹는다고 생각하니?,그들은 빵을 사기 위해 the 제과점에 가야만 한다.,넌 나의 이상한 취미를 알고 있니?,난 내년에 그 절로 돌아가려고 한다.,너 돈 좀 있니?,그녀는 작년에 그녀의 반지s를 찾았다.,그들은 나의 염소를 키우려고 하지 않는다.,그녀는 왜 매일 밤 the 운동장에 가는데?,"알았어, 난 그것을 영원히 기억할게."
23,난 지금 a 거짓말쟁이에게 거짓말을 하고 있지 않아.,왜 넌 나의 여동생과 a 영화 보기를 원하니?,왜 너의 아빠가 지난주에 너를 꾸중했니?,모로코에서 많은 난로s를 팔려고.,어떻게 그녀가 지난주에 그 어려운 영어단어를 알았지?,그들은 지금 어떤 위험한 일을 하고 있어.,난 오늘 아침 기분이 나쁘지 않아.,난 a 특별한 별명이 있어.,여기 오는데 4시간s 걸렸니?,그들이 지난밤 여기에 오지 않았기 때문에,넌 그의 저작권을 보호해야만 했니?,왜 너의 아빠가 작년에 너를 찼었니?,"물론이지(sure), 난 내가 살기 위해서 먹는다고 생각한다.",the 빗속에서 축구하는 것은 불가능하니?,그녀가 너의 유일한 취미를 알고 있니?,왜 그들이 너를 도와주었니?,넌 왜 나에게 그런 a 질문을 하는데?,난 5분s간 쉬고 싶어.,그들은 나의 염소를 키울 a 마당을 가지고 있지 않아.,그녀는 매일 밤 운동하러 the 운동장에 간다.,넌 매일 너의 헤어스타일을 바꾸지 않니?
24,왜 넌 내일 타임머신을 타고 서울에 가려고 하니?,그녀가 공짜 티켓s 가지고 있어서,내가 그의 방을 지저분하게 만들었기 때문에.,왜 그녀가 그의 냉정한 마음을 녹여야만하니?,"사실, 그녀는 지난주에 an 영어 사전을 샀다.",그들은 지금 어떤 위험한 일을 하고 있지 않아.,왜 넌 지난 월요일에 기분이 나빴니?,난 너에게 내일 a 멋진 tent를 줄 거야. ,사과 하나 먹는데 a 하루가 걸렸니?,너의 엄마가 저녁밥을 준비할 필요가 없었다.,그가 나의 저작권을 보호해야만 했니?,나의 아빠가 실수로 나를 찼다. ,난 내가 살기 위해 먹는다고 생각하지 않는다.,난 the 눈 속에서 a 차를 운전하는 것이 위험하다고 생각하지 않는다.,그들이 너의 집을 완전히 기억하니?,그녀가 3년 전에 어디서 살았니?,난 방과 후에 a 책을 사고 싶은데,넌 왜 5분s간 쉬기를 원하니?,그는 나의 염소를 키울 a 정원을 가지고 있어.,그녀는 매일 밤 the 운동장에 운동하러 가지 않아.,난 매일 저녁 나의 헤어스타일을 바꾼다.
25,왜냐하면 내가 낭비할 시간이 없기 때문이야.,넌 일요일마다 어디에서 공부하니?,넌 시간과 돈을 낭비하지 말아야만 한다.,넌 그녀에 관하여 신경 쓸 필요가 없다.,그러나 난 작년에 an 영어사전을 사지 않았다.,그는 어제 그들과 무엇을 하고 있었니?,나의 엄마가 내가 가장 좋아하는 꽃병을 팔았기 때문이야.,그냥 기다려!,사과 하나 먹는 데 2년s 걸렸니?,그녀의 아빠가 그들을 꾸짖을 수 없었다.,그녀는 그들의 저작권을 보호해야만 했니?,너 오늘 슬퍼 보인다.,넌 어떤 종류의 애완동물을 키우니?,the 불 속에서 다이너마이터를 가지고 놀지 마!,그녀는 매일 학교 가는 것을 잊어버린다.,그녀가 무슨 애완동물을 키우길 원하니?,"미안, 나의 지갑을 집에 두었어.",난 곧 열심히 일을 해야 하기 때문이다.,"불행하게도, 그는 a 늑대 같은 나의 염소를 키울 수 없다.",그가 왜 너의 코를 당기고 있었니?,넌 나를 저 광장까지 데려다 줄 수 있니?
26,나는 돈 없이 서울 가는 것은 불가능하다고 생각해. ,난 일요일마다 the 도서관에 공부하러 간다.,맞아. 난 네 말에 동의한다.,넌 the 유리 바닥 위에 a 공을 튀기려고(bounce) 하니?,저의 등을 좀 긁어 주시겠습니까?,그는 어제 그들과 어떤 일을 하고 있었다.,너의 엄마가 누구에게 그 꽃병을 팔았니?,"좋아, 난 내일까지 기다릴 거야. ",사과 하나 먹는 데 5년s 걸릴 거니?,그의 엄마가 그들의 돈을 만질 수 없었다.,왜 그들은 그녀의 저작권을 보호해야만 했니?,나의 아빠가 나의 강아지를 팔았기 때문이야. ,넌 지난주에 어떤 종류의 애완동물을 키웠니?,the 물 속에서 다이너마이터를 가지고 노는 것은 위험하지 않아.,넌 나를 발로 5번 차려고 하니?,넌 몇 채의 집s을 사고 싶니?,난 내일 너의 돈을 갚아 줄 수 있어. ,세계 역사를 공부하는 것이 재미있니?,그 점에 대하여 걱정하지 마.,그는 나의 코를 당기고 있지 않았다.,난 널 저 광장까지 데려다 줄 수 없다.
27,난 어제 너의 사장과 the 긴급뉴스를 읽었다. ,매일 the 도서관에서 공부하는 것이 가능하니?,난 그 오페라 동아리에 한 시간 전에 가입하지 않았다.,the 유리 바닥위에 공을 튀기는 것은 매우 위험해.,알았어. 너의 셔츠를 벗어라!,"사실, 그들은 the 도둑의 허리띠를 훔치고 있었어.",나의 엄마가 그 꽃병을 니의 아빠에게 팔았다.,모든 사람이 a 멋진 텐트를 마음에 들어 할 거다.,사과 하나 먹는 데 30분 걸릴 것이다.,그녀가 어제 나에게 관심을 가졌다.,우리는 우리 자신을 보호해야만 한다.,넌 내일 그가 너의 생일파티에 온다고 생각하니?,넌 내년에 어떤 종류의 애완동물을 키울 거니?,"그럼, the 물속에서 사자s와 같이 노는 것은 괜찮니?",담배 피우기 위해 그녀를 만나지 마라!,왜 그녀가 a 새 세탁기를 사길 원하니?,난 너를 더 이상 신뢰(trust)할 수 없어.,세계 역사를 공부하는 것은 정말 어렵다.,어쨌든 고마워.,"사실, 그는 나의 코를 꼬집고 있었다.",그녀가 the 장마철엔 무엇을 먹어야만 하니?
28,,,,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
