INDEX,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
10,Where/to/study/the/legend,How/to/quit/drinking,Will you/tell/him/when/to/study/world/history?,She/will/ask/me/what/hat/to/buy.,She doesn’t/teach me/how to/use the/dial pad/on the/cell/phone.,Can/you/ask/mother/to/lock/the/window?,I/want/you/to/die/for/me.,I/will/advise/her/to/apologize/to/you.,"They/are/greedy/cats,/aren't/they?","They’ll/make/your/nose/much/bigger,/won’t/they?",Will/you/be/able/to/sing/the/song?,I'm/going/to/dance/with/a/fire/fighter.,I want/to see/you/flying/like/an/eagle/here.,The/empty/can/under/my/chair,A/dancing/dog/on/the/fire,Do you/want to/know/the/secret/in/my/mind?,There/is/a/book/to/read.,She is/going/to/clean/the/trash/next/week.,I don't/want to/tell/you/why/she/punched/me.,She doesn’t/know the/reason why/I/want/to/meet/her.,She/reads/200/books/a/week.
11,Where/to/find/a/diamond/ring,How/to/pronounce/this/word,I will/tell him/when/to/study/world/history/tomorrow,Don't ask/me/when/to/turn/off/a/computer!,Don't teach/her/how/to/find/a/smoking/gun!,I/can/ask/mother/to/lock/the/window.,I/don't/want/you/to/die/for/me.,I/can/advise/my/mother/to/clean/perfectly.,"They/aren’t/greedy/cats,/are/they?","They won’t/make/your/nose/much/bigger,/will/they?",Will she/be able/to give/a/shot/to/a/doctor?,I will/see/you/dancing/with/a/history/teacher,You will/be able/to/see/me/marrying/her/soon.,A/toothbrush/in/your/mouth,A/picture/in/an/English/book,I want/to understand/the/crying/student/in/the/classroom.,Where/is/a/book?,When can/she/help/a/girl/under/the/window?,"As soon/as she/attacked/me,/I/attacked/her/too.",I saw/you/playing/soccer/on/the/playground/yesterday.,How/can/she/read/200/books/a/week?
12,Where/to/give/a/book/to/her?,How/to/throw/a/baseball/far,Did you/tell me/when/to/sell/a/fake/necklace?,Let's/ask/her/where/to/book/a/seat!,When will/you teach/me/how/to/forgive/the/enemy?,I’m going/to/ask/mother/to/keep/it/secret.,What time/do you/want me/to/hold/the/international/meeting?,Did/you/order/him/to/attack/him?,"My/father/was/a/perfect/man,/wasn’t/he?","You will/go/to/Seoul/tomorrow,/won’t/you?",Will/the/movie/be/able/to/touch/me?,Did/you/hear/me/reading/the/Bible?,Did/you/see/her/meeting/the/gambler?,A/dancing/cat/behind/the/yellow/tree,The/cat/between/a/bus/and/a/tent,Did you/see/the bright sun/between/the cloud/and/the rainbow?,There is/a/book/to/read/under/a/chair.,She can/help/the/girl/under/the/window/now.,"As soon/as she/finished/her/homework,/she/called/me",Don't/lie/to/me!,Do you/think it/is possible/to read/200/books/a/week?
13,Where/to/play/soccer,How/to/swim/well,I told/you/when/to/sell/a/fake/necklace.,Don't/ask/them/what/medicine/to/take!,I will/teach you/how/to/forgive/your/father/tomorrow.,I’m not/going to/ask/mother/to/keep/it/secret.,I want/you to/hold/the/international/meeting/next/year.,I/ordered/him/to/attack/him.,"My/father/wasn’t/a/perfect/man,/was/he?","You/won’t/go/to/Seoul/tomorrow,/will/you?",Will he/be/able/to/trust/the/ugly/fox?,I heard/you/reading/the/Bible/at/the/church.,I/saw/her/meeting/the/gambler.,The/singing/tiger/without/a/microphone,A/poor/girl/under/my/window,What do/you/want to/tell/me?/Tell/me/now,Was/there/any/water/yesterday?,Look! a/thief is/entering through/the window/to/steal/your/socks.,Do you/know why/she/was/crying/under/the/moon?,I/didn't/go/to/the/playground/yesterday.,I think/it is/impossible to/read/200/books/a/week.
14,Where/to/video,How/to/fix/a/broken/washing machine,Did you/tell him/when to/turn/on/the/air/conditioner?,He/told/them/what/to/do.,Do/you/know/how/to/put/on/makeup?,Can you/ask/father/to/buy/a/compact/car?,I don't/want you/to/hold/the/international/meeting/tomorrow.,I/didn't/order/him/to/attack/him.,"We/were/one,/weren't/we?","He/can/save/my/life,/can't/he?",Will/he/be/able/to/quit/drinking?,I/didn’t/go/to/the/church/yesterday.,How/much/did/she/give/him?,the/school/between/this/river/and/that/mountain,A/star/in/the/sky,I want/to eat/the/white/apple/on/the/table.,There/was/some/water/yesterday.,Will you/tell/me/the/memories/in/your/mind?,Because/she/fought/against/me.,I don't/want to/see you/crying/in/front/of/people.,What/are/you/going/to/give/me/tomorrow?
15,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,
19,What/to/buy,When/to/slide,Can you/tell/him/when/to/enter/the/office?,I can/tell/him/where/to/shoot/an/arrow.,I/don't/know/how/to/put/on/makeup.,Did/you/tell/them/to/prove/the/fact?,What do/you/want/me/to/eat/for/brunch?,I/will/order/him/to/run/faster.,"We/weren’t/a/rainbow,/were/we?","He/can't/save/my/life,/can/he?",Will my/dog/be/able/to/bite/a/judge?,Do/you/want/to/hear/her/screaming?,I/don't/know/how/much/she/gave/him.,The/smiling/pig/in/a/sink,A/lot/of/good/memories/in/my/mind,Don't/remember/the/driver/around/the/bus!,There/was/water/to/drink/in/the/kitchen.,I'll/tell/you/the/memories/in/my/mind.,I don't/care why/she/was/crying/under/the/moon.,Don't/worry!/I/will/never/cry/again.,Why/didn‘t/you/have/breakfast/today?
20,Where/to/get/off,When/to/slide/the/slide,Did you/tell her/when/to/do/a/costume/play?,He can't/tell me/when/to/wear/a/gas/mask.,Does she/know/how/to/save/time/and/money?,I/told/them/to/prove/the/fact,I want/you/to/eat/jelly/fish/for/brunch.,Can/you/order/them/to/punch/me?,"They/were/bad/gamblers,/weren't/they?","She’ll/forget/your/name,/won't/she?",Will we/be able/to/fly/high/like/a/bird?,I/want/to/hear/her/screaming.,Did you/see her/taking out/money in/front/of/my/house?,A/dancing/baby/next/to/his/bed,A/mountain/without/a/tree,Buy/knowledge/in/his/head!,I/tried/to/find/water/to/drink.,I was/waiting for/you for/a/long/time/last/night.,I/don't/know/what/I'm/doing/now.,I/saw/you/drinking/water/in/class/yesterday.,Because I/had/a/lot/of/things/to/do.
21,What/to/study,When/to/meet/her/tutor,I didn't/tell her/when/to/do/a/costume/play.,She could/tell/me/where/to/repeat/the/song,She/knows/how/to/make/me/unhappy,I/didn't/tell/them/to/prove/the/record.,I don't/want/you/to/eat/barbecue/for/brunch.,Could you/order her/to/take/out/the/book/yesterday?,My/mother/was/goodwasn’t/she?,"She/can't/forget/your/name,/can/she?",Will/they/be/able/to/know/the/secret?,I/don't/want/to/hear/her/screaming.,I didn’t/see her/taking out/money in/front/of/your/house.,a/problem/between/mother/and/father,a/big/monkey/next/to/a/pig,Let’s not/catch/a/mosquito/with/a/baseball/bat!,But/I/couldn’t/find/water.,She/can/understand/my/pain.,Where/is/she/going/now?,I'll/do/it/again/tomorrow.,I/didn’t/make/a/trouble/between/us
22,Where/to/write/a/letter/to/her,When/to/marry/that/wolf,You can’t/tell/them/where/to/use/free/wi-fi.,He couldn't/tell/me/how/to/collect/the/information.,She doesn't/know how/to/hit/a/curve/ball/far.,Did/you/ask/her/to/be/quiet?,Do/you/want/me/to/be/perfect?,You don't/have to/ask/him/to/borrow/unclear/weapons,"You/weren’t/a/loser,/were/you?","We’ll/quit/drug,/won’t/we?",Will the/teacher be/able/to/find/the/hidden/treasure?,I/want/to/see/him/watering/flowers,I saw/your dog/entering/your/room/through/the/window.,A ski/manager/in/front/of/a/soccer/ball.,A/bee/around/a/flower,Did/you/love/the/butterfly/on/the/flower?,Why don’t/you go/to/hell/with/me/to/sing?,But/I’ll/fire/a/lazy/staff,Ask/her/where/she’s/going,What/kind/of/coffee/do/you/like?,Do you/want me/to/give/you/something/to/eat?
23,What/magazine/to/sell?,When/to/invite/the/mentor,I will/tell/him/when/to/take/an/elevator.,She can/tell me/when/to/knock/on/the/door,Do you/know/the reason/why/he/is/angry?,I/asked/her/to/be/quiet/politely,I/want/you/to/be/perfect.,I don't/want/her/to/kick/a/fallen/snail.,"She/was/a/funny/girl,/wasn't/she?","He/won’t/cross/the/railroad,/will/he?",Will you/be able/to know/the/title/of/the/song?,I don’t/want to/see you/acting/like/a/dead/ghost.,I/saw/her/running/away/through/the/tunnel.,The/dirty/flies/on/the/book,A/cat/in/a/dog/house,Are you/going to/go to/your/factory/through/the/tunnel?,Does/she/like/to/sing/and/dance?,"Otherwise,/God/will/scold/them.",She's/walking/very/fast/now.,I/don't/drink/coffee/at/all.,I’ll/eat/chicken/with/my/mother/at/home.
24,Where/to/buy/a/bike?,When/to/take/a/rest,I want/to tell/her/where/to/pay/for/coffee.,You had/better/teach/her/how/to/filter/coffee.,I/don't/know/he is/faster/than/you.,I didn’t/ask/her/to/be/quiet/at/all.,Do you/want me/to/check/the/wrong/answer/again?,I/want/you/to/love/your/parents/truly.,He/wasn’t/a/liarwas/he?,"She’ll/cry/every/day,/won’t/she?",She’ll not/be able/to move/the/stone/to/that/mountain.,Do you/want/to/see/me/sleeping/in/class?,What’s/wrong/with/you?/you/look/gloomy.,the/baseball/between/soccer/balls,A/judge/in/a/prison,You had/better chew/the/gum/in/your/mouth/again.,She doesn't/like to/sing/in/front/of/her/dog.,"As/a/result,/he/solved/the/problem/easily.",So I/can't/ask/her/where/she's/going/now.,How many/cups of/black coffee/a/day/do/you/drink?,Does/she/know/your/name?
25,what/to/tell/you.,When/to/scold/the/rude/wolf?,I told/the doctor/where/to/buy/a/good/vitamin,Did/he/tell/you/what/to/do/tomorrow?,Do/you/know/where/she/gambles/these/days?,Can/you/tell/me/where/to/do/this?,I don't/want you/to/check/the/wrong/answer/again.,The/doctor/advised/me/not/to/sleep/early.,"He/was/a/handyman,/wasn’t/he?","She/won’t/cry/every/day,/will/she?",Will he/be/able/to/be/a/great/president?,I/want/to/hear/you/snoring/in/class.,I/lost/my/glasses/yesterday.,The/gold/in/a/cave,A/lizard/without/two/legs,I think/there/is/a/strong/friendship/between/us.,I don't/have to/scold the/teacher in/front/of/the/students.,They/are/running/here/to/celebrate/my/wedding.,What/do/you/want/to/eat/for/dinner?,Who do/you want/to/go/to/the/movie/with?,How/can’t/she/remember/your/name?
26,Where/to/ride/a/bike?,When/to/refill/your/glass,I/can/tell/them/when/to/cheer/her.,He/didn't/tell/me/what/to/do/tomorrow.,She/doesn't/know/where/I/gamble/every/night.,Will/you/tell/him/what/to/do/tomorrow?,Did you/want him/to/design/a/banana/boat/yesterday?,Do you/want/me/not/to/steal/his/book?,"He/wasn’t/a/handy/man,/was/he?","Your/mother/will/come/here,/won’t/she?",He’ll not/be/able/to/be/a/great/president.,I/saw/you/smiling/at/me.,Do you/want me/to/give/you/a/lip/service?,the low/hill/between/my/house/and/your/house,A/bike/with/9/wheels,"She was/planting/a/lemon/tree/yesterday,/wasn’t/she?",I had/to go/to/Seoul/to/see/her/yesterday.,If you/give/me/the/water/on/the/desk.,I/want/to/eat/fish/for/dinner.,I/want/to/go/to/the/movie/alone.,Because/she/sees/you/every/day
27,What/subject/to/teach/her?,When/to/make/you/angry,I have/to tell/the tiger/where to/fight/against/a/lion.,I will/teach her/how/to/catch/a/homerun/ball.,Do you/know the/reason/why/she/helps/my/brother?,I can't/ask/my/mother/to/lock/the/window.,I didn't/want him/to/design/a/banana/boat/yesterday,I/don't/want/her/to/dance/with/you.,"His/mom/was/sick,/wasn’t/she","Your/mother/won’t/come/here,/will/she?",You’ll/be/able/to/live/with/her/happily.,You/heard/your/dog/barking/last/night.,I want/my/father/to/quit/smoking/right/now.,The/tigers/behind/that/mountain,A/ghost/without/eyes,Is it/easy/to/read/a/book/without/glasses?,I didn't/have to/go to/Seoul/to/see/her/yesterday.,I’ll/give/a/lot/of/salt/to/you.,What/does/she/want/to/eat/for/brunch?,I/like/baseball/better/than/basketball.,She/has/to/remember/your/name.
28,,,,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,,,,,,,
