INDEX,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
20,who&gets&on&often,sliding&that&where,BalGalak,BalGalak,BalGalak,then&they,BalGalak,they,was&us,forgot&you,BalGalak,she&hears,BalGalak,dance&,with&try&within&,know&but&heed,drinks,BalGalak,didn’t,BalGalak,BalGalak
21,how&when&stuff&studies&that,where&meat&she,BalGalak,BalGalak,know&,BalGalak,BalGalak,BalGalak,were&god,her,BalGalak,she,BalGalak,bet&or,dig,BalGalak,and&found&could,does&me&fan&,her&go&new,against&eat&does,did
22,light&,this&wolves&merry,BalGalak,BalGalak,BalGalak,asked,am,BalGalak,was&lose,our&us&quits,BalGalak,saw,BalGalak,BalGalak,round&beef&flour,BalGalak,BalGalak,and&five,gone&hers&asks,coffees,BalGalak
23,machine&selling&sells&when,who&invites&inviting,BalGalak,BalGalak,BalGalak,she,wants&being,BalGalak,fun,class,BalGalak,BalGalak,BalGalak,dirt&fly,fog&cup,BalGalak,or,good&scolds&they,pist&fast&fist&,drinks&do,BalGalak
24,when&bury&an&bake,taking&an&lest,BalGalak,BalGalak,fast,BalGalak,BalGalak,BalGalak,lie&were,ever,BalGalak,BalGalak,BalGalak,bell&base&basket,jungle&on&price,BalGalak,BalGalak,BalGalak,BalGalak,BalGalak,do&knows&you
25,who&tells&telling&yours,scolds&scolding,BalGalak,BalGalak,BalGalak,BalGalak,BalGalak,BalGalak,were&him,ever,BalGalak,BalGalak,lose&me&grass,goal&cake&case,too&lips&leg,BalGalak,BalGalak,BalGalak,BalGalak,BalGalak,can&her&
26,lide&rides&bake,regain&you&grass,BalGalak,BalGalak,BalGalak,BalGalak,BalGalak,BalGalak,hand,came,BalGalak,see&mine,BalGalak,BalGalak,wheel&pike&an,BalGalak,BalGalak,BalGalak,to,BalGalak,see&your
27,subtract&teacher&teaches,made&makes&anger,BalGalak,BalGalak,BalGalak,BalGalak,BalGalak,BalGalak,he&sack,won,BalGalak,hears,BalGalak,this&fountain&behave,gold&eleven&an&coast,BalGalak,BalGalak,BalGalak,BalGalak,likes&bitter&,you&have
28,,,,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,,,,,,,
