INDEX,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
10,너의 선생님은 왜 the 나무 위에서 지금 주무시니? ,그녀가 저녁으로 무엇을 먹어야만 하니?,그가 너에게 줄 the 풍선을 터트릴 거니?,난 네가 먹고 싶은 것을 너에게 사 줄 거다.,왜 그녀가 너에게 사과해야만 하니?,난 그녀가 노래하는 것을 다시 들을 수 있을 것이다.,넌 the 반달 밑에서 a 짖는 개를 본 적이 있니? ,넌 어떻게 the 같은 친구를 나에게 소개 할 수 있니?,그가 the 계단s을 내려가고 있지 않습니까?,넌 한국어를 그에게 배울 거니?,넌 너의 차를 밤에 세차해야만 하니?,지금 바람이 분다.,그들은 a 학생을 the 치과에 데려가려고 합니까?,나의 아빠가 a 보조 배터리를 사기 위해 그것을 팔아버렸다.,넌 the 장래에 무엇이 되고 싶니?,너 저녁으로 먹고 싶은 것이 뭔데?,넌 왜 태어났다고 생각하니?,내일 일찍 일어나기 위해 네가 지금 자는 편이 낫다.,그가 나에게 줄 a 결정적인 증거를 가지고 있니?,난 내가 무엇을 잘못했는지 몰라.,월요일 다음 날은 화요일이야.
11,그가 잠을 잘 a 장소가 없기 때문이지.,.그녀가 저녁으로 the 양배추를 먹어야만 해.,그가 나에게 줄 the 풍선을 터트릴 거다.,만약 내가 원하는 걸 네가 나에게 못 사준다면,왜냐하면 그녀가 나에게 어제 전화를 하지 않았기 때문이다.,넌 the 나무 뒤에 있는 the 고양이를 사고 싶니?,난 the 반달 밑에서 a 짖는 개를 본 적이 있다. ,내일 sports car 타고 the 축제에 가자!,그들은 the 높은 계단s을 올라가고 있습니다.,난 그에게 한국어를 배울 거다.,난 나의 차를 밤에 세차할 필요가 없다.,그들은 지금 무엇을 하고 있니?,그들은 a 학생을 the 치과에 데려 가려고 해.,the 나무를 a 칼로 자르자! ,넌 내가 the 장래에 무엇이 되길 원하는지 추측해 봐!,너 돈 많이 가지고 있니?,난 너랑 싸우기 위해 태어났다.,난 요즈음 푹 잘 수 없다.,그가 너에게 줄 a 결정적인 증거를 가지고 있다.,네가 나의 발을 밟았어.,화요일과 목요일 사이는 무슨 요일이지? 
12,그가 돈을 많이 벌지 않니?,넌 그녀가 이 양배추를 먹으리라고 생각하니?,그는 나에게 줄 the 풍선을 터트리지 않을 거다.,난 너의 전화 번화를 영원히 지워버릴 거다.,넌 정말 그녀를 오해하네.,난 the 나무 뒤에 있는 the 고양이를 사고 싶지 않아.,난 the 반달 밑에서 a 짖는 개를 본 적이 없다.,넌 혼자 the 소파를 밀려고 하니?,그가 어떻게 그 어려운 노래를 부르고 있습니까?,난 그에게 한국어를 배우지 않을 것이다.,넌 the 은하수에 무엇을 타고 갈 건데?,그들이 a 연을 날리고 있어.,그들은 a 학생을 the 치과에 데려 가려고 하지 않습니다.,"미안, 나는 the 나무를 자를 a 칼이 없다. ",난 네가 an 수의사가 되길 원해.,난 저녁값을 낼 충분한 돈은 가지고 있다.,퇴근 후 a 한잔하는 것이 어때?,나무 두 그루는 the 생쥐에게 먹힐 수 있다.,그가 너에게 줄 a 결정적인 증거가 없다.,내가 너의 발을 밟았다고?,화요일과 목요일 사이는 수요일이야.
13,그는 돈을 많이 번다.,선택의 여지가 없다.,그녀는 언제 the 볼륨을 높이는데?,나를 더 이상 겁주지 마라!,그녀가 어제 나의 차에 그녀의 휴대폰을 놓아두었다.,난 the 나무 뒤에 있는 the 고양이를 그냥 만지고 싶어.,넌 그가 본 the 토마토 축제를 본 적이 있니?,넌 the cello를 켤 수 있니?,그들이 지금 그녀의 집에 가고 있습니다.,커피 한잔 드시겠습니까?,난 the 은하수에 통근버스로 갈 거다.,내가 그들에게 합류할 수 있을까?,그녀가 너에게 the 최고의 선물을 주려고 합니까?,the 나무를 자르기 위해 a 톱을 사용하는 것이 어때? ,왜? 너의 판다 곰이 아프니?,잠깐만 나를 기다릴 수 없니?,너의 사무실 가까이에 a 좋은 장소가 있니?,넌 한국에 얼마나 오랫동안 머물려고 하니?,넌 어떻게 그들을 행복하게 할 수 있지?,정말 미안해.,일주일은 몇일?
14,그러나 그는 그의 모든 돈을 the 가난한 사람들에게 준다.,네가 저 얼음을 언제 녹여야만 하니?,그녀가 잠자기 전에 the 볼륨을 높인다.,난 그녀가 여기에 올지 안 올지 몰라.,이제 알겠다. 그녀가 사과할 필요가 없네.,네가 the 나무 위에 있는 the 강아지를 만지는 편이 낫다.,난 그가 본 the 토마토 축제를 본 적이 있다.,난 나의 돈을 너에게 주려고 하지 않는다.,그가 지금 나에게 거짓말을 하고 있지 않습니까?,"네, 저는 커피 한잔 마시고 싶습니다.",the 은하수까지 얼마나 걸리지?,넌 날릴 a 연을 가지고 있니?,그녀가 나에게 the 가장 좋은 선물을 주려고 해. ,넌 내일 누구랑 놀 거니?,넌 나의 판다 곰이 아픈지 안 아픈지 알 필요가 없다.,나가기 전에 내가 모든 걸 확인해야만 해.,난 몰라. 네가 a 좋은 장소를 정해라.,난 한국에 삼 일 머물려고 해.,난 그들에게 입에 발린 말을 할 준비가 되어있어.,괜찮아.,일주일은 칠일이야.
15,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,
19,그래서 가난한 사람들은 그를 신처럼 존경해.,네가 저 얼음을 왜 녹여야만 하니?,그녀가 그의 말을 들어야만 했니?,만약 그녀가 여기에 오면. 난 내 차 키를 숨겨야만 해.,the 책상 위에 읽을 책이 한 권 있었다.,넌 왜 어제 나에게 전화했니?,그 판사가 a 거지를 도와 줄 것이다.,전 the 목록을 확인 할 수 없습니다.,넌 껌을 씹고 있지 않니? ,넌 너의 아빠를 깨울 필요가 없니?,내가 너랑 거기에 같이 가도 되니?,그녀가 그의 금이빨을 흔들 수 있니? ,당신은 누구를 더 행복하게 만들고 싶어요? ,그 노래를 설명하기가 정말 어렵다.,"넌 나에게 화가 났구나, 그렇지?",넌 왜 그녀를 정말 싫어하니?,저 집을 사기 위해 the 땅을 파는 것이 어때?,저 하얀색 가방이 네 것이니?,넌 언제 내가 다이빙하는 걸 보았니?,그가 한 시간 전에 울었음에도 불구하고,일 년은 몇 일이니?
20,"또한, 그는 정말 a 위대한 선생님이지, 그렇지?",내가 시원한 물을 만들기 위해 저 얼음을 녹여야만 해.,그녀가 그의 말을 귀 기울여 들어야만 했다.,네 차 키를 숨겨야 할 어떤 이유가 있니?,난 지금 그 책을 찾을 수가 없다.,난 '사랑한다' 말하려고 전화했다.,a 거지는 the 판사의 도움을 받을 것이다.,the 아름다운 고릴라와 놀지 말자!,그들은 the 아름다운 고대(ancient)도시를 파괴하고 있습니다. ,난 나의 아빠를 깨울 필요가 없다.,만약 네가 조용히 하겠다고 나에게 약속한다면,그녀가 그의 금이빨을 흔들 수 없다.,난 나의 엄마와 아빠를 더 행복하게 만들고 싶어.,넌 가르치는 것이 배우는 것이라고 생각 해?,"진정해, 친구야.",난 내가 왜 그녀를 정말 싫어하는지 모르겠다.,난 오리알s 을 팔려고 the 시장에 갔다.,"사실, 내 것은 이 검은색 가방이다. ",난 네가 다이빙하는 걸 보지 못했어.,그는 행복하게 보인다.,일 년은 365일이야.
21,그가 주무실 a 장소를 지금 당장 찾자!,여기서 배울 것이 있니?,그녀가 왜 그의 말을 귀 기울여 들어야만 했니?,그녀는 정말 나의 새 차를 운전하고 싶어 해.,잊어버려! 너의 애완 염소가 그것을 먹었다.,the 교실에 있는 a 선생님을 속이는 것은 쉽니?,그녀의 나쁜 버릇이 쉽게 바뀔 수 있을까?,넌 이 유리잔을 소금물로 채울 수 있니?,왜 그들은 최선을 다하고 있지 않습니까?,난 지금 나의 아빠를 깨워야만 해.,너의 방엔 칠 a 피아노가 있니?,.그녀가 그의 금이빨을 흔들 수 있다.,당신은 왜 그 숫자를 기억해야만 합니까? ,난 가르치는 것이 배우는 것이라고 생각해 .,너의 판다를 위해 많은 대나무를 내가 준비할게.,저가 당신의 충전기를 사용해도 됩니까?,네가 a 축구 매치를 보기 위해 일찍 집에 가고 싶니?,넌 비눗방울s을 만들고 싶어?,생각이 날 듯 말 듯한데.,그녀가 몇 살이지?,우리가 다시 만날 때까지 우리는 최선을 다해야만 한다.
22,그가 나의 개를 항상 깨문다.,"너도 알다시피, 그 노래는 부르기가 너무 어려워.",그가 그녀에게 a 일급비밀을 말하고 있었기 때문이지.,난 그녀가 나의 차를 운전하는 것을 원치 않아.,네가 그 책을 a 더 높은 곳에 놓아두어야만 했는데.,the 교실에 있는 a 선생님을 속이는 것은 불가능해.,그녀의 나쁜 버릇은 쉽게 바뀌어 질 수 있다.,그의 과거를 어떻게 기억할 수 있니?,왜 그가 지금 최선을 다하고 있지 않습니까?,넌 내일 the 연주회에 가야만 하니?,내방에 칠 a 피아노가 없다. ,가능한 힘껏 그의 금이빨을 흔들어라!,난 the 문을 열기 위해 그 번호를 기억해야만 한다.,어떻게 그녀가 한국어를 잘 말할 수 있지?,넌 판다s가 대나무 먹는 것을 좋아하는 것을 알고 있니?, 넌 나의 충전기를 사용해도 된다.,.난 a 판다에게 먹을 대나무를 줄 거야.,난 비눗방울s 만드는 법을 몰라.,네가 the 나의 기록을 내년에 깰 수 있을까?,그녀가 몇 살인지 그녀에게 물어봐라.,실례합니다. 저가 당신에게 질문할 것이 있는데요?
23,넌 그가 항상 나의 개를 무는 the 이유를 알고 있니?,걱정 마! 내가 한 번 시도 할게.,그녀가 the 일급비밀을 어떤 사람에게 말할 수 있을까? ,"사실, 그녀는 a 운전 면허증이 없어.",난 어제 수업 중에 떠들지 않았다. ,만약 네가 내일 그 사진을 나에게 보여 준다면,넌 그녀가 가지고 있는 그 식기세척기 팔 수 있니? ,", 난 the 화난 새와 싸우려고 해.",그녀가 지금 the 링크에 클릭하고 있지 않습니까? ,난 내일 the 연주회에 갈 필요가 없다.,그런 a 질문을 왜 나에게 하지?,넌 카카오톡 사용법을 나에게 가르쳐 주지 않았다. 그렇지?,왜 넌 나에게 나의 뇌를 팔지 말라고 명령하는데? ,그녀가 한국말 하는 법을 작년에 배웠다.,그것은 일반 상식이야.,그러나 난 그것을 어디에 놓아두었는지 모른다.,너의 아빠는 나에게 매일 용돈을 줄 수 없다.,그냥 물과 비누를 준비해라!,난 내년에 너의 기록을 깰 수 있을 것이다.,그녀는 그녀의 나이를 절대로 말하지 않는다.,무엇에 관한 것입니까?
24,그녀는 왜 그 bear과 카드게임s을 하지 않니? ,넌 곧 후회할 거다.,"만약 그녀가 그렇게 한다면, 그녀는 체포될 거야.",그녀는 a 운전 면허증 없이 운전하면 안 돼.,나에게 거짓말하지 마라!,난 the 같은 사진을 너에게 보여줄 거다.,난 네가 가지고 있는 the 차를 팔수 있어.,제발 여기서 담배를 피우지 마세요.,우리들은 그 문법을 확인하고 있지 않습니다.,왜 넌 혼자서 the 발표회를 준비해야만 하니?,그냥 내가 궁금해서,네가 무엇을 잘못했니?,너의 뇌가 너의 뇌가 아니다.,있잖아?,the 거실에 있는 the 풍선은 내 것이 아니야.,네가 지금 여기에 오면 안 된다.,the 아이스박스 안에 마실 물이 있다.,그리고 비누를 the 물에 녹여라!,난 태양에너지를 이용하려고 노력했다.,난 너에게 벨리댄스를 배우기 싫어.,저가 지난주에 a 만화책을 빌렸는데
25,그녀가 카드게임s 할 준비가 안 되어서,내가 후회하든지 말든지 난 상관 안 해.,그래서 그녀는 지금부터 어떤 사람도 만나지 않을 거다.,그녀가 당신을 a 왕처럼 대접해야만 하나요?,우리가 같이 떠들었잖아.,넌 그에게 언제 the 공을 굴려야 되는지를 말해 줄거니?,넌 일본에 사는 너의 아들을 매일 만나니?,난 너를 영원히 잊어버릴 수 있어.,우리가 the 물고기에게 먹이를 주고(feeding) 있지 않습니다. ,나 주위에 나를 도와 줄 a 친구가 없다.,저 멋진 건물이 미친 듯이 춤을 추고 있어.,난 내가 무엇을 잘못했는지 몰라.,"너의 뇌는 나의 뇌야, 그렇지?",그녀의 남편이 a 한국인이야.,"너의 풍선을 나에게 줘! 그럼, 난 너에게 이상한 것을 보여 줄 수 있다.",넌 a 기관총에 대해 들어본 적이 있니?,나는 바꿔야 할 나쁜 피를 가지고 있다.,비눗방울s 만드는 것은 정말 식은 죽 먹기야.,난 풍력이 태양 에너지 보다 좋다고 생각해.,네가 나에게 벨리 춤을 가르쳐 주기 전에,저가 그 책을 잃어버렸다고 생각됩니다.
26,the 소년은 왜 그 귀신을 지금 따라가고 있습니까?,그녀는 얼마나 자주 그녀의 눈s을 뜹니까? ,넌 그녀가 어디에 사는지 알아.,그녀가 나를 a 왕처럼 대접할 필요가 없다., 내가 너랑 떠들었다고? 그것을 믿을 수 없다.,난 그에게 the 같은 실수를 하지 말라고 말했다.,난 엔진s 10개가 있는 a 제트비행기가 있어. ,나는 the 하마에게 나의 오른손을 준다.,그가 그의 차를 주차 시키고 있지 않습니까?,그래서 the 발표회를 나 혼자 준비해야만 한다.,우리는 당장 여기를 벗어나야만 해.,네가 무엇을 잘못했는지 곰곰이 생각해라!,맞아. 너희들은 로봇이야. 그렇지?,한국어를 배우는 the 최고의 방법은 a 한국인과 같이 사는 것이야.,내가 지금 가지고 있는 the 풍선은 내 것이 아니야.,그는 나에게 a 다이아몬드 반지를 준다고 약속했다. ,너의 아빠가 그들과 a 버스킹 공연에 갈 거니?,그들이 항상 너를 괴롭히니?,그녀와 결혼할 조언s을 나에게 줘!,넌 나에게 벨리 춤을 배워야만 해.,저가 어떻게 해야만 되죠?
27, 난 몰라네가 그에게 물어보는 편이 낫겠다.,그녀는 절대로 눈을 뜨지 않습니다. 뭐라고?,그녀가 어디에 사는지 나에게 묻지 마라!,그녀가 나를 a 왕처럼 대접해야만 된다.,사람들이 너를 '거짓말쟁이'라고 부르는 the 이유를 알겠다.,", 그가 나의 할아버지처럼 a 훌륭한 대통령이 될 수 있을 거야.",거기 가는데 단 일 분 걸린다. 부럽니?,그들과 내일 the 이벤트에 가는 것이 어때?,그들이 나의 엄마와 저녁을 지금 먹고 있지 않습니다.,넌 내가 몇 시에 널 도와주길 원하니?,넌 the 도로가 심하게 흔들리는 것을 느낄 수 없니?,난 지금까지 남에게 잘못한 적이 없어.,난 너희들이 언제든지 너희들의 두뇌s를 바꿀 수 있다고 생각해.,네 말이 맞아.,"만약 네가 내 말을 듣지 않으면, 난 그 풍선을 터트릴 거야.",넌 a 좋은 성적을 받으려고 나의 답을 베꼈니?,난 너에게 사과할 어떤 이유도 없었다.,난 너를 그들로부터 보호해 줄 수 있다.,난 네가 가급적 빨리 그 제목을 알기를 원해.,난 내가 내 차 열쇠를 어디에 놓아두었는지 기억이 나지 않는다.,the 같은 책을 사서 그것을 저에게 주세요.
28,,,,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,,,,,,,
