INDEX,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
10,그는 어제 일찍 도착하려고 노력했습니다.,네가 the 피곤한 호랑이를 안아 주는 편이 낫다.,a 원숭이가 the 버튼을 누르지 않는 편이 낫다. ,넌 먹을 수 있니?,당신은 언제 그들과 수영 하려고 합니까? ,넌 언제 양파s 10개를 먹을 수 있니?,당신은 내일 몇 시에 그녀를 만나려고 합니까?,난 그에게 영어를 더 이상 가르칠 수 없다.,우리는 그들을 쉽게 이길 수 없다.,an 못생긴 토끼처럼 울려고,넌 the 귀신을 놀라게 하려고 a 기관총을 꺼냈니?,넌 the 학생을 가르치기 위해 a 야구방망이를 샀었니? ,난 그녀와 같이 춤을 추려고 울려고 하지 않는다.,넌 그것을 광고하기 위해 an 광고풍선을 샀니? ,그들의 책s을 읽지 않는 것은 가능하다.,그의 필통을 파는 것은 가능하다.,a 마법사와 결혼하는 것은 행운이니?,이 도시에서 공짜 wi-fi를 사용하는 것은 불가능했다.,an 늙은 강아지를 도와주는 것이 그의 의견이었다.,그 스컹크와 같이 사는 것은 말도 안 된다.,넌 나를 감시하면 안 된다.
11,그녀는 some 나무s로 a 탱크를 만들려고 노력했다.,그가 내일 a 슬픈 책을 읽지 않는 편이 낫다.,우리는 그의 부엌에 머무르지 않는 편이 낫다.,넌 일어나려고 하지 않니?,the 노란색 표지를 바꾸지 말자!,당신은 내일 몇 시에 일어나려고 합니까?,the 검은색 설탕을 바꾸지 말자! ,난 나의 엄마와 음악을 공부해야만 한다.,난 시내서 a 마스크 팩을 사려고 한다.,a 상어와 싸우기 위해 ,a 교도소에 가지 않기 위해 마약을 끊는 편이 어때?,난 나의 집을 청소하기 위해 a 파리를 죽일 것이다.,넌 너의 정원을 깔끔하게 만들고 싶니?,넌 a 인형극을 보려고 지난밤 여기에 왔었니?,매일 아침 사과s를 먹는 것은 너의 피부에 좋다.,a나무 위에서 the 피아노 치는 것은 위험하다.,a 귀신으로부터 an apple를 받는 것은 불가능하니?,이 도시에서 공짜 wi-fi를 사용하는 것은 불가능하지 않았다.,a 구름 위에 꽃s을 심는 것은 그의 장래 꿈이었다.,이렇게 a 공을 잡는 것은 가능하다.,넌 그를 보러 the 경찰서에 갈 필요가 없다.
12,그는 the 안내소를 찾으려고 노력했다.,내가 그녀의 차를 꽃s으로 장식하는 편이 낫다.,a 여왕은 저녁으로 돼지고기를 먹는 편이 낫다.,넌 만나려고 하니?,내일 일찍 그를 만나라! ,넌 어제 어디서 그 가난한 왕을 만났니?,이번 주말에 스티커s the 도로에서 팔아라! ,난 어쨌든 그를 도와줘야만 해. ,넌 매일 밤 the 달 주위에 있는 별s을 센다. ,그를 이기기 위해서,넌 그를 이기기 위해서 매일 the bag을 치니?,난 너를 만나기 위해 수영해서 the 섬에 갈 수 있다.,난 나의 정원을 깔끔하게 만들고 싶다. ,넌 the 운전시험에 합격하기 위해 공부해야만 하니?,the 산속에 혼자 있는 것은 위험하다.,일찍 학교에 가는 것은 슬프다.,the 큰 교실에서 담배를 피우는 것은 괜찮니?,수업 중 꿈꾸는 것은 가능했습니까?,a 고릴라를 괴롭히는 것은 a 부끄러운 일이다. ,the 사기꾼을 속이는 것은 쉬웠다.,넌 내일 누구랑 a 노래를 부르고 싶니?
13,그가 그곳에서 노래를 부르지 않으려고 노력했다.,내가 그들과 일을 하지 않는 편이 낫다.,the 악마가 헛소리하지 않는 편이 낫다.,당신은 놀 수 있습니까?,저가 당신의 코를 사용해도 됩니까? ,당신은 왜 그녀의 강아지와 놀아야만 합니까?,저가 당신의 향수를 사용해도 됩니까? ,난 7시에 저녁밥을 먹으려고 한다.,넌 너의 남동생을 돌보아야만 한다.,the 아기를 보려고 ,넌 the 아기를 보려고 the 불을 켜야만 했니?,난 그녀의 핸드백을 교환하기 위해 the 할인매장에 간다.,난 나의 정원을 깔끔하게 만들고 싶지 않다. ,넌 a 아기를 잠재우기 위해 the TV를 꺼야만 했니?,a Night club에 가는 것은 춤을 공부하는 것이다.,a 깔끔한 소녀와 춤추는 것은 행복하다.,저 생쥐처럼 행동하는 것은 a 부끄러운 일이니?,수업 중 꿈꾸는 것은 가능했다.,the 금메달을 따는 것이 나의 희망이다.,a 날고 있는 여우에 관하여 이야기하는 것은 a 거짓말이었다.,넌 왜 그를 믿었지?
14,그녀가 손가락s으로 a 원을 만들려고 노력했다.,그녀가 그 개와 a 한국노래를 부르는 것이 낫다.,그가 the 큰 바지s를 안 입는 편이 낫다.,넌 키우니?,넌 언제 서울로 돌아갈 거니?,넌 어디서 the 같은 향수를 살 거니?,넌 언제 너의 나라로 돌아 갈거니?,난 그 노래의 the 제목을 바꿔야만 해.,난 그 숨겨진 돈을 사용해야만 해.,the 영어시험에 합격하기 위하여 ,넌 the 시험에 합격하려고 요즈음 열심히 공부하니?,난 a 눈사람을 만나기 위하여 에스키모에 가려고 한다.,넌 a 거인을 만나러 the 해변에 갈 수 있니?,너는 the I.Q. 시험에 합격하기 위하여 열심히 공부하니?,역사를 공부하는 것은 a 역사가가 되는 것이다.,매일 영어 공부하기가 어렵다. ,a 사자를 사냥하는 것은 위험하니?,수업 중 꿈꾸는 것은 가능하지 않았다.,그녀의 고무줄을 훔치는 것은 나의 실수였다.,여기서 a 배터리를 충전하는 것이 가능하다.,난 그를 믿지 않았다.
15,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,
19,그가 그녀에게 태양 에너지를 주지 않으려고 노력했습니다.,우리가 the 눈을 녹이는 편이 낫다.,그들이 the 민감한 뱀을 공격하지 않는 편이 낫다.,당신은 달리고 싶습니까?,그녀가 어떻게 the 챔피언을 이길 수 있니? ,당신은 12년s 전에 누구를 도와주었습니까? ,그가 왜 a 수박을 먹을 수 없니?,난 더 이상 너에게 the 광천수를 줄 수 없다.,우리가 더 이상 네가 돈 훔치는 것을 도와줄 수 없다.,a terrorist 와 결혼하지 않으려고,넌 건강해지려고 a 비타민을 복용할 거니?,난 a 훌륭한 요리사가 되기 위해 the 요리법을 배우고 싶다.,네가 the 토끼를 기다리기 위해 an 우산을 사는 편이 낫다.,넌 체중을 늘리려고 돼지고기를 먹었니? ,음악을 공부하는 것은 a 음악가가 되는 것이다.,a 현명한 말을 사는 것은 a 좋은 계획이다.,a 수다쟁이(chatterbox)와 말하는 것이 너의 취미가 아니니?,젖은 손s으로 the 플러그를 바꾸는 것은 위험했니?,the terrorist와 싸우는 것은 위험하지 않았다.,a 썩은(rotten) 복숭아를 파는 것은 말도 안 된다.,그가 나의 이야기를 믿을 필요가 없었다.
20,그가 an 중요한 데이터를 다운로드 하려고 노력했습니다.,네가 오늘 밤 그녀의 방을 사용하지 않는 편이 낫다.,그 경찰은 the 학교 주위에서 담배를 피우지 않는 편이 낫다.,당신은 나를 도와줄 수 없습니까?,그가 왜 a 수박을 먹을 수 없니? ,당신은 왜 그 군인과 춤을 추었나요?,the 종이 기차를 가지고 놀자! ,난 그 드라마의 the 제목을 바꿀 수 있다.,그녀가 더 이상 a 더러운 친구와 살 수 없다.,빵을 먹기 위해 ,난 a 곰을 만나지 않으려고 매일 여기에 온다.,난 a 악마와 토론(discuss)하기 위해서 지옥에 걸어가야만 한다.,네가 a 늑대를 팔기 위해 the 시장에 가지 않는 편이 낫다.,난 a 농부를 만나기 위하여 거기에 9시에 도착할 것이다.,a 돼지에 관한 꿈을 꾸는 것은 너의 돼지를 잃어버리는 것은 아니다.,그녀의 장점s에 관하여 이야기하는 것은 좋은 생각이다.,내일 그녀에게 전화하는 것은 가능하지 않니?,젖은 손s으로 the 플러그를 바꾸는 것은 위험했다.,the 물속에서 담배를 피우는 것은 위험하지 않다.,그 판사를 속이는 것이 말이 되지 않았다.,넌 열심히 공부하려 커피 마시려고 하니?
21,그녀는 그녀의 근육을 크게 만들지 않으려고 노력했다.,그들이 a 큰 꿈을 가지는 편이 낫다.,그 경찰관은 그에게 그 가스총을 보여 주지 않는 편이 낫다.,넌 갈거니?,the 종이를 a 칼로 자르자! ,당신은 한국에 관하여 무엇을 기억합니까?,넌 왜 나의 이미지에 대하여 나에게 말할 수 없니?,난 내일 그들을 만나려고 하지 않는다.,넌 매일 그녀와 악수s하지 않는다.,a 책상을 안 옮기려고,난 그의 집을 부수기 위해 a 망치를 빌릴 필요가 없었다.,일찍 잠자기 위해 일찍 그것을 마치자! ,넌 나와 결혼하기 위해 a 의사가 될 수 없니?,내가 a 상품권을 받으려고 너에게 전화할 필요가 없었다.,지옥에 가는 것은 an 천사를 만나는 것은 아니다.,the 금성에 가는 것은 식은 죽 먹기(a piece of cake)다.,the 교과서에 집중하는 것이 가능하지 않니?,젖은 손s으로 the 플러그를 바꾸는 것은 위험하지 않았다.,a 울고 있는 인형처럼 행동하는 것은 a 힘든 액션이었다.,지옥에서 장수하는 것은 말도 안 된다.,넌 어떻게 the 문제를 쉽게 풀었니?
22,그녀는 그의 생일을 축하해 주려고 노력했다.,오늘 우리가 the 창문을 잠그는 편이 낫다.,우리는 그의 거짓 이야기를 믿지 않는 편이 낫다.,당신은 기억해야만 합니까?,넌 어디서 그를 만나려고 하니? ,넌 어떻게 기초문법을 가르치려고 하니? ,당신은 무슨 음식을 주문하시겠습니까? ,난 a 나무 아래서 a 집 없는 푸들을 키워.,넌 영어를 잘 말할 수 없다.,그의 boss 에게 전화하기 위하여,넌 빵을 먹기 위해 나처럼 행동 할 필요가 없다.,난 a 토끼를 만나러 그 숲에 갈 수 있었다.,"그래,난 너랑 결혼하기 위해 a 의사가 될 수 있다.",넌 잠을 안 자려고 the 불을 켰니?,여름에 a 눈사람을 만드는(build)것은 불가능하다.,그 응원단장과 결혼하는 것은 불가능하다.,이렇게 a 공을 잡는 것은 the 올바른 방법이 아닙니까?,the 파일을 다운로드하고 그것을 편집하는 것이 불가능했니?,a 춤추는 코브라를 만지는 것은 위험하지 않았다. ,천국에서 a 경찰관이 되는 것이 나의 꿈이 아니다.,난 그의 아빠를 도와주려고 그의 집에 가려고 한다. 
23,그는 the 아침에 서두르지 않으려고 노력했다.,내가 이 게임은 포기하는 편이 낫다.,넌 내일 술을 끊는 편이 낫다.,넌 그것을 사용해야만 했니?,당신은 무엇을 주문하시겠습니까? ,넌 어디서 a 말하는 새를 만났니? ,당신은 누구랑 놀 수 있습니까?,난 the 가계의 the 이름을 작년에 바꿨다.,넌 혼자서 그것을 하는 것이 어때!,말들과 춤을 안 추려고,a 뱀을 키우기 위해서 a 뱀을 잡지 마라!,난 a 차를 사기 위해 널 속일 수 없었다.,"아니, 난 너랑 결혼하기 위해 a 의사가 될 수 없다.",넌 the 책상을 페인트칠하려고 a 모자를 섰니?,봄에 밖에 나가는 것은 너의 피부에 나쁘다.,그의 저작권을 사용하는 것은 불가능하다.,그녀의 가족을 만나는 것은 정말 어렵지 않습니까?,the 파일을 다운로드하고 그것을 편집하는 것이 불가능했다.,겨울에 a 치마를 입는 것은 춥다. ,the 깡패를 이기는 것은 어렵지 않았다.,너 혼자 탁구를 배우기는 어려워. 
24,그가 a 더러운 새를 깨끗하게 만들려고 노력했습니다.,그들이 그녀의 아빠를 곧 깨우는 편이 낫다.,넌 밤에 많은 물을 마시지 않는 편이 낫다.,살지 마라!,넌 몇 개의 사과s를 먹을 수 있니? ,넌 the 상어지느러미를 언제 팔았니?,넌 내일 몇 시에 여기에 올 수 있니?,난 지난주에 그의 차를 빌려야만 했다.,난 TV로 축구 경기를 본다.,나를 도와주기 위해,난 그들에게 작별 인사를 하려고 the 문을 열어야만 했다.,넌 a 콘서트 티켓을 팔기 위하여 그에게 전화하려고 하니?,일찍 일어나기 위해 지금 자는 것이 어때?,난 열심히 일하기 위해 술을 끊을 것이다. ,a 강아지를 파는 것은 엄마를 행복하게 만드는 것이다.,너 없이 the 가짜 비행기를 파는 것은 정말 불가능하다.,그녀의 엄마에게 말대꾸하는 것은 나쁘지 않은가요?,the 파일을 다운로드하고 그것을 편집하는 것이 불가능하지 않았다.,영국에서 영어 공부하는 것이 우리들의 목표다.,그의 엄마처럼 열심히 공부하는 것은 쉽지 않다.,난 a 게으른 여우와는 놀지 않을 거다. 
25,그가 그녀를 a 사진 축제에 초대하려고 노력했다.,그녀가 여기서 오래된 책s을 태우는 편이 낫다.,네가 돈 걱정은 하지 않는 편이 낫다.,바꾸지 말자!,넌 무슨 꽃s을 키우니? ,넌 언제 너의 마음을 바꿀 거니? ,넌 한꺼번에(at once)몇 개의 사과s를 먹을 수 있니? ,네가 나의 휴대폰을 언제든지 사용해도 된다.,여기서 기다려. 난 곧 돌아올 거다. ,the 탱크를 수리하기 위해,넌 나를 도우러 일찍 여기에 올 수 있니?,난 늑대들과 춤을 추기 위해 a 가면을 쓸 것이다.,저 천사처럼 날기 위해 두 개의 날개s를 사자!,난 the 사자s들과 춤을 추려고 a 휴식을 한다.,그녀의 코를 바꾸는 것은 a 곰을 속이는 것이다.,the 아침에 an 달걀을 먹는 것은 너의 목소리에 좋다.,the 도시 주변을 걸어가는 것은 어렵지 않나요? ,그들에게 운전을 가르치는 것이 중요했습니까?,the sports car를 the 눈 속에서 운전하는 것은 위험했다.,돈 없이 영국에 가는 것이 나의 임무가 아니었다. ,"그럼, 넌 방과 후에 누구랑 놀 거니"
26,그가 a 벼룩시장에서 그것을 사지 않으려고 노력했습니다.,그가 그녀를 내일 인터뷰하지 않는 편이 낫다.,그녀가 나랑 오후에 요가 하는 편이 낫다.,넌 가르칠 수 없니?,당신은 누구와 같이 춤을 추었나요? ,저 나무 a 사진 찍자! ,당신은 왜 a 비가 오는 날 a 시소를 탈 수 없습니까?,저가 당신에게 a 생일 선물을 드리고 싶습니다.,넌 나의 여동생과 사과주스를 만들었다.,a 책을 안 읽으려고,난 커피를 마시러 the 도서관에 가려고 한다.,오래 살기 위해 녹차를 마시자!,난 a 좋은 가수가 되기 위해 춤을 배울 것이다.,물 마시러 저가 집에 가도 됩니까?,the 돈을 확인하는 것은 그녀의 아들을 믿지 않는 것이다.,혼자 기초영문법을 공부하기가 어려워.,그녀의 취미를 기억하는 것은 불가능하지 않습니까?,그들에게 운전을 가르치는 것이 중요했다.,a 고무줄을 가지고 노는 것은 안전하지 않았다.,a 거짓말을 잘하는 것이 나의 큰 목표이다. ,넌 그 노래를 설명하려고 여기에 왔니?
27,그녀가 느리게 달리려고 노력했다.,내가 꽃s을 나란히 놓지 않는 편이 낫다.,난 그 호랑이의 반지를 훔치지 않는 편이 낫다.,넌 수영하려고 하니?,넌 왜 일찍 자려고 하지 않니?,내일 저에게 전화해 주시겠습니까?,넌 왜 그들을 지금 깨우려고 하지 않니?,난 매일 많은 사과s를 딴다.,난 시멘트로 a 멋진 집을 만든다.,커피 한잔 마시려고,넌 그것을 자르기 위해 a 가위를 준비해야만 해.,하나님을 만나러 지옥에 가는 것이 어때?,넌 태양열을 이용하려고 a 거울을 샀니?,넌 물을 마시러 집에 갈 필요가 없다.,아빠를 안아 주지 않는 것은 아빠를 사랑하지 않는 거다.,혼자 기초영문법을 통달하기가 어려워.,a 사자와 같이 노는 것은 아주 위험하지 않습니까?,그의 낡은 피아노를 고치는 것이 어렵지 않았다.,지옥에서 나쁜 음식을 만드는 것이 그의 꿈이다.,the 아픔을 잊어버리는 것은 쉽지 않았다.,난 그 노래를 설명하려고 여기에 오지 않았다.
28,,,,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,,,,,,,
