INDEX,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
10,너는 마시고 있니? ,넌 해결하고 있지 않니?,그가 the 계단s을 내려가고 있지 않습니까?,그녀가 the 문을 잠그고(lock) 있습니까?,그의 남동생이 the 언덕을 올라가고 있지 않습니다.,한 마리 토끼가 an 공식 행사를 준비하고 있었니? ,그들은 지금 the 운동장에서 배구하고있어.,그가 왜 the땅을 파고 있었는데? ,a 거대한 아기를 안는 것이 힘이 드니?,그리고 난 나의 엄마를 바꾸고 싶어. ,우리가 그 교통사고(traffic accident)를 설명하니? ,우리는 매일 아침 그 수수께끼를 설명하니? ,우리가 매일 아침 무엇에 대하여 이야기하느냐고?, 너의 선생님은 많은 꽃s을 꺾으려고 the 들판에 간다.,그들은 a 선생님을 만나러 the 감방(prison)에 간다.,우리는 기도하러 a 노래방에 간다. ,우리가 a 키 큰 말을 타지 않니?,너의 엄마는 팔 a 걸레를 가지고 있지 않니? ,매년 그 소방관은 나의 정원을 둘러본다. ,왜 그녀는 그 teddy bear와 카드게임s을 하지 않니? ,난 the 운동장에서 a 트럭을 운전하고 있단다.
11,난 춤을 추고 있다. ,그녀가 놀고 있지 않니? ,그들은 the 높은 계단s을 올라가고 있습니다.,그는 지금 the 불을 끄고 있지 않습니다. ,그녀의 여동생이 the 사다리(ladder)를 올라가고 있다.,두 마리 토끼s들이 a 빨간 신호를 무시하고 가고 있었니? ,그들이 누구랑 배구하고 있니?,그는 an 양파를 심기 위해 the 땅을 파고 있었다.,난 그 그림에 대하여 너에게 설명하고 싶다. ,넌 그들을 칭찬하면(praise) 안 된다. ,저가 a 걸레로 the 바닥을 닦느냐고요? ,저가 매일 저녁 the 링크를 클릭하느냐고요? ,저가 몇 대의 장난감 기차s를 가지고 있냐고?, 그녀의 남동생은 그의 전화번호를 알려고 그녀에게 전화한다.,우리는 매년 a 잠자는 개 옆에서 운다,a 생쥐가 오래 살려고 상어지느러미를 먹습니다.,그는 the 무서운 사자를 동영상으로 촬영하지 않니?,우리가 그녀의 첫 번째 실수를 기억하지 않느냐고? ,매년 그 소방관은 나의 정원을 둘러보지 않는다. ,그들이 지금 누구랑 녹차를(green tea) 마시고 있니? ,나도 the 트럭을 운전하고 싶어. 
12,나는 마시지 않고 있어. ,그가 청소하고 있지 않니? ,그가 어떻게 그 어려운(difficult) 노래를 부르고 있습니까?,그녀가 지금 the 버스에서 내리고(get off) 있습니다. ,그가 the 사다리를 내려가고 있지 않습니다. ,새 한 마리가 a 빨간 신호를 무시하고 가고 있었니? ,그들은 그들의 급우s들과 배구를 하고 있다,너는 왜 너의 손을 흔들고 있니? ,그의 양말s 냄새를 맡지 마라! ,그들이 왜 the 보물(treasure)을 the 책상 위에 놓아두려고 합니까? ,그들은 매일 아침 the 첫 버스를 놓칩니까? ,그들은 매년 a 새로운 필통을 소개합니까? ,매년 그들은 몇 명의 새로운 선생님들을 초대합니까?, 나의 친구는 그의 이름을 매일 잊어버린다.,그녀는 그녀의 아이스크림을 찾으러 the 학교에 간다,a 소녀는 그녀의 용 문신을 제거하려고 a 특별한 비누를 삽니다. ,그들은 너의 얼굴을 잊어버리지 않니?,그들은 너의 까다로운 성격을 잊어버리지 않니? ,그가 지금 a 나무 위에서 a 만화책을 읽고 있니? ,왜 당신은 지금 최선을 다하고 있지 않습니까? ,절대 안 돼!! 
13,그가 a 잡지를 읽고 있니? ,우리가 던지고 있지 않니? ,그들이 지금 그녀의 집에 가고 있습니다.,나는 지금 버스에서 내리고 있습니다.,그의 남동생이 그의 슬리퍼s를 벗고 있다.,새s 두 마리가 이 창문을 통하여 들어오고 있었니? ,넌 지난밤 엄마와 무엇을 하고 있었니?,나는 너에게 안부 인사하려고 나의 손을 흔들고 있어. ,저가 물 좀 마셔도 되요? ,어제 그녀가 몇 개의 호박s을 팔았니? ,우리가 저 바위를 매일 미느냐고? ,우리가 매일 아침 a 수면제를 먹느냐고? ,우리가 왜 매주 훌라후프를 돌리느냐고?, 그 소방관은 매일 the 불 속에 산다.,a 건강한 간호사는 a 아픈 의사를 돌봅니다.,우리는 우리들의 비자금을 찾기 위해 the 땅을 판다. ,우리가 그녀를 용서해 주지 않느냐고?,그녀는 지금 가상화폐를 많이 가지고 있니? ,그가 지금 a 나무 위에서 a 만화책을 읽고 있어. ,넌 지난밤 엄마와 무엇을 요리하고 있었니? ,"사실, 그녀는 두개의 수박을 사고 싶어 합니다. "
14,그가 a 잡지를 읽고 있다. ,그들이 a 쉬고 있지 않니? ,그가 지금 the 떨어지고 있는 별s 을 보고 있지 않습니까?,그가 the 맛있는 뼈다귀(bone)를 맛보고 있지 않습니다.,그가 나의 이야기를 듣고 있지 않습니다. ,세 마리 새s가 저 문을 통하여 날아가고 있었니? ,난 지난밤 엄마와 a 병따개로 a 병을 따고 있었어.,그녀가 왜 그의 코를 잡고 있었니?,the 호랑이를 사냥하러 저 산에 가자!,넌 중국에서 하루에 몇 시간s 일했니? ,우리가 3장의 수건s을 말리느냐고?,우리가 매달 3장의 수건을 더럽게 만드느냐고? ,우리가 몇 장의 수건s을 매일 말리느냐고?, 우리가 우리의 뇌를 위해 신선한(fresh) 물을 마신다.,그는 매일 밤 a 마술쇼를 보러 the 극장에 간다.,우리가 a 샤워하려고 위해 뜨거운 물을 튼다. ,우리가 그 답을 알고 있느냐고?,우리가 그녀의 사무실을 알고 있느냐고? ,그가 지금 a 나무 위에서 a 만화책을 읽고 있지 않아. ,내가 지난밤 a 킹크랩을 뒤쫓고 있었기 때문에 ,그러나 그녀는 a 수박을 살 충분한 돈을 가지고 있지 않습니다. 
15,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,
19,우리가 the벌거벗은 물고기를 껴안고 있니? ,그녀가 그녀의 고양이를 뒤쫓고(chase) 있지 않니? ,왜 우리는 최선을 다하고 있지 않습니까?,우리는 그의 머리를 긁어(scratch)주고 있습니다.,그가 the 집 없는 불독을 만나고 있습니다. ,8명의 학생s이 그의 엄마에게 말대꾸하고 있었니? ,넌 오늘 아침에 아빠와 무엇을 하고 있었니?,왜냐하면 그가 코를 골고 있었기 때문에 ,넌 어제 나에게 몇 번s 전화했는데?,넌 일본에 몇 일s 머무르려고 하니? ,그녀는 the 당근을 맛봅니까? ,그녀는 매시간 the 녹차를 맛봅니까? ,그녀는 왜 매시간 a 복숭아를 먹습니까?,그는 한 잔의 코코아를 the 테이블 위에 놓는다.,그녀는 겨울에 a 귀신을 놀라게 한다.,그녀는 맛있는 배s를 팔기 위해 주말마다 배s를 고른다. ,그녀는 너를 무시하지(ignore) 않니?,그는 모든 사람에게 립서비스를 하지 않니? ,그녀는 매년 an 사과나무를 심니? ,그러나 두 소년은 매일 밤 그 길 잃은 귀신을 따라갑니다. ,넌 그녀에게 a 읽을 책을 주지 않니? 
20,우리는 the벌거벗은 물고기를 껴안고 있다. ,그녀가 그녀의 고양이를 뒤쫓고 있지 않아. ,우리는 최선을 다하고 있지 않습니다.,왜 그들은 지금 그녀를 구해 주고 있지 않습니까?,그녀의 친구가 a 이상한 노래를 부르고 있지 않습니다.,그들이 the 창문을 통하여 들어오고 있었다. ,난 오늘 아침에 아빠와 한 시간 서 있었다.,그는 전혀 코를 골고 있지 않았다. ,그 무서운(scary) 선생님을 내일 만나라! ,저가 저 자신을 당신에게 영어로 소개 하고 싶습니다. ,우리가 a 두통에 좋은 물을 마십니까? ,우리가 매년 봄 검은 우유를 마십니까? ,그는 얼마나 자주 the 운동장에서 a 큰 공을 굴립니까?,그녀는 a 도둑을 잡으러 the 학교에 간다. ,a 고양이가 a 호랑이를 힘껏 주먹으로 때립니다.,우리는 너를 보려고 a 시소를 탄다. ,우리가 그들의 엄마를 치료하지 않느냐고?,그들이 쏠 an 화살을 만들지 않니? ,그녀는 매년 an 사과나무를 심는다. ,그리고 a 강아지가 매시간 a 겁먹은(frighten) 코끼리를 만진다.,그들이 너의 의견을 무시하지 않니? 
21,우리는 the벌거벗은 물고기를 껴안고 있지 않아. ,그녀가 그녀의 고양이를 뒤쫓고 있어. ,넌 a 껌을 씹고 있지 않니? ,지금 비가 내리고 있니?,그의 미술 선생님은 a 약국에 가고 있습니다. ,그녀가 the 구멍을 통하여 들어오고 있었다. ,네가 the 은행에서 돈을 세고 있었기 때문에,a 경찰관이 왜 도망가고 있습니까? ,넌 그의 멋진 눈사람을 훔치고 싶니? ,나는 가르치는 것은 배우는 것이라고 생각해.,그는 케이블카를 타고 쇼핑갑니까? ,우리가 기도하러 교회 가느냐고요? ,그들은 일 년에 몇 번 당신의 컴퓨터를 사용합니까?,그녀는 나를 보기 위해 그녀의 눈s을 뜹니다.,그녀는 빈 깡통(empty cans)을 버리려고 a 쓰레기통을 수리한다.,그는 그의 기분을 바꾸려고 쇼핑간다. ,그는 너에게 돈을 빌려주지 않니?,넌 너의 입을 소금물로 행구지 않니? ,그녀는 매년 an 사과나무를 심지 않는다. ,네가 큰 소리로 나를 응원하고 있었기 때문에 ,그녀는 금연 표시를 무시하니? 
22,그가 a 겁쟁이 소년과 싸우고 있니? ,그들이 그녀와 야구를 하고 있지 않니? ,그들은 나의 몸 상태를 확인하고 있습니다. ,지금 비가 내리고 있다.,그 얼룩말이 the 모래성을 파괴하고(destroy) 있습니다. ,"그 때, 눈이 오고 있었다.",난 그냥 두 시간 너를 기다리고 있었다. ,a 강도가 a 경찰관을 뒤쫓고 있기 때문입니다.,소개해 줄 a 과학자가 있다. ,나는 가르치는 것이 배우는 것이라고 생각하지 않는다.,그들은 매일 우리를 놀라게 합니까? ,the 지도자가 그 팀을 이끄나요? ,그녀의 엄마는 하루에 몇 번 그녀의 집 주위를 달립니까?,그들은 손을 잡고 the 태평양을 건넙니다.,그들은 화요일마다 a 최첨단 기술을 소개한다.,그들은 가상화폐s를 팔러 the 은행에 간다. ,그들은 너에게 a 수건을 던지지 않니?,그녀가 너를 의심하지 않니? ,너의 엄마가 너에게 줄 물을 가지고 있지 않니? ,그들은 무엇으로 a 장난감 비행기를 만들고 있습니다. ,그러나 그녀의 아빠는 술과 담배를 해. 
23,그가 a 겁쟁이 소년과 싸우고 있다. ,그들은 그녀와 야구를 하고 있지 않아. ,우리가 the 노래 후렴부에 맞춰 춤을 추고 있지 않습니다.,지금 눈이 내리고 있지 않니? ,당신의 엄마가 포도를 따고 있습니까?,한 학생이 the 단추 구멍을 통하여 들어오고 있었다. ,그녀가 여기서 춤을 추고 있지 않았음에도 불구하고,그녀가 수영하고 있었을 때,그녀가 내일 정시에 돌아올 수 있을까?,왜 그녀가 어제 a 결정적인 증거를 너에게 말했니? ,그녀의 엄마가 a ketchup을 살 충분한 돈을 가지고 있니? ,그들은 화요일마다 game points를 확인합니까? ,우리가 놀기 위해 the 운동장에 갑니까?,그가 a 호랑이를 잡으러 the 바다(sea)에 간다.,우리가 토요일마다 the 창문에 a 무지개를 그립니다. ,그들은 points를 교환하기 위해 points를 확인한다. ,그녀의 엄마가 점심값을 내지 않니?,그녀는 너의 의견을 무시하지 않니? ,나의 엄마가 나에게 줄 물을 가지고 있어. ,넌 너의 나라(your country)를 위해 무엇을 할 수 있니? ,그의 여동생은 the 길에 쓰레기를 버리지 않는다. 
24,그가 a 겁쟁이 소년과 싸우고 있지 않아. ,그들은 그녀와 the 운동장에서 야구 하고 있어. ,왜 그가 지금 최선을 다하고 있지 않습니까?,지금 눈이 내리고 있지 않아.,당신의 여동생이 그 쓰레기를 묻고 있어.,두 명의 학생s이 a 복숭아나무 옆에 서 있었다.,그녀가 그들과 여기서 춤을 추고 있지 않았기 때문에.,그녀가 the 깊은 강에서 수영하고 있었을 때,24. 난 너랑 컴퓨터 모의 게임s을 할 수 없다.,"그 때, 그녀는 나에게 말해 줄 a 결정적인 증거가 없었어. ",그의 친구는 the 선택사항을 검토합니까? ,그녀는 살기 위해 그녀의 눈s을 뜨나요? ,그의 친구는 어디서 그 몸짓을 연습합니까?,그녀는 그의 집을 청소하기 위해 쓰레기통(trash can)을 산다.,너의 선생님은 주말마다 나를 만나러 여기에 온다. ,우리는 부자가 되기 위해 the 달 아래서 춤을 춘다. ,그녀는 너의 명품 양복을 부러워하지 않니?,그는 커피를 만들기 위해 물을 끓이지 않니? ,나의 엄마가 나에게 줄 물을 가지고 있지 않아. ,그의 친구는 그의 배에 a 문신이 있다.,너 지금 그 가계 안에서 무엇을 하고 있어? 
25,그가 a 잡지를 읽고 있지 않다. ,그가 그녀에 관하여 불평하고 있지 않니? ,넌 지금 어디에 가고 있니?,지금 바람이 불고 있니? ,그 해결사가 그 문제를 해결하고 있습니까? ,"그 때, 바람이 불고 있었다. ",그래서 그녀의 엄마가 the 마당을 청소하고 있어.,a 큰 개구리가 그녀를 보고 있었다.,넌 지금 그들과 무엇을 하고 있니?,나는 그들에게 팔 an 공항을 가지고 있지 않아. ,그들은 매일 너의 개를 훈련 시킵니까? ,그들은 토요일마다 저 높은 다리를 건넙니까? ,그들은 화요일마다 무엇을 확인합니까? ,a 용감한 고양이가 a 생쥐를 치료합니다.,나의 엄마는 매일 밤 나의 점수를 the 벽에 적는다. ,그의 친구는 a 가정교사와 영어를 복습한다. ,그들은 술 담배를 하지 않니?,그녀의 남동생은 공부하기 위해 그 계획을 취소하지 않니? ,너의 술 취한 아빠가 너의 엄마에게 거짓말을 하고 있었니? ,그들은 월요일마다 the 같은 실수를 한다. ,난 지금 그 가계에서 a 회색 사과를 냄새 맡고 있어. 
26,그녀가 세수하고 있니? ,그는 그녀에 관하여 불평하고 있다. ,그녀가 a 옷걸이를 잡고 있지 않습니까? ,지금 바람이 불지 않아.,그 교장선생님(principal)이 빈 병s을 버리고 있지 않습니까?,수줍음을 타는 아기s 두 명이 미소 짓고 있었다. ,그러나 그녀는 그에게 a 슬픈 노래를 가르치고 있지 않는다.,네가 택시를 부르고 있었을 때 ,그녀가 내일 너를 구해 주러 여기에 올 거야.,"예를 들면, 그가 지금 the 꽃 가게에서 a 거울을 팔고 있어. ",그녀는 매일 아침 a 불사조를 치료하나요? ,the 소녀는 the 창문을 통해서 나갑니까? ,두 소녀s는 왜 서로서로 도와주니?,그의 여동생은 the 부서진 거울을 수리합니다.,그녀의 엄마는 매일 the 세탁기를 씻는다. ,두 마리의 곰은 a 최신 휴대폰을 전시하려고 the 창문을 닦는다.,넌 너의 몸무게를 모르니?,a 돼지는 너랑 놀려고 여기에 오지 않니? ,"물론이지, 나의 아빠가 나의 엄마에게 거짓말을 하고 있었어. ","어쨌든, 두 마리의 새는 수요일마다 a 첨단 날개(high-tech wings)를 전시합니다. ",넌 몇 개의 사과s를 사고 싶어? 
27,그녀가 세수하고 있지 않다. ,그는 그녀에 관하여 불평하고 있지 않다. ,우리가 a 풍선껌을 지금 씹고 있지 않습니다. ,그들이 the switch를 확인하고 있니?,그 박사가 왜 그 과제(task)를 연구하고 있습니까? ,"그때, 비가 오고 있었다.",그래서 우리가 여기서 an 화살을 쏘고 있었다. ,난 the 다음 버스를 기다리고 있었다. ,난 지난주에 그의 황당한 질문에 답을 할 수 없었다. ,그러나 그들은 the 가계에서 a 거울을 사고 싶지 않았어. ,생쥐 한 마리가 a 무서운 고양이를 돌보니? ,그녀는 a 현미경을 통해 a 세포를 보니? ,그들은 토요일마다 누구와 저 위험한 철길을 건넙니까? ,너는 the 죽은 귀신과 중국어로 이야기한다.,나는 너에게 보여주려고 the 얼룩말을 훔친다. ,그들은 갈색 비눗방울s을 만들기 위해 the 갈색 비누를 녹입니다. ,그녀가 너를 의심하지(doubt) 않니?,그녀의 엄마는 술과 담배를 하지 않니? ,"어쨌든(anyway), 나의 아빠가 나의 엄마에게 거짓말을 하고 있지 않았어. ","그때, 그녀가 너를 따라가고 있지 않았니? ",난 2개의 사과s만 살 수 있는 돈을 가지고 있어서
28,,,,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
