INDEX,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
14,She/tried/to/make/a/circle/with/fingers.,She had/better sing/a/Korean/song/with/the/dog.,He/had/better/not/wear/the/big/pants.,Do/you/grow?,When/will/you/get/back/to/Seoul?,Where/will/you/buy/the/same/perfume?,When/will/you/get/back/to/your/country?,I have/to/change/the/title/of/the/song.,I/have/to/use/the/hidden/money.,to/pass/the/English/test,Do you/study hard/these days/to/pass/the/English/test?,I'm going/to go/to/Eskimo/to/meet/a/snowman.,Can you/go to/the/beach/to/meet/a/giant?,Do/you/study/hard/to/pass/the/I.Qtest?,To/study/history/is/to/be/a/historian.,It's/hard/to/study/English/everyday.,Is/it/dangerous/to/hunt/a/lion?,It/wasn't/possible/to/dream/in/class.,Stealing/her/rubber/band/was/my/mistake.,Charging/a/battery/here/is/possible.,I/didn't/believe/him.
15,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,
19,He tried/not/to/give/solar/energy/to/her.,We/had/better/melt/the/snow.,They/had/better/not/attack/the/sensitive/snake.,Do/you/want/to/run?,How/can/she/beat/the/champion?,Who/did/you/help/twelve/years/ago?,Why/can't/he/eat/a/watermelon?,I/can't/give/you/the/mineral/water/anymore.,We/can't/help/you/steal/money/anymore.,not/to/marry/a/terrorist,Will/you/take/a/vitamin/to/be/healthy?,I want/to learn/the recipe/to/be/a/great/chef.,You had/better buy/an umbrella/to/wait/for/the/rabbit.,Did/you/eat/pork/to/gain/weight?,To/study/music/is/to/be/a/musician.,It's a/good/plan/to/buy/a/wise/horse.,Isn't it/your/hobby/to/talk/with/a/chatterbox?,Was it/dangerous to/change/the/plug/with/wet/hands?,Fighting/against/the/terrorist/wasn't/dangerous.,Selling a/rotten/peach/is/out/of/the/question.,He/didn't/have/to/believe/my/story.
20,He/tried/to/download/an/important/data.,You/had/better/not/use/her/room/tonight.,The/police officer/had/better/not/smoke/around/the school.,Can't/you/help/me?,Why/can't/he/eat/a/watermelon?,Why/did/you/dance/with/the/soldier?,Let's/play/with/the/paper/train!,I/can/change/the/title/of/the/drama.,She/can't/live/with/a/dirty/friend/anymore.,to/eat/bread,I come/here/everyday/not/to/meet/a/bear.,I have/to walk/to hell/to/discuss/with/a/devil.,You had/better not/go to/the market/to/sell/a/wolf.,I'll arrive/there at/9/o'clock/to/meet/a/farmer.,To dream/about a/pig is/not/to/lose/your/pig.,It's a/good idea/to/talk/about/her/good/points.,Isn't/it/possible/to/call/her/tomorrow?,It was/dangerous to/change/the/plug/with/wet/hands.,Smoking/in/the/water/isn't/dangerous.,Cheating/the/judge/was/out/of/the/question.,Are you/going/to/drink/coffee/to/study/hard?
21,She/tried/not/to/make/her/muscle/big.,They/had/better/have/a/big/dream.,The/police officer/had/better/not/show/the gas gun/to him.,Will/you/go?,Let's/cut/the/paper/with/a/knife!,What/do/you/remember/about/Korea?,Why/can't/you/tell/me/about/my/image?,I'm/not/going/to/meet/them/tomorrow.,You/don't/shake/hands/with/her/every/day.,not/to/move/a/desk,I didn't/have to/borrow a/hammer/to/break/his/house.,Let's/finish/it/early/to/sleep/early!,Can't/you/be/a/doctor/to/marry/me?,I didn't/have to/call you/to/get/a/gift/card.,To go/to hell/is/not/to/meet/an/angel.,It's a/piece of/cake/to/go/to/the/Venus.,Isn't/it/possible/to/focus/on/the/textbook?,It wasn't/dangerous to/change/the/plug/with/wet/hands.,Acting like/a/crying/doll/was/a/hard/action.,Living long/in/hell/is/out/of/the/question.,How/did/you/solve/the/problem/easily?
22,She/tried/to/celebrate/his/birthday.,We/had/better/lock/the/window/today.,We/had/better/not/believe/his/fake/story.,Do/you/have/to/remember?,Where/are/you/going/to/meet/him?,How/are/you/going/to/teach/basic/grammar?,What/food/would/you/like/to/order?,I/raise/a/homeless/poodle/under/a/tree.,You/can't/speak/English/well.,to/call/his/boss,You don't/have to/act/like/me/to/eat/bread.,I could/go to/the/forest/to/meet/a/rabbit.,"Yes, I/can/be/a/doctor/to/marry/you.",Did you/turn/on/the/light/not/to/sleep?,To/build/a/snowman/in/summer/is/impossible.,It's/impossible/to/marry/the/cheer/leader.,Isn't it/the right/way to/catch/a/ball/like/this?,Was it/impossible to/download/the/file/and/edit/it?,Touching/a/dancing/cobra/wasn't/dangerous.,Being a/police/officer/in/heaven/isn't/my/dream.,I'm going/to go/to his/house/to/help/his/father.
23,He tried/not/to/hurry/up/in/the/morning.,I/had/better/give/up/this/game.,You/had/better/quit/drinking/tomorrow.,Did/you/have/to/use/it?,What/would/you/like/to/order?,Where/did/you/meet/a/talking/bird?,Who/can/you/play/with?,I changed/the/name/of/the/store/last/year.,Why/don't/you/do/it/alone?,not/to/dance/with/the/horses,Don't/catch/a/snake/to/raise/a/snake!,I/couldn't/cheat/you/to/buy/a/car.,"No, I/can't/be/a/doctor/to/marry/you.",Did you/wear/a/hat/to/paint/the/desk?,To go/out in/spring/is/bad/for/your/skin.,It's/impossible/to/use/his/copy/right.,Isn't/it/really/hard/to/meet/her/family?,It was/impossible to/download/the/file/and/edit/it.,Wearing/a/skirt/in/winter/is/cold.,Beating/the/gangster/wasn't/hard.,It's/hard/to/learn/table/tennis/by/yourself.
24,He/tried/to/make/a/dirty/bird/clean.,They/had/better/wake/up/her/father/soon.,You had/better not/drink a/lot/of/water/at/night.,Don't/live!,How/many/apples/can/you/eat?,When/did/you/sell/the/shark's/fin?,What/time/can/you/come/here/tomorrow?,I/had/to/borrow/his/car/last/week.,I/watch/soccer/game/on/TV.,to/help/me,I had/to open/the door/to/say/goodbye/to/them.,Are you/going to/call him/to/sell/a/concert/ticket?,Why don't/you/sleep/now/to/get/up/early?,I/will/quit/drinking/to/work/hard.,To sell/a/puppy/is/to/make/mother/happy.,It's really/impossible to/sell/the/fake/plane/without/you.,Isn't it/bad/to/talk/back/to/her/mother?,It wasn't/impossible to/download/the/file/and/edit/it.,Studying/English/in/England/is/our/goal.,Studying/hard/like/his/mother/isn't/easy.,I/will/not/play/with/a/lazy/fox.
25,He tried/to/invite/her/to/a/photo/festival.,She/had/better/burn/old/books/here.,You/had/better/not/worry/about/money.,Let's/not/change!,What/flowers/do/you/grow?,When/will/you/change/your/mind?,How/many/apples/can/you/eat/at/once?,You/may/use/my/cell/phone/anytime.,Wait/here.I/will/be/back/soon.,to/fix/the/tank,Can/you/come/here/early/to/help/me?,I will/wear a/mask/to/dance/with/the/wolves.,Let's buy/two/wings/to/fly/like/that/angel!,I take/a/rest/to/dance/with/the/lions.,To change/her/nose/is/to/cheat/a/bear.,It's good/for your/voice to/eat an/egg/in/the/morning.,Isn't/it/hard/to/walk/around/the/city?,Was/it/important/to/teach/them/driving?,Driving the/sports/car/in/the/snow/was/dangerous.,Going/to/England/without/money/wasn't/my/mission.,"Then,/Who/will/you/play/with/after/school?"
26,He tried/not to/buy/it/at/a/flea/market.,He/had/better/not/interview/her/tomorrow.,She had/better do/yoga/with/me/in/the/afternoon.,Can't/you/teach?,Who/did/you/dance/with?,Let's/take/a/picture/of/that/tree!,Why can't/you ride/a/see-saw/on/a/rainy/day?,I would/like to/give/a/birthday/gift/to/you.,You/made/apple/juice/with/my/sister.,not/to/read/a/book,I'm going/to go/to/the/library/to/drink/coffee.,Let's/drink/green/tea/to/live/long!,I will/learn to/dance/to/be/a/good/singer.,May/I/go/home/to/drink/water?,To check/the money/is/not/to/believe/her/son.,It's/hard/to/study/basic/English/grammar/alone.,Isn't/it/impossible/to/remember/her/hobby?,It/was/important/to/teach/them/driving.,Playing/with/a/rubber/band/wasn't/safe.,Telling/a/lie/well/is/my/big/goal.,Did/you/come/here/to/explain/the/song?
27,She/tried/to/run/slowly.,I had/better/not/put/flowers/side/by/side,I/had/better/not/steal/the/tiger's/ring.,Are/you/going/to/swim?,Why/aren't/you/going/to/sleep/early?,Would/you/like/to/call/me/tomorrow?,Why aren't/you/going/to/wake/them/up/now?,I/pick/a/lot/of/apples/everyday.,I/make/a/nice/house/with/cement.,to/drink/a/cup/of/coffee,You have/to prepare/a pair/of/scissors/to/cut/it.,Why don't/you/go/to/hell/to/meet/God?,Did you/buy/a/mirror/to/use/solar/heat?,You don't/have/to/go/home/to/drink/water.,Not to/hug/father/is/not/to/love/father.,It's/hard/to/master/basic/English/grammar/alone.,Isn't it/very/dangerous/to/play/with/a/lion?,It/wasn't/difficult/to/fix/his/old/piano.,Making/bad/food/in/hell/is/his/dream.,Forgetting/the/pain/wasn't/easy.,I/didn't/come/here/to/explain/the/song.
28,,,,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,,,,,,,
